"SITE_ID","VISIT_NO","MCYST_TL_UGL","SITE_TYPE","LAKE_SAMP","BASINAREA_KM2","BASINAREA_HA","BASINAREA_LU_KM2","MISSDATA_KM2_BSN","NLCD11_KM2_BSN","NLCD12_KM2_BSN","NLCD21_KM2_BSN","NLCD22_KM2_BSN","NLCD23_KM2_BSN","NLCD24_KM2_BSN","NLCD31_KM2_BSN","NLCD32_KM2_BSN","NLCD41_KM2_BSN","NLCD42_KM2_BSN","NLCD43_KM2_BSN","NLCD51_KM2_BSN","NLCD52_KM2_BSN","NLCD71_KM2_BSN","NLCD72_KM2_BSN","NLCD73_KM2_BSN","NLCD74_KM2_BSN","NLCD81_KM2_BSN","NLCD82_KM2_BSN","NLCD90_KM2_BSN","NLCD91_KM2_BSN","NLCD92_KM2_BSN","NLCD93_KM2_BSN","NLCD94_KM2_BSN","NLCD95_KM2_BSN","NLCD96_KM2_BSN","NLCD97_KM2_BSN","NLCD98_KM2_BSN","NLCD99_KM2_BSN","LANDUSE_KM2_BSN","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","FLAG_LU_BASIN","COMMENT_LU_BASIN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","PTL","NTL","TURB","ANC","DOC","COND","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-0061",1,0.05,"PROB_Lake","Target_Sampled",11406.00514,1140600.514,11406.00514,0,12.145,0,32.123,7.306,0.382,0.084,20.283,0,34.047,1410.887,0.077,0,9672.783,190.967,0,0,0,6.221,0.273,16.916,0,0,0,0,1.545,0,0,0,0,11406.039,0.1,0,0.1,0.3,0.1,0,0,0.4,0.2,0.3,12.4,0,12.7,84.8,1.7,0.1,0,0.1,0.1,0,0.1,"","",2,"6/12/2007",34.24558153,-113.5793644,5.723287327,"Alamo",572.3287327,15.3,335,15,15030204,19,481,3.49,4367.2,6.12,779,3.5,0,27.1,8.5,822.3,7.8,15.3,12.7,0.5,554.3,7.6
"NLA06608-0062",1,8.9,"PROB_Lake","Target_Sampled",8.152610299,815.2610299,8.152610299,0,1.688,0,0.209,0,0,0,0,0,0.008,0,0,0,0,4.289,0,0,0,0.099,1.579,0.005,0,0,0,0,0.285,0,0,0,0,8.162,20.7,0,20.7,2.6,0,0,0,2.6,0,0.1,0,0,0.1,0,52.6,1.2,19.4,20.6,0.1,3.5,3.6,"","",1.16,"8/9/2007",47.32067994,-99.74629427,0.542985616,"(Unnamed Lake)",54.29856165,2.7,562.29,10,10130103,152,2834,12.3,9844.1,28.53,3835,2.18,0,21.7,8.3,3850,9,2.5,21.2,7.7,3850,9
"NLA06608-0064",1,0.65,"PROB_Lake","Target_Sampled",14.74669434,1474.669434,14.74669434,0,0.197,0,0.137,0,0,0,0,0,0,0,0,0,0.06,3.74,0,0,0,0,10.614,0,0,0,0,0,0,0,0,0,0,14.748,1.3,0,1.3,0.9,0,0,0,0.9,0,0,0,0,0,0.4,25.4,0,72,72,0,0,0,"","",0.46,"6/18/2007",48.8940613,-112.1680165,0.252077914,"Fitzpatrick Lake",25.20779145,2.5,1208,10,10050002,2047,3366,13.6,8138.8,33.65,2504,19.04,0,13.22,8.4,NA,8.8,2,13,8.3,NA,8.8
"NLA06608-0065",1,0.05,"PROB_Lake","Target_Sampled",32.895357,3289.5357,32.895357,0.024,1.575,0,0.459,0.143,0,0,0,0,0,7.996,0,0,20.817,1.709,0,0,0,0.101,0,0.028,0,0,0,0,0.042,0,0,0,0,32.894,4.8,0,4.8,1.4,0.4,0,0,1.8,0,0,24.3,0,24.3,63.3,5.2,0.3,0,0.3,0.1,0.1,0.2,"","",7.02,"7/17/2007",48.96243381,-115.116608,0.895225888,"Sophie Lake",89.52258877,17.1,766.43,17,17010101,1,71,0.257,1944.4,1.28,194,0.57,0,24.2,8.5,187.6,8.5,16.6,8.4,0,127.6,7.2
"NLA06608-0066",1,0.05,"PROB_Lake","Target_Sampled",1115.529064,111552.9064,1115.529064,0,33.953,0,77.213,6.958,2.617,0.285,9.572,0,705.01,43.776,17.499,0,0,0,0,0,0,161.504,47.205,5.595,0,0,0,0,4.353,0,0,0,0,1115.54,3,0,3,6.9,0.6,0.2,0,7.7,0.9,63.2,3.9,1.6,68.7,0,0,14.5,4.2,18.7,0.5,0.4,0.9,"","",2.75,"6/12/2007",39.76851425,-79.38081778,10.94588775,"Youghiogheny River Lake",1094.588775,20.5,439.26,5,5020006,7,665,1.92,257.9,1.63,115,1.75,0,23.7,7.8,NA,7.4,20.5,6.8,6.6,NA,6.8
"NLA06608-0068",1,0.05,"PROB_Lake","Target_Sampled",35.27345254,3527.345254,35.27345254,0,0.662,0,0.16,0,0,0,10.628,0,3.424,14.136,0.597,0,0.03,4.954,0,0,0,0,0,0.645,0,0,0,0,0.033,0,0,0,0,35.269,1.9,0,1.9,0.5,0,0,0,0.5,30.1,9.7,40.1,1.7,51.5,0.1,14,0,0,0,1.8,0.1,1.9,"","",3.8,"7/9/2007",37.82447614,-107.8853911,0.500989694,"Trout Lake",50.09896936,18.6,2959.6,14,14030003,1,168,0.887,675.7,1.12,190,0.95,0,14.6,7.5,187,8.1,17.8,4.8,5.3,229,7.4
"NLA06608-0069",1,0.05,"PROB_Lake","Target_Sampled",3.872516657,387.2516657,3.872516657,0,0.321,0,0.716,0.167,0.005,0,0,0,0,1.427,0,0,0.006,0.055,0,0,0,0.107,0,0.954,0,0,0,0,0.115,0,0,0,0,3.873,8.3,0,8.3,18.5,4.3,0.1,0,22.9,0,0,36.8,0,36.8,0.2,1.4,2.8,0,2.8,24.6,3,27.6,"","",0.65,"7/18/2007",28.63735951,-81.13759704,0.244704468,"Horseshoe Lake",24.47044676,3.4,11.26,3,3080101,39,420,2.74,141.8,13.24,146,7.41,0,31.7,6.8,144,6.4,2.9,29.7,3.5,146,6
"NLA06608-0071",1,1.1,"PROB_Lake","Target_Sampled",28.86991168,2886.991168,28.86991168,0,4.097,0,1.572,0.028,0.006,0,0.022,0,0.158,0.032,0.84,0,0.025,0,0,0,0,0,18.804,3.062,0,0,0,0,0.237,0,0,0,0,28.883,14.2,0,14.2,5.4,0.1,0,0,5.5,0.1,0.5,0.1,2.9,3.5,0.1,0,0,65.1,65.1,10.6,0.8,11.4,"","",0.38,"9/6/2007",31.66683993,-91.50916933,4.602095294,"Lake Concordia",460.2095294,5.3,15.17,8,8060100,415,2441,14.4,2235.6,8.15,242,198.72,0,31.11,6.86,NA,8.71,5,29.49,2.1,NA,7.33
"NLA06608-0072",1,4.3,"PROB_Lake","Target_Sampled",6.950936038,695.0936038,6.950936038,0,0.091,0,0.085,0.002,0.007,0,0.013,0,0.271,0.853,0.009,0,1.784,2.77,0,0,0,0.508,0.39,0.166,0,0,0,0,0,0,0,0,0,6.949,1.3,0,1.3,1.2,0,0.1,0,1.3,0.2,3.9,12.3,0.1,16.3,25.7,39.9,7.3,5.6,12.9,2.4,0,2.4,"","",0.68,"7/26/2007",32.23766222,-98.40515204,0.091270764,"NRCS Site #6",9.127076417,5.7,429.56,12,12070201,174,1724,14.5,1905.8,9.18,224,10.13,0,27.6,8.4,222,9.7,5.2,20.4,0.09,320,6.8
"NLA06608-0073",1,0.05,"PROB_Lake","Target_Sampled",1.898455318,189.8455318,1.898455318,0,1.476,0,0.065,0.026,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0.027,0,0,0,0,0.005,0,0,0,0,1.901,77.7,0,77.7,3.4,1.4,0,0,4.8,0,0,0,0,0,15.9,0,0,0,0,1.4,0.3,1.7,"","",13.45,"6/12/2007",39.52477029,-118.878391,1.522446927,"Soda Lake",152.2446927,28,1216.87,16,16050203,4679,1055,0.519,68472.2,22.25,26620,0.49,0,19.1,7.2,25383.7,9.5,27.5,5.1,0.1,16275.7,9.5
"NLA06608-0076",1,0.05,"PROB_Lake","Target_Sampled",543.0103544,54301.03544,543.0103544,0,33.114,0,26.753,7.946,0.665,0.219,0.689,0,53.097,0.036,0.014,0,1.839,4.224,0,0,0,223.349,180.614,9.416,0,0,0,0,1.028,0,0,0,0,543.003,6.1,0,6.1,4.9,1.5,0.1,0,6.5,0.1,9.8,0,0,9.8,0.3,0.8,41.1,33.3,74.4,1.7,0.2,1.9,"","",1.26,"7/27/2007",39.41441295,-94.49793062,30.08068118,"Smithville",3008.068118,9.2,264.36,10,10240012,24,436,3.88,1996.6,5.1,254,10.88,0,27.1,6.9,248.9,8.4,8.5,23.2,0,274.5,7.3
"NLA06608-0077",1,0.05,"PROB_Lake","Target_Sampled",4.730565159,473.0565159,4.730565159,0,0.866,0,0.225,0.101,0.05,0.007,0.946,0,2.05,0,0.016,0,0.113,0,0,0,0,0.01,0.005,0.336,0,0,0,0,0,0,0,0,0,4.725,18.3,0,18.3,4.8,2.1,1.1,0.1,8.1,20,43.3,0,0.3,43.6,2.4,0,0.2,0.1,0.3,7.1,0,7.1,"","",NA,"9/8/2007",40.92704692,-74.53388264,0.653283422,"Mount Hope Lake",65.32834218,2.4,238.18,2,2030103,116,1461,17.4,1711,7.25,308,67.97,0,25.2,NA,295.8,8.8,1.9,24.3,NA,290.2,8.7
"NLA06608-0078",1,15,"PROB_Lake","Target_Sampled",0.257765278,25.77652778,0.257765278,0,0.179,0,0.001,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0.011,0,0,0,0,0,0,0.062,0,0,0,0,0.267,69.4,0,69.4,0.4,0,0,0,0.4,0,0,0,0,0,0,5.4,4.3,0,4.3,0,24.1,24.1,"","",0.75,"8/8/2007",48.17781123,-100.2942095,0.150711676,"Unknown",15.07116765,1.1,456.67,9,9020202,136,4747,20.2,24839.3,49.81,2086,10.02,0,20.42,7.35,2101,9.09,1,20.31,7.39,2100,9.07
"NLA06608-0079",1,0.05,"PROB_Lake","Target_Sampled",52.55819801,5255.819801,52.55819801,0,1.755,0,0,0,0,0,2.66,0,1.289,21.883,0.113,0,0.005,21.119,0,0,0,0,0,2.822,0,0,0,0,0.913,0,0,0,0,52.559,3.3,0,3.3,0,0,0,0,0,5.1,2.5,41.6,0.2,44.3,0,40.2,0,0,0,5.4,1.7,7.1,"","",6.85,"7/12/2007",39.98585506,-107.2317809,1.309081557,"Trappers Lake",130.9081557,47.8,2934,14,14050005,4,97,0.278,837.3,1.8,84,2.35,0,16.5,7.1,84,8,47.3,4.1,5.5,92,7.3
"NLA06608-0080",1,0.05,"PROB_Lake","Target_Sampled",4.657475601,465.7475601,4.657475601,0,0.794,0,0.164,0,0,0,0,0,0.009,0.001,0.014,0,0,0,0,0,0,0,3.301,0.365,0,0,0,0,0.011,0,0,0,0,4.659,17,0,17,3.5,0,0,0,3.5,0,0.2,0,0.3,0.5,0,0,0,70.9,70.9,7.8,0.2,8,"","",0.51,"9/9/2007",34.1200351,-91.56105203,0.797977042,"Hannaberry Lake",79.79770424,3,51.5,8,8020402,100,956,9.4,2076.2,5.41,411,58.46,0,27.1,9.2,NA,8.5,2.5,28.3,2.5,NA,7.3
"NLA06608-0081",1,0.05,"PROB_Lake","Target_Sampled",1.272035634,127.2035634,1.272035634,0,0.101,0,0.094,0.019,0,0,0,0,0.011,0.748,0.231,0,0.023,0.01,0,0,0,0,0,0.041,0,0,0,0,0.001,0,0,0,0,1.279,7.9,0,7.9,7.4,1.5,0,0,8.9,0,0.9,58.8,18.2,77.9,1.8,0.8,0,0,0,3.2,0.1,3.3,"","",5.74,"7/3/2007",48.22612028,-122.1241675,0.100070393,"Armstrong Lake",10.0070393,8.5,42.78,17,17110008,22,741,0.73,507.9,9.05,62,6.66,0,22.6,7.6,59.9,7.8,8,5.4,0.8,190,6.4
"NLA06608-0083",1,1.2,"PROB_Lake","Target_Sampled",17.25267257,1725.267257,17.25267257,0,2.701,0,0.405,0.004,0,0,0,0,0.012,0,0,0,0.059,7.87,0,0,0,2.254,3.546,0,0,0,0,0,0.403,0,0,0,0,17.254,15.7,0,15.7,2.3,0,0,0,2.3,0,0.1,0,0,0.1,0.3,45.6,13.1,20.6,33.7,0,2.3,2.3,"","",NA,"6/13/2007",45.95096444,-99.13645049,0.483331063,"Camp Lake",48.33310631,2,590.81,10,10130106,50,3925,1.37,15445.3,38.85,4281,3.74,0,22.01,6.46,4308,8.72,1.4,22,6.2,4310,8.72
"NLA06608-0085",1,0.14,"PROB_Lake","Target_Sampled",100.5353618,10053.53618,100.5353618,0,0.122,0,0.932,0.232,0.041,0,0.039,0,0,0.443,0,0,48.39,49.703,0,0,0,0.501,0.114,0.014,0,0,0,0,0,0,0,0,0,100.531,0.1,0,0.1,0.9,0.2,0,0,1.1,0,0,0.4,0,0.4,48.1,49.4,0.5,0.1,0.6,0,0,0,"","",0.1,"7/10/2007",43.46045448,-116.1414317,0.334234477,"Blacks Creek Reservoir",33.42344767,1.6,973.07,17,17050114,417,1581,137,1840.2,10.64,214,4.04,0,23.1,6.4,208,8,1.1,22.5,6.2,208,8.1
"NLA06608-0086",1,0.44,"PROB_Lake","Target_Sampled",153.7658083,15376.58083,153.7658083,0,1.204,0,16.778,16.999,5.186,0.482,0.417,0,3.63,40.113,10.832,0,11.819,4.636,0,0,0,31.026,2.55,6.75,0,0,0,0,1.346,0,0,0,0,153.768,0.8,0,0.8,10.9,11.1,3.4,0.3,25.7,0.3,2.4,26.1,7,35.5,7.7,3,20.2,1.7,21.9,4.4,0.9,5.3,"","",2.07,"8/2/2007",45.61657075,-122.4260347,1.013087296,"Lacamas Lake",101.3087296,14.2,55.6,17,17080001,20,288,4.01,908.2,2.56,110,18.24,0,22.7,10.4,112.4,9.5,13.7,9.1,0.3,81.2,6.9
"NLA06608-0089",1,0.05,"PROB_Lake","Target_Sampled",2824.797602,282479.7602,2824.797602,0,36.921,0,223.88,43.183,12.647,4.191,2.936,0,1687.526,308.33,89.065,0,67.94,58.388,0,0,0,270.026,11.359,8.357,0,0,0,0,0.071,0,0,0,0,2824.82,1.3,0,1.3,7.9,1.5,0.4,0.1,9.9,0.1,59.7,10.9,3.2,73.8,2.4,2.1,9.6,0.4,10,0.3,0,0.3,"","",1.35,"6/17/2007",35.7733743,-81.54174586,8.792648891,"Rhodhiss",879.2648891,15,301.83,3,3050101,35,333,3.14,333.3,1.9,63,11.36,0,25.7,NA,60.8,8.7,14.5,14.6,NA,51.2,6.6
"NLA06608-0090",1,0.05,"PROB_Lake","Target_Sampled",1.401571063,140.1571063,1.401571063,0,0.064,0,0,0,0,0,0.005,0,0.02,0.419,0,0,0.852,0.039,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,1.405,4.6,0,4.6,0,0,0,0,0,0.4,1.4,29.9,0,31.3,60.8,2.8,0,0,0,0,0.4,0.4,"","",4.15,"6/26/2007",42.93075473,-109.6534609,0.085285109,"Black Lake",8.528510903,7.8,2812,14,14040102,11,253,1.45,271.6,5.46,34,4.36,0,17.3,7.4,NA,6.8,7.2,5.7,3.6,NA,6
"NLA06608-0091",1,1.8,"PROB_Lake","Target_Sampled",21.32231577,2132.231577,21.32231577,0,3.167,0,1.015,4.571,0.534,0.033,0,0,1.701,0.038,0,0,0.114,1.759,0,0,0,1.238,6.904,0.097,0,0,0,0,0.161,0,0,0,0,21.332,14.9,0,14.9,4.8,21.4,2.5,0.2,28.9,0,8,0.2,0,8.2,0.5,8.2,5.8,32.4,38.2,0.5,0.8,1.3,"","",0.31,"7/10/2007",41.36944118,-87.43213825,3.055679078,"Cedar Lake",305.5679078,3.7,211.77,7,7120001,170,2021,35.5,1585.7,7.27,326,118.8,0,27.4,7.3,NA,9.6,3.2,27.3,6.2,NA,9.5
"NLA06608-0099",1,4.5,"PROB_Lake","Target_Sampled",230.9719441,23097.19441,230.9719441,0,18.341,0,11.352,8.98,1.195,0.053,0.196,0,51.163,2.759,1.198,0,5.087,2.579,0,0,0,40.155,68.347,13.082,0,0,0,0,6.484,0,0,0,0,230.971,7.9,0,7.9,4.9,3.9,0.5,0,9.3,0.1,22.2,1.2,0.5,23.9,2.2,1.1,17.4,29.6,47,5.7,2.8,8.5,"","",1.95,"7/3/2007",43.09951588,-88.45255303,3.147521338,"Lake Oconomowoc",314.7521338,18.8,262.37,7,7090001,6,601,4.98,4064,5.69,558,4.6,0,23.8,9.3,578,8.6,18.5,6.8,0.3,627,7.7
"NLA06608-0101",1,0.05,"PROB_Lake","Target_Sampled",6.278542712,627.8542712,6.278542712,0,0.629,0,0.055,0,0,0,0,0,4.884,0.143,0.285,0,0.024,0,0,0,0,0.002,0.01,0.239,0,0,0,0,0.005,0,0,0,0,6.276,10,0,10,0.9,0,0,0,0.9,0,77.8,2.3,4.5,84.6,0.4,0,0,0.2,0.2,3.8,0.1,3.9,"","",9.6,"8/21/2007",42.02167966,-73.48227989,0.614148982,"Riga Lake",61.41489821,10.1,532.8,1,1100005,1,63,0.401,1.4,1.18,16,0.7,0,20.23,8.52,22,5.98,10,20.17,8.1,21,5.24
"NLA06608-0102",1,0.05,"PROB_Lake","Target_Sampled",9.556730331,955.6730331,9.556730331,0,0.488,0,0.041,0,0,0,0,0,4.793,1.347,2.166,0,0.305,0,0,0,0,0.006,0.029,0.204,0,0,0,0,0.185,0,0,0,0,9.564,5.1,0,5.1,0.4,0,0,0,0.4,0,50.2,14.1,22.7,87,3.2,0,0.1,0.3,0.4,2.1,1.9,4,"","",4.37,"8/3/2007",44.50713663,-70.72328312,0.515524684,"HOWARD POND",51.55246837,36.3,330.37,1,1040002,1,137,0.515,71,3.67,20,1.2,0,27.2,8.53,17,6.79,32,4.82,10.4,10,5.97
"NLA06608-0104",1,0.05,"PROB_Lake","Target_Sampled",1.755339318,175.5339318,1.755339318,0,0.405,0,0.149,0.015,0,0,0,0,0.183,0,0,0,0,0.801,0,0,0,0,0.004,0.062,0,0,0,0,0.136,0,0,0,0,1.755,23.1,0,23.1,8.5,0.9,0,0,9.4,0,10.4,0,0,10.4,0,45.6,0,0.2,0.2,3.5,7.7,11.2,"","",0.23,"6/22/2007",37.65529355,-98.26265148,0.567937505,"Kingman County State Lake",56.79375053,1.9,479.33,11,11030015,102,1076,27.3,2885.6,6.57,309,38.2,0,25.7,7.1,282.3,8.1,1.4,25.8,7.1,280.9,8
"NLA06608-0105",1,0.05,"PROB_Lake","Target_Sampled",6161.318267,616131.8267,6161.318267,0,20.234,0.029,76.837,31.766,11.701,0.397,89.291,0,197.125,2909.445,230.441,0,2451.463,39.367,0,0,0,75.355,20.881,6.98,0,0,0,0,0,0,0,0,0,6161.312,0.3,0,0.3,1.2,0.5,0.2,0,1.9,1.4,3.2,47.2,3.7,54.1,39.8,0.6,1.2,0.3,1.5,0.1,0,0.1,"","",1.4,"7/5/2007",38.2350209,-112.2015025,9.065113613,"Piute Reservoir",906.5113613,6,1820,16,16030001,45,339,5.4,4482,3.17,486,5.98,0,21.8,7.99,460,8.5,6,8.95,0.37,468,7.8
"NLA06608-0107",1,0.05,"PROB_Lake","Target_Sampled",0.60777181,60.77718103,0.60777181,0,0.131,0,0.026,0.009,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0.134,0.182,0.106,0,0,0,0,0,0,0,0,0,0.609,21.6,0,21.6,4.3,1.5,0,0,5.8,0,3.5,0,0,3.5,0,0,22,29.9,51.9,17.4,0,17.4,"","",NA,"6/25/2007",41.65016117,-85.08175821,0.124208037,"Cheeseboro Lake",12.42080368,4,300.77,4,4050001,3,520,1.28,1940.2,7.05,209,2.32,0,26.1,5.6,NA,7.8,3.5,24.1,4.3,NA,7.4
"NLA06608-0110",1,0.05,"PROB_Lake","Target_Sampled",16.90688704,1690.688704,16.90688704,0,2.191,0,0.513,0,0,0,0,0,8.852,0.868,0,0,0.115,0.531,0,0,0,2.661,0.293,0.068,0,0,0,0,0.813,0,0,0,0,16.905,13,0,13,3,0,0,0,3,0,52.4,5.1,0,57.5,0.7,3.1,15.7,1.7,17.4,0.4,4.8,5.2,"","",3.85,"7/31/2007",46.86973364,-95.72856324,1.390508291,"Pickerel",139.0508291,12.4,437.86,9,9020103,12,491,1.17,2677.4,5.81,260,1.77,0,26.5,9.25,185,8.62,12,10,0.17,245,7.26
"NLA06608-0111",1,0.13,"PROB_Lake","Target_Sampled",206.2054153,20620.54153,206.2054153,0,12.027,0,11.589,7.078,1.761,0.514,0.033,0,92.391,0.873,0.067,0,1.422,9.929,0,0,0,35.366,30.992,2.076,0,0,0,0,0.079,0,0,0,0,206.197,5.8,0,5.8,5.6,3.4,0.9,0.2,10.1,0,44.8,0.4,0,45.2,0.7,4.8,17.2,15,32.2,1,0,1,"","",1.68,"8/1/2007",41.13540548,-81.13692241,10.64647066,"West Branch Reservoir (AKA M.J.Kirwan Reservoir)",1064.647066,12.8,286.66,5,5030103,6,343,3.45,1435.5,3.79,395,3.26,0,25.3,8.87,362,8.4,12,11.96,0.12,339,7.17
"NLA06608-0112",1,0.58,"PROB_Lake","Target_Sampled",65.28761127,6528.761127,65.28761127,0,2.888,0,4.245,0.3,0.033,0.009,0.004,0,8.377,0,0,0,0,0.103,0,0,0,7.119,42.187,0,0,0,0,0,0.022,0,0,0,0,65.287,4.4,0,4.4,6.5,0.5,0.1,0,7.1,0,12.8,0,0,12.8,0,0.2,10.9,64.6,75.5,0,0,0,"","",0.51,"7/9/2007",39.01266111,-89.14408234,2.763794065,"Lake Vandalia",276.3794065,9,160.22,7,7140202,96,1266,11.2,1416.8,6.87,195,84.76,0,30.1,11.8,194,9.5,8.5,13.5,0,291,9.4
"NLA06608-0113",1,0.05,"PROB_Lake","Target_Sampled",21.98941925,2198.941925,21.98941925,0,1.08,0,0.801,0.099,0.018,0,0,0,5.207,4.199,5.092,0,0.752,0.175,0,0,0,2.106,2.275,0.185,0,0,0,0,0.005,0,0,0,0,21.994,4.9,0,4.9,3.6,0.5,0.1,0,4.2,0,23.7,19.1,23.2,66,3.4,0.8,9.6,10.3,19.9,0.8,0,0.8,"","",2.3,"7/16/2007",44.71864202,-72.23412171,0.833522645,"Lake Parker",83.35226447,13.1,396.91,1,1110000,9,190,1.83,1200.9,3.76,130,4.69,0.2,20.8,9,132.2,8.5,12.5,6.9,0.2,151.7,7.1
"NLA06608-0115",1,0.05,"PROB_Lake","Target_Sampled",0.186886143,18.68861429,0.186886143,0,0.061,0,0.014,0,0,0,0,0,0.046,0.063,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,32.6,0,32.6,7.5,0,0,0,7.5,0,24.6,33.7,2.7,61,0,0,0,0,0,0,0,0,"","",2.6,"7/18/2007",44.32355428,-89.19099056,0.067371558,"Marl Lake",6.737155775,17,271.25,4,4030202,5,540,0.616,3224.3,2.65,324,1.35,0,24.2,9.7,313,8.5,16.5,8.1,0.5,404,7.6
"NLA06608-0116",1,0.05,"PROB_Lake","Target_Sampled",28584.74559,2858474.559,28584.74559,0,97.237,1.29,229.868,96.898,14.008,1.166,259.358,0,1391.097,10421.427,323.586,0,8582.54,5326.103,0,0,0,948.465,155.027,500.574,0,0,0,0,236.149,0,0,0,0,28584.793,0.3,0,0.3,0.8,0.3,0,0,1.1,0.9,4.9,36.5,1.1,42.5,30,18.6,3.3,0.5,3.8,1.8,0.8,2.6,"","",1.43,"6/28/2007",35.66653924,-106.3013899,4.062048459,"Cochiti Lake",406.2048459,25.8,1625.22,13,13020201,26,271,5.55,2142.8,3.87,354,2.82,0,23.1,6.4,NA,6.9,25.8,16.2,0.4,NA,7.1
"NLA06608-0120",1,0.05,"PROB_Lake","Target_Sampled",186248.8974,18624889.74,186248.8974,0.002,1516.982,24.108,5697.492,1273.644,368.024,126.605,783.068,0,3983.612,9755.495,194.536,0,10632.61,88088.804,0,0,0,2794.49,59299.501,1127.187,0,0,0,0,582.728,0,0,0,0,186248.888,0.8,0,0.8,3.1,0.7,0.2,0.1,4.1,0.4,2.1,5.2,0.1,7.4,5.7,47.3,1.5,31.8,33.3,0.6,0.3,0.9,"","",0.18,"6/18/2007",36.16292985,-96.36834536,102.5157227,"Keystone",10251.57227,20.6,220.49,11,11060006,315,1174,80.3,2000.9,5,570,2.54,0.1,24.82,5.22,545.4,6.95,20.6,23.93,0.18,1497,6.86
"NLA06608-0124",1,0.2,"PROB_Lake","Target_Sampled",2.524872166,252.4872166,2.524872166,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,1.868,0,0,0,0,0,0.014,0,0,0,0,0.103,0,0,0,0,2.529,21.5,0,21.5,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0.6,4.1,4.7,"","",0.2,"7/19/2007",42.14001905,-101.8094915,0.305325653,"North Twin Lake",30.53256534,1.1,1140.27,10,10210001,213,340,15.9,84611.2,290.57,7382,31.59,0,25.4,11.3,7800,9.5,0.6,25.4,11.1,7820,9.5
"NLA06608-0126",1,0.9,"PROB_Lake","Target_Sampled",1.156124467,115.6124467,1.156124467,0,0.194,0,0.03,0,0,0,0,0,0.022,0,0,0,0,0.024,0,0,0,0,0.876,0,0,0,0,0,0.013,0,0,0,0,1.159,16.8,0,16.8,2.6,0,0,0,2.6,0,1.9,0,0,1.9,0,2.1,0,75.8,75.8,0,1.1,1.1,"","",0.17,"6/21/2007",47.19305824,-99.32424356,0.115350092,"Unnamed Lake",11.53500919,2.5,569.53,10,10160002,502,5728,46.8,8389.6,31.03,1482,228.24,0,22,14.9,1450,9,2.5,18.9,8.9,1460,8.8
"NLA06608-0127",1,0.05,"PROB_Lake","Target_Sampled",22.69149827,2269.149827,22.69149827,0,0.266,0,0.27,0.186,0.017,0.007,0.022,0,0,0.102,0,0,18.198,3.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.683,1.2,0,1.2,1.2,0.8,0.1,0,2.1,0.1,0,0.4,0,0.4,80.2,15.9,0,0,0,0,0,0,"","",2.2,"7/11/2007",34.15364617,-109.3063643,0.358599305,"Becker Lake",35.85993055,5.2,2106.3,15,15020001,19,641,1.98,5466.2,11,508,5.92,0,20.8,8.7,500.1,9.2,4.3,20.7,8.2,499.8,9.2
"NLA06608-0128",1,0.05,"PROB_Lake","Target_Sampled",43.83681882,4383.681882,43.83681882,0,0.079,0,0.032,0,0,0,0.14,0,0,0,0,0,0.544,41.997,0,0,0,0.007,0.842,0.041,0,0,0,0,0.149,0,0,0,0,43.831,0.2,0,0.2,0.1,0,0,0,0.1,0.3,0,0,0,0,1.2,95.8,0,1.9,1.9,0.1,0.3,0.4,"","",0.85,"6/21/2007",48.75289143,-109.2416928,0.123779984,"Twin Reservoir",12.37799839,2.2,787.37,10,10050008,76,1356,21.9,2798.2,15.87,518,0.46,0,23,5.3,NA,8.7,1.5,15,0,NA,7.3
