SITE_ID,VISIT_NO,DATEZOOP,SAMPLED_ZOOP,INDXSAMP_ZOOP,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,DEPTHMAX,DEPTH_X,DEPTH_OF_TOW,FLAG_ZOOP_FLD,COMMENT_ZOOP_FLD,JAR_NO,VISIT_ID
NLA06608-0066,2,9/18/2007,Yes,NO,P,517866,ZOOF,17.5,17.4,16.5,,,1,7550
NLA06608-0066,2,9/18/2007,Yes,NO,D,517655,ZOOC,17.5,17.4,16.5,,,1,7550
NLA06608-0066,2,9/18/2007,Yes,NO,D,517656,ZOOF,17.5,17.4,16.5,,,1,7550
NLA06608-0068,1,7/9/2007,Yes,YES,P,508566,ZOOC,18.6,18.6,17.8,,,1,7552
NLA06608-0068,1,7/9/2007,Yes,YES,P,508565,ZOOF,18.6,18.6,17.8,,,1,7552
NLA06608-0068,2,9/12/2007,Yes,NO,P,513095,ZOOC,17.7,17.7,16.5,,,1,7553
NLA06608-0068,2,9/12/2007,Yes,NO,P,513096,ZOOF,17.7,17.7,16.5,,,1,7553
NLA06608-0068,2,9/12/2007,Yes,NO,D,513115,ZOOC,17.7,17.7,16.5,,,1,7553
NLA06608-0068,2,9/12/2007,Yes,NO,D,513116,ZOOF,17.7,17.7,16.5,,,1,7553
NLA06608-0069,1,7/18/2007,Yes,YES,P,507325,ZOOC,3.4,3.4,2.9,,,1,7554
NLA06608-0069,1,7/18/2007,Yes,YES,P,507326,ZOOF,3.4,3.4,2.9,,,1,7554
NLA06608-0069,2,9/26/2007,Yes,NO,P,512395,ZOOC,3.6,3.6,3.1,,,1,7555
NLA06608-0069,2,9/26/2007,Yes,NO,P,512396,ZOOF,3.6,3.6,3.1,,,1,7555
NLA06608-0069,2,9/26/2007,Yes,NO,D,511275,ZOOC,3.6,3.6,3.1,,,1,7555
NLA06608-0069,2,9/26/2007,Yes,NO,D,511276,ZOOF,3.6,3.6,3.1,,,1,7555
NLA06608-0071,1,9/6/2007,Yes,YES,P,516525,ZOOC,5.3,5.3,4.8,,,1,7556
NLA06608-0071,1,9/6/2007,Yes,YES,P,516526,ZOOF,5.3,5.3,4.8,,,1,7556
NLA06608-0071,1,9/6/2007,Yes,NO,D,516986,ZOOC,5.3,5.3,4.8,,,1,7556
NLA06608-0071,1,9/6/2007,Yes,NO,D,516985,ZOOF,5.3,5.3,4.8,,,1,7556
NLA06608-0071,2,9/8/2007,Yes,NO,P,518015,ZOOC,5.2,5.2,4.7,,,1,7557
NLA06608-0071,2,9/8/2007,Yes,NO,P,518016,ZOOF,5.2,5.2,4.7,,,1,7557
NLA06608-0072,1,7/26/2007,Yes,YES,P,507116,ZOOC,5.7,5.7,5.2,,,1,7558
NLA06608-0072,1,7/26/2007,Yes,YES,P,507115,ZOOF,5.7,5.7,5.2,,,1,7558
NLA06608-0072,2,8/15/2007,Yes,NO,P,507655,ZOOC,5.6,5.6,5.1,,,1,7559
NLA06608-0072,2,8/15/2007,Yes,NO,P,507656,ZOOF,5.6,5.6,5.1,,,1,7559
NLA06608-0073,1,6/12/2007,Yes (1 sample only),NO,P,502415,ZOOC,28,28,27.5,X,LOST APPROX. HALF SAMPLE DURING PROCESSING,1,7560
NLA06608-0073,1,6/12/2007,Yes (1 sample only),NO,P,502416,ZOOF,28,28,27.5,X,,1,7560
NLA06608-0073,2,7/18/2007,Yes,YES,P,510755,ZOOC,27,27,26.5,,,1,7561
NLA06608-0073,2,7/18/2007,Yes,YES,P,510756,ZOOF,27,27,26.5,,,1,7561
NLA06608-0076,1,7/27/2007,Yes,YES,P,514735,ZOOC,9.2,9.2,8.5,,,1,7562
NLA06608-0076,1,7/27/2007,Yes,YES,P,514736,ZOOF,9.2,9.2,8.5,,,1,7562
NLA06608-0076,2,9/4/2007,Yes,NO,P,516465,ZOOC,11.8,11.8,12,,,1,7563
NLA06608-0076,2,9/4/2007,Yes,NO,P,516466,ZOOF,11.8,11.8,12,,,1,7563
NLA06608-0076,2,9/4/2007,Yes,NO,D,516455,ZOOC,11.8,11.8,12,,,1,7563
NLA06608-0076,2,9/4/2007,Yes,NO,D,516456,ZOOF,11.8,11.8,12,,,1,7563
NLA06608-0077,1,9/8/2007,Yes,YES,P,517845,ZOOC,2.4,2.4,1.9,,,1,7564
NLA06608-0077,1,9/8/2007,Yes,YES,P,517846,ZOOF,2.4,2.4,1.9,,,1,7564
NLA06608-0077,2,9/13/2007,Yes,NO,P,517215,ZOOC,2.5,2.5,2,,,1,7565
NLA06608-0077,2,9/13/2007,Yes,NO,P,517216,ZOOF,2.5,2.5,2,,,1,7565
NLA06608-0077,2,9/13/2007,Yes,NO,D,516705,ZOOC,2.5,2.5,2,,,1,7565
NLA06608-0077,2,9/13/2007,Yes,NO,D,516706,ZOOF,2.5,2.5,2,,,1,7565
NLA06608-0078,1,8/8/2007,Yes,YES,P,504625,ZOOC,1.1,1.1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,7566
NLA06608-0078,1,8/8/2007,Yes,YES,P,504626,ZOOF,1.1,1.1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,7566
NLA06608-0078,1,8/8/2007,Yes,NO,D,507305,ZOOC,1.1,1.1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,7566
NLA06608-0078,1,8/8/2007,Yes,NO,D,507306,ZOOF,1.1,1.1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,7566
NLA06608-0078,2,8/21/2007,Yes,NO,P,509265,ZOOC,1,1,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7567
NLA06608-0078,2,8/21/2007,Yes,NO,P,509266,ZOOF,1,1,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7567
NLA06608-0079,1,7/12/2007,Yes,YES,P,508585,ZOOC,47.8,47.8,47.3,,,1,7568
NLA06608-0079,1,7/12/2007,Yes,YES,P,508586,ZOOF,47.8,47.8,47.3,,,1,7568
NLA06608-0079,2,8/16/2007,Yes,NO,P,502125,ZOOC,48.8,48.8,48,F1,USED MIX OF LAKE WATER AND ETOH TO NARCOTIME. NO ALKA-SELTZER.,1,7569
NLA06608-0079,2,8/16/2007,Yes,NO,P,502126,ZOOF,48.8,48.8,48,F1,USED MIX OF LAKE WATER AND ETOH TO NARCOTIME. NO ALKA-SELTZER.,1,7569
NLA06608-0079,2,8/16/2007,Yes,NO,D,503726,ZOOC,48.8,48.8,48,,,1,7569
NLA06608-0079,2,8/16/2007,Yes,NO,D,503725,ZOOF,48.8,48.8,48,,,1,7569
NLA06608-0080,1,9/9/2007,Yes,YES,P,517205,ZOOC,3,3,2.5,F1,NOT MANY ORGANISMS,1,7570
NLA06608-0080,1,9/9/2007,Yes,YES,P,517206,ZOOF,3,3,2.5,F1,NOT MANY ORGANISMS,1,7570
NLA06608-0080,2,9/10/2007,Yes,NO,P,516265,ZOOC,3.3,3.3,2.8,,,1,7571
NLA06608-0080,2,9/10/2007,Yes,NO,P,516266,ZOOF,3.3,3.3,2.8,,,1,7571
NLA06608-0080,2,9/10/2007,Yes,NO,D,516385,ZOOC,3.3,3.3,2.8,,,1,7571
NLA06608-0080,2,9/10/2007,Yes,NO,D,516386,ZOOF,3.3,3.3,2.8,,,1,7571
NLA06608-0081,1,7/3/2007,Yes,YES,P,506366,ZOOC,8.5,8.5,7.5,,,1,7572
NLA06608-0081,1,7/3/2007,Yes,YES,P,506365,ZOOF,8.5,8.5,7.7,,,1,7572
NLA06608-0081,2,9/19/2007,Yes,NO,P,517775,ZOOC,8,8,7.5,,,1,7573
NLA06608-0081,2,9/19/2007,Yes,NO,P,517776,ZOOF,8,8,7.5,,,1,7573
NLA06608-0081,2,9/19/2007,Yes,NO,D,508855,ZOOC,8,8,7.5,,,1,7573
NLA06608-0081,2,9/19/2007,Yes,NO,D,508856,ZOOF,8,8,7.5,,,1,7573
NLA06608-0083,1,6/13/2007,Yes,YES,P,502695,ZOOC,2,2,1.4,,,1,7574
NLA06608-0083,1,6/13/2007,Yes,YES,P,502696,ZOOF,2,2,1.4,,,1,7574
NLA06608-0083,2,8/9/2007,Yes,NO,P,506975,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7575
NLA06608-0083,2,8/9/2007,Yes,NO,P,506976,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7575
NLA06608-0083,2,8/9/2007,Yes,NO,D,509435,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7575
NLA06608-0083,2,8/9/2007,Yes,NO,D,509436,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7575
NLA06608-0085,1,7/10/2007,Yes,YES,P,503055,ZOOC,1.6,1.6,1.1,IM,IM: TOW LENGTH MAY BE 2.2 (TWO TOWS?),1,7576
NLA06608-0085,1,7/10/2007,Yes,YES,P,503056,ZOOF,1.6,1.6,1.1,IM,IM: TOW LENGTH MAY BE 2.2 (TWO TOWS?),1,7576
NLA06608-0085,2,8/20/2007,Yes,NO,P,511735,ZOOC,2.4,2.4,1.8,,,1,7577
NLA06608-0085,2,8/20/2007,Yes,NO,P,511736,ZOOF,2.4,2.4,1.8,,,1,7577
NLA06608-0085,2,8/20/2007,Yes,NO,D,511465,ZOOC,2.4,2.4,1.8,,,1,7577
NLA06608-0085,2,8/20/2007,Yes,NO,D,511466,ZOOF,2.4,2.4,1.8,,,1,7577
NLA06608-0086,1,8/2/2007,Yes,YES,P,504055,ZOOC,14.2,14.2,13.7,,,1,7578
NLA06608-0086,1,8/2/2007,Yes,YES,P,504056,ZOOF,14.2,14.2,13.7,,,1,7578
NLA06608-0086,2,9/20/2007,Yes,NO,P,517345,ZOOC,16,16,15.5,,,1,7579
NLA06608-0086,2,9/20/2007,Yes,NO,P,517346,ZOOF,16,16,15.5,,,1,7579
NLA06608-0086,2,9/20/2007,Yes,NO,D,517105,ZOOC,16,16,16,,,1,7579
NLA06608-0086,2,9/20/2007,Yes,NO,D,517106,ZOOF,16,16,16,,,1,7579
NLA06608-0089,1,6/17/2007,Yes,YES,P,514195,ZOOC,15,15,14,,,1,7580
NLA06608-0089,1,6/17/2007,Yes,YES,P,514196,ZOOF,15,15,14,,,1,7580
NLA06608-0089,2,7/17/2007,Yes,NO,P,509375,ZOOC,9.1,9.1,8.6,,,1,7581
NLA06608-0089,2,7/17/2007,Yes,NO,P,509376,ZOOF,9.1,9.1,8.6,,,1,7581
NLA06608-0089,2,7/17/2007,Yes,NO,D,509865,ZOOC,9.1,9.1,8.6,,,1,7581
NLA06608-0089,2,7/17/2007,Yes,NO,D,509866,ZOOF,9.1,9.1,8.6,,,1,7581
NLA06608-0090,1,6/26/2007,Yes,YES,P,504965,ZOOC,7.8,7.8,7.9,,,1,7582
NLA06608-0090,1,6/26/2007,Yes,YES,P,504966,ZOOF,7.8,7.8,7.9,,,1,7582
NLA06608-0090,2,7/25/2007,Yes,NO,P,509305,ZOOC,6.7,6.7,6.2,,,1,7583
NLA06608-0090,2,7/25/2007,Yes,NO,P,509306,ZOOF,6.7,6.7,6.2,,,1,7583
NLA06608-0090,2,7/25/2007,Yes,NO,D,504105,ZOOC,6.7,6.7,6.2,,,1,7583
NLA06608-0090,2,7/25/2007,Yes,NO,D,504106,ZOOF,6.7,6.7,6.2,,,1,7583
NLA06608-0091,1,7/10/2007,Yes,YES,P,514975,ZOOC,3.7,3.7,3.2,,,1,7584
NLA06608-0091,1,7/10/2007,Yes,YES,P,514976,ZOOF,3.7,3.7,3.2,,,1,7584
NLA06608-0091,2,8/13/2007,Yes,NO,P,509985,ZOOC,3.7,3.7,3.5,IM,"IM: ALL THE SAMPLES IN THIS SERIES ARE LABELED AS DUPLICATE, BUT NO PRIMARY SERIES WAS RECORDED FOR VISIT 2.",1,7585
NLA06608-0091,2,8/13/2007,Yes,NO,P,509986,ZOOF,3.7,3.7,3.5,IM,"IM: ALL THE SAMPLES IN THIS SERIES ARE LABELED AS DUPLICATE, BUT NO PRIMARY SERIES WAS RECORDED FOR VISIT 2.",1,7585
NLA06608-0099,1,7/3/2007,Yes,YES,P,514895,ZOOC,18.8,18.8,18.3,,,1,7586
NLA06608-0099,1,7/3/2007,Yes,YES,P,514896,ZOOF,18.8,18.8,18.3,,,1,7586
NLA06608-0099,2,9/5/2007,Yes,NO,P,515795,ZOOC,19.5,19.5,18,,,1,7587
NLA06608-0099,2,9/5/2007,Yes,NO,P,515796,ZOOF,19.5,19.5,18,,,1,7587
NLA06608-0101,1,8/21/2007,Yes,YES,P,512225,ZOOC,10.1,10.1,9.4,,,1,7588
NLA06608-0101,1,8/21/2007,Yes,YES,P,512226,ZOOF,10.1,10.1,9.4,,,1,7588
NLA06608-0102,1,8/3/2007,Sample lost,YES,P,513345,ZOOC,36.3,36.3,35,,,1,7589
NLA06608-0102,1,8/3/2007,Sample lost,YES,P,513346,ZOOF,36.3,36.3,35,,,1,7589
NLA06608-0104,1,6/22/2007,Yes,YES,P,506355,ZOOC,1.9,1.9,1.4,IM,IM: TOW LENGTH MAY BE 2.8 (TWO TOWS?),1,7590
NLA06608-0104,1,6/22/2007,Yes,YES,P,506356,ZOOF,1.9,1.9,1.4,IM,IM: TOW LENGTH MAY BE 2.8 (TWO TOWS?),1,7590
NLA06608-0104,2,7/24/2007,Yes,NO,P,512345,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7591
NLA06608-0104,2,7/24/2007,Yes,NO,P,512346,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7591
NLA06608-0104,2,7/24/2007,Yes,NO,D,512355,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7591
NLA06608-0104,2,7/24/2007,Yes,NO,D,512356,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7591
NLA06608-0105,1,7/5/2007,Yes,YES,P,502398,ZOOC,6,6,5.5,F1,SAMPLE COLLECTED ON 07/06/2007.,1,7592
NLA06608-0105,1,7/5/2007,Yes,YES,P,502397,ZOOF,6,6,5.5,F1,SAMPLE COLLECTED ON 07/06/2007.,1,7592
NLA06608-0105,2,9/12/2007,Yes,NO,P,510985,ZOOC,2.2,2.2,1.7,,,1,7593
NLA06608-0105,2,9/12/2007,Yes,NO,P,510986,ZOOF,2.2,2.2,1.7,,,1,7593
NLA06608-0105,2,9/12/2007,Yes,NO,D,511135,ZOOC,2.2,2.2,1.7,,,1,7593
NLA06608-0105,2,9/12/2007,Yes,NO,D,511136,ZOOF,2.2,2.2,1.7,,,1,7593
NLA06608-0107,1,6/25/2007,Yes,YES,P,514705,ZOOC,4,4,3.5,,,1,7594
NLA06608-0107,1,6/25/2007,Yes,YES,P,514706,ZOOF,4,4,3.5,,,1,7594
NLA06608-0110,1,7/31/2007,Yes,YES,P,512555,ZOOC,12.4,12.4,12,,,1,7595
NLA06608-0110,1,7/31/2007,Yes,YES,P,512556,ZOOF,12.4,12.4,12,,,1,7595
NLA06608-0111,1,8/1/2007,Yes,YES,P,515015,ZOOC,12.8,12.8,12.3,,,1,7596
NLA06608-0111,1,8/1/2007,Yes,YES,P,515016,ZOOF,12.8,12.8,12.3,,,1,7596
NLA06608-0112,1,7/9/2007,Yes,YES,P,502265,ZOOC,9,9,8.5,IM,IM: TOW LENGTH EST. AS DEPTH -0.5 M,1,7597
NLA06608-0112,1,7/9/2007,Yes,YES,P,502266,ZOOF,9,9,8.5,IM,IM: TOW LENGTH EST. AS DEPTH -0.5 M,1,7597
NLA06608-0113,1,7/16/2007,Yes,YES,P,505575,ZOOC,13.1,13.1,12.6,,,1,7598
NLA06608-0113,1,7/16/2007,Yes,YES,P,505576,ZOOF,13.1,13.1,12.6,,,1,7598
NLA06608-0115,1,7/18/2007,Yes,YES,P,505175,ZOOC,17,17,16.5,,,1,7599
NLA06608-0115,1,7/18/2007,Yes,YES,P,505176,ZOOF,17,17,16.5,,,1,7599
NLA06608-0116,1,6/28/2007,Yes,YES,P,503346,ZOOC,25.8,25,26.5,,,1,7600
NLA06608-0116,1,6/28/2007,Yes,YES,P,503345,ZOOF,25.8,25,26.5,,,1,7600
NLA06608-0120,1,6/18/2007,Yes,YES,P,502566,ZOOC,20.6,20.6,20,,,1,7601
NLA06608-0120,1,6/18/2007,Yes,YES,P,502565,ZOOF,20.6,20.6,20,,,1,7601
NLA06608-0120,2,9/26/2007,Yes,NO,P,517005,ZOOC,16.3,16.2,15.5,,,1,7602
NLA06608-0120,2,9/26/2007,Yes,NO,P,517006,ZOOF,16.3,16.2,15.5,,,1,7602
NLA06608-0124,1,7/19/2007,Yes,YES,P,512185,ZOOC,1.1,1.1,0.6,IM,IM: TOW LENGTH MAY BE 1.2 (TWO TOWS?),1,7604
NLA06608-0124,1,7/19/2007,Yes,YES,P,512186,ZOOF,1.1,1.1,0.6,IM,IM: TOW LENGTH MAY BE 1.2 (TWO TOWS?),1,7604
NLA06608-0126,1,6/21/2007,Yes,YES,P,503456,ZOOC,2.5,2.2,2.5,,,1,7605
NLA06608-0126,1,6/21/2007,Yes,YES,P,503455,ZOOF,2.5,2.2,2.5,,,1,7605
NLA06608-0126,2,8/28/2007,Yes,NO,P,517365,ZOOC,2.3,2.3,1.8,,,1,7606
NLA06608-0126,2,8/28/2007,Yes,NO,P,517366,ZOOF,2.3,2.3,1.8,,,1,7606
NLA06608-0126,2,8/28/2007,Yes,NO,D,516505,ZOOC,2.3,2.3,1.8,,,1,7606
NLA06608-0126,2,8/28/2007,Yes,NO,D,516506,ZOOF,2.3,2.3,1.8,,,1,7606
NLA06608-0127,1,7/11/2007,Yes,YES,P,505605,ZOOC,5.2,5.2,3.95,,,1,7607
NLA06608-0127,1,7/11/2007,Yes,YES,P,505606,ZOOF,5.2,5.2,3.93,,,1,7607
NLA06608-0128,1,6/21/2007,Yes,YES,P,514105,ZOOC,2.2,2.2,1.7,,,1,7608
NLA06608-0128,1,6/21/2007,Yes,YES,P,514106,ZOOF,2.2,2.2,1.7,,,1,7608
NLA06608-0128,2,8/25/2007,Yes,NO,P,510175,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7609
NLA06608-0128,2,8/25/2007,Yes,NO,P,510176,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7609
NLA06608-0128,2,8/25/2007,Yes,NO,D,510205,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7609
NLA06608-0128,2,8/25/2007,Yes,NO,D,510206,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,7609
NLA06608-0129,1,7/21/2007,Yes,YES,P,507725,ZOOC,60.3,60.3,50,F1,DRIFTED FROM INDEX SITE AND DEPTH CHANGED.,1,7610
NLA06608-0129,1,7/21/2007,Yes,YES,P,507726,ZOOF,60.3,60.3,44.3,F1,DRIFTED FROM INDEX SITE AND DEPTH CHANGED.,1,7610
NLA06608-0129,1,7/21/2007,Yes,NO,D,506885,ZOOC,60.3,60.3,42,F1,DRIFTED FROM INDEX SITE AND DEPTH CHANGED.,1,7610
NLA06608-0129,1,7/21/2007,Yes,NO,D,506886,ZOOF,60.3,60.3,50,F1,DRIFTED FROM INDEX SITE AND DEPTH CHANGED.,1,7610
NLA06608-0129,2,9/16/2007,Yes,NO,P,509595,ZOOC,28.2,28.2,28,,,1,7611
NLA06608-0129,2,9/16/2007,Yes,NO,P,509596,ZOOF,28.2,28.2,28,,,1,7611
NLA06608-0129,2,9/16/2007,Yes,NO,D,516995,ZOOC,28.2,28.2,28,,,1,7611
NLA06608-0129,2,9/16/2007,Yes,NO,D,516996,ZOOF,28.2,28.2,28,,,1,7611
NLA06608-0130,1,8/13/2007,Yes,YES,P,511965,ZOOC,9.7,9.7,9.4,F1,"DID NOT PINCH CLAMP, AND HAD TO COLLECT SAMPLE ON SECOND TRY.",1,7612
NLA06608-0130,1,8/13/2007,Yes,YES,P,511966,ZOOF,9.7,9.7,9.2,,,1,7612
NLA06608-0132,1,8/28/2007,Yes,YES,P,511125,ZOOC,6,6,5.35,,,1,7613
NLA06608-0132,1,8/28/2007,Yes,YES,P,511126,ZOOF,6,6,5.35,,,1,7613
NLA06608-0134,1,7/24/2007,Yes,YES,P,508135,ZOOC,19.8,19.8,64,,,1,7614
NLA06608-0134,1,7/24/2007,Yes,YES,P,508136,ZOOF,19.8,19.8,64,,,1,7614
NLA06608-0137,1,9/17/2007,Yes,YES,P,508325,ZOOC,34.2,34.2,33,,,1,7615
NLA06608-0137,1,9/17/2007,Yes,YES,P,508326,ZOOF,34.2,34.2,33,,,1,7615
NLA06608-0139,1,7/11/2007,Yes,YES,P,504415,ZOOC,7.9,7.9,7.4,,,1,7616
NLA06608-0139,1,7/11/2007,Yes,YES,P,504416,ZOOF,7.9,7.9,7.4,,,1,7616
NLA06608-0140,1,6/20/2007,Yes,YES,P,514855,ZOOC,1.7,1.7,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7617
NLA06608-0140,1,6/20/2007,Yes,YES,P,514856,ZOOF,1.7,1.7,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,7617
NLA06608-0141,1,8/23/2007,Yes,YES,P,505345,ZOOC,1.6,1.6,2,F1,2-1M TOWS,1,7618
NLA06608-0141,1,8/23/2007,Yes,YES,P,505346,ZOOF,1.6,1.6,2,F1,2-1M TOWS,1,7618
NLA06608-0142,1,8/13/2007,Yes,YES,P,514845,ZOOC,16.8,16.8,16,,,1,7619
NLA06608-0142,1,8/13/2007,Yes,YES,P,514846,ZOOF,16.8,16.8,16,,,1,7619
NLA06608-0144,1,8/2/2007,Yes,YES,P,514655,ZOOC,12,12,11.5,,,1,7620
NLA06608-0144,1,8/2/2007,Yes,YES,P,514656,ZOOF,12,12,11.5,,,1,7620
NLA06608-0144,2,9/13/2007,Yes,NO,P,508945,ZOOC,12.3,12.3,11.8,,,1,7621
NLA06608-0144,2,9/13/2007,Yes,NO,P,508946,ZOOF,12.3,12.3,11.8,F1,SMALL AMOUNT OF LAKE WATER RINSE WENT INSIDE NET (ABOUT 5-10 ML),1,7621
NLA06608-0148,1,7/26/2007,Yes,YES,P,503896,ZOOC,7.3,7.3,6.5,,,1,7622
NLA06608-0148,1,7/26/2007,Yes,YES,P,503895,ZOOF,7.3,7.3,6.5,,,1,7622
NLA06608-0149,1,7/18/2007,Yes,YES,P,505655,ZOOC,10.4,10.4,9.5,,,1,7623
NLA06608-0149,1,7/18/2007,Yes,YES,P,505656,ZOOF,10.4,10.4,9.5,,,1,7623
NLA06608-0150,1,8/2/2007,Sample lost,YES,P,509935,ZOOC,18,18,17.5,,,1,7624
NLA06608-0150,1,8/2/2007,Sample lost,YES,P,509936,ZOOF,18,18,17.5,,,1,7624
NLA06608-0152,1,7/17/2007,Yes,YES,P,509195,ZOOC,8.7,8.7,8,,,1,7625
NLA06608-0152,1,7/17/2007,Yes,YES,P,509196,ZOOF,8.7,8.7,8,,,1,7625
NLA06608-0153,1,8/30/2007,Yes,YES,P,512105,ZOOC,3.8,3.8,2,,,1,7626
NLA06608-0153,1,8/30/2007,Yes,YES,P,512106,ZOOF,3.8,3.8,2,,,1,7626
NLA06608-0155,1,7/31/2007,Yes,YES,P,503866,ZOOC,8.1,8.1,8.1,,,1,7627
NLA06608-0155,1,7/31/2007,Yes,YES,P,503865,ZOOF,8.1,8.1,8.1,,,1,7627
NLA06608-0158,1,9/5/2007,Yes,YES,P,511695,ZOOC,8.5,8.5,8.2,,,1,7628
NLA06608-0158,1,9/5/2007,Yes,YES,P,511696,ZOOF,8.5,8.5,8.2,,,1,7628
NLA06608-0161,1,8/15/2007,Yes,YES,P,513685,ZOOC,3.8,3.8,3.3,,,1,7629
NLA06608-0161,1,8/15/2007,Yes,YES,P,513686,ZOOF,3.8,3.8,3.3,,,1,7629
NLA06608-0162,1,8/28/2007,Yes,YES,P,509555,ZOOC,2,,2,K,,,7630
NLA06608-0162,1,8/28/2007,Yes,YES,P,509556,ZOOF,2,,2,K,,,7630
NLA06608-0167,1,7/23/2007,Yes,YES,P,506745,ZOOC,1,1,1,F1,TWO 0.5M TOWS,1,7631
NLA06608-0167,1,7/23/2007,Yes,YES,P,506746,ZOOF,1,1,1,F1,TWO 0.5M TOWS,1,7631
NLA06608-0167,2,8/29/2007,Yes,NO,P,509815,ZOOC,1.1,1.1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,7632
NLA06608-0167,2,8/29/2007,Yes,NO,P,509816,ZOOF,1.1,1.1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,7632
NLA06608-0167,2,8/29/2007,Yes,NO,D,506155,ZOOC,1.1,1.1,0.5,F1,IM: TOW LENGTH MAY BE 1 (TWO TOWS?); REPLICATE,1,7632
NLA06608-0167,2,8/29/2007,Yes,NO,D,506156,ZOOF,1.1,1.1,0.5,F1,IM: TOW LENGTH MAY BE 1 (TWO TOWS?); REPLICATE,1,7632
NLA06608-0168,1,6/13/2007,Yes,YES,P,514295,ZOOC,4.1,4.1,3.8,,,1,7633
NLA06608-0168,1,6/13/2007,Yes,YES,P,514296,ZOOF,4.1,4.1,3.8,,,1,7633
NLA06608-0169,1,7/5/2007,Yes,YES,P,502375,ZOOC,11,10,10.5,,,1,7634
NLA06608-0169,1,7/5/2007,Yes,YES,P,502376,ZOOF,11,10,10.5,,,1,7634
NLA06608-0169,1,7/5/2007,Yes,NO,D,502345,ZOOC,11,10,10.5,,,1,7634
NLA06608-0169,1,7/5/2007,Yes,NO,D,502346,ZOOF,11,10,10.5,,,1,7634
NLA06608-0169,2,9/13/2007,Yes,NO,P,509856,ZOOC,5.6,5.6,5.1,,,1,7635
NLA06608-0169,2,9/13/2007,Yes,NO,P,509855,ZOOF,5.6,5.6,5.1,,,1,7635
NLA06608-0170,1,9/21/2007,Yes,YES,P,517445,ZOOC,3.4,3.4,3,,,1,7636
NLA06608-0170,1,9/21/2007,Yes,YES,P,517446,ZOOF,3.4,3.4,3,,,1,7636
NLA06608-0173,1,7/11/2007,Yes,YES,P,508075,ZOOC,2.8,2.8,2.8,,,1,7637
NLA06608-0173,1,7/11/2007,Yes,YES,P,508076,ZOOF,2.8,2.8,2.8,,,1,7637
NLA06608-0174,1,7/25/2007,Yes,YES,P,506285,ZOOC,13.7,13.7,12.5,,,1,7638
NLA06608-0174,1,7/25/2007,Yes,YES,P,506286,ZOOF,13.7,13.7,12.5,,,1,7638
NLA06608-0174,2,8/28/2007,Yes,NO,P,515375,ZOOC,13.5,13.5,12,IM1,THIS IS A VISIT 2 AND TEAM LISTED SAMPLE TYPE AS D (DUPLICATE) AND THE DUPLICATE AS R (REPLICATE). IM CHANGED TO P FOR PRIMARY. PER KELLY O'HARA,1,7639
NLA06608-0174,2,8/28/2007,Yes,NO,P,515376,ZOOF,13.5,13.5,12,IM1,THIS IS A VISIT 2 AND TEAM LISTED SAMPLE TYPE AS D (DUPLICATE) AND THE DUPLICATE AS R (REPLICATE). IM CHANGED TO P FOR PRIMARY. PER KELLY O'HARA,1,7639
