SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,MISSDATA_KM2_BSN,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,FLAG_LU_BASIN,COMMENT_LU_BASIN
NLA06608-0104,1,PROB_Lake,Target_Sampled,1.755339318,175.5339318,1.755339318,0,0.405,0,0.149,0.015,0,0,0,0,0.183,0,0,0,0,0.801,0,0,0,0,0.004,0.062,0,0,0,0,0.136,0,0,0,0,1.755,23.1,0,23.1,8.5,0.9,0,0,9.4,0,10.4,0,0,10.4,0,45.6,0,0.2,0.2,3.5,7.7,11.2,,
NLA06608-0105,1,PROB_Lake,Target_Sampled,6161.318267,616131.8267,6161.318267,0,20.234,0.029,76.837,31.766,11.701,0.397,89.291,0,197.125,2909.445,230.441,0,2451.463,39.367,0,0,0,75.355,20.881,6.98,0,0,0,0,0,0,0,0,0,6161.312,0.3,0,0.3,1.2,0.5,0.2,0,1.9,1.4,3.2,47.2,3.7,54.1,39.8,0.6,1.2,0.3,1.5,0.1,0,0.1,,
NLA06608-0107,1,PROB_Lake,Target_Sampled,0.60777181,60.77718103,0.60777181,0,0.131,0,0.026,0.009,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0.134,0.182,0.106,0,0,0,0,0,0,0,0,0,0.609,21.6,0,21.6,4.3,1.5,0,0,5.8,0,3.5,0,0,3.5,0,0,22,29.9,51.9,17.4,0,17.4,,
NLA06608-0110,1,PROB_Lake,Target_Sampled,16.90688704,1690.688704,16.90688704,0,2.191,0,0.513,0,0,0,0,0,8.852,0.868,0,0,0.115,0.531,0,0,0,2.661,0.293,0.068,0,0,0,0,0.813,0,0,0,0,16.905,13,0,13,3,0,0,0,3,0,52.4,5.1,0,57.5,0.7,3.1,15.7,1.7,17.4,0.4,4.8,5.2,,
NLA06608-0111,1,PROB_Lake,Target_Sampled,206.2054153,20620.54153,206.2054153,0,12.027,0,11.589,7.078,1.761,0.514,0.033,0,92.391,0.873,0.067,0,1.422,9.929,0,0,0,35.366,30.992,2.076,0,0,0,0,0.079,0,0,0,0,206.197,5.8,0,5.8,5.6,3.4,0.9,0.2,10.1,0,44.8,0.4,0,45.2,0.7,4.8,17.2,15,32.2,1,0,1,,
NLA06608-0112,1,PROB_Lake,Target_Sampled,65.28761127,6528.761127,65.28761127,0,2.888,0,4.245,0.3,0.033,0.009,0.004,0,8.377,0,0,0,0,0.103,0,0,0,7.119,42.187,0,0,0,0,0,0.022,0,0,0,0,65.287,4.4,0,4.4,6.5,0.5,0.1,0,7.1,0,12.8,0,0,12.8,0,0.2,10.9,64.6,75.5,0,0,0,,
NLA06608-0113,1,PROB_Lake,Target_Sampled,21.98941925,2198.941925,21.98941925,0,1.08,0,0.801,0.099,0.018,0,0,0,5.207,4.199,5.092,0,0.752,0.175,0,0,0,2.106,2.275,0.185,0,0,0,0,0.005,0,0,0,0,21.994,4.9,0,4.9,3.6,0.5,0.1,0,4.2,0,23.7,19.1,23.2,66,3.4,0.8,9.6,10.3,19.9,0.8,0,0.8,,
NLA06608-0115,1,PROB_Lake,Target_Sampled,0.186886143,18.68861429,0.186886143,0,0.061,0,0.014,0,0,0,0,0,0.046,0.063,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,32.6,0,32.6,7.5,0,0,0,7.5,0,24.6,33.7,2.7,61,0,0,0,0,0,0,0,0,,
NLA06608-0116,1,PROB_Lake,Target_Sampled,28584.74559,2858474.559,28584.74559,0,97.237,1.29,229.868,96.898,14.008,1.166,259.358,0,1391.097,10421.427,323.586,0,8582.54,5326.103,0,0,0,948.465,155.027,500.574,0,0,0,0,236.149,0,0,0,0,28584.793,0.3,0,0.3,0.8,0.3,0,0,1.1,0.9,4.9,36.5,1.1,42.5,30,18.6,3.3,0.5,3.8,1.8,0.8,2.6,,
NLA06608-0120,1,PROB_Lake,Target_Sampled,186248.8974,18624889.74,186248.8974,0.002,1516.982,24.108,5697.492,1273.644,368.024,126.605,783.068,0,3983.612,9755.495,194.536,0,10632.61,88088.804,0,0,0,2794.49,59299.501,1127.187,0,0,0,0,582.728,0,0,0,0,186248.888,0.8,0,0.8,3.1,0.7,0.2,0.1,4.1,0.4,2.1,5.2,0.1,7.4,5.7,47.3,1.5,31.8,33.3,0.6,0.3,0.9,,
NLA06608-0124,1,PROB_Lake,Target_Sampled,2.524872166,252.4872166,2.524872166,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,1.868,0,0,0,0,0,0.014,0,0,0,0,0.103,0,0,0,0,2.529,21.5,0,21.5,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0.6,4.1,4.7,,
NLA06608-0126,1,PROB_Lake,Target_Sampled,1.156124467,115.6124467,1.156124467,0,0.194,0,0.03,0,0,0,0,0,0.022,0,0,0,0,0.024,0,0,0,0,0.876,0,0,0,0,0,0.013,0,0,0,0,1.159,16.8,0,16.8,2.6,0,0,0,2.6,0,1.9,0,0,1.9,0,2.1,0,75.8,75.8,0,1.1,1.1,,
NLA06608-0127,1,PROB_Lake,Target_Sampled,22.69149827,2269.149827,22.69149827,0,0.266,0,0.27,0.186,0.017,0.007,0.022,0,0,0.102,0,0,18.198,3.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.683,1.2,0,1.2,1.2,0.8,0.1,0,2.1,0.1,0,0.4,0,0.4,80.2,15.9,0,0,0,0,0,0,,
NLA06608-0128,1,PROB_Lake,Target_Sampled,43.83681882,4383.681882,43.83681882,0,0.079,0,0.032,0,0,0,0.14,0,0,0,0,0,0.544,41.997,0,0,0,0.007,0.842,0.041,0,0,0,0,0.149,0,0,0,0,43.831,0.2,0,0.2,0.1,0,0,0,0.1,0.3,0,0,0,0,1.2,95.8,0,1.9,1.9,0.1,0.3,0.4,,
NLA06608-0129,1,PROB_Lake,Target_Sampled,86.04145348,8604.145348,86.04145348,0,11.324,0,0,0,0,0,0.006,0,0.011,54.039,0,0,20.381,0.137,0,0,0,0.006,0,0.089,0,0,0,0,0.051,0,0,0,0,86.044,13.2,0,13.2,0,0,0,0,0,0,0,62.8,0,62.8,23.7,0.2,0,0,0,0.1,0.1,0.2,,
NLA06608-0130,1,PROB_Lake,Target_Sampled,6.30044589,630.044589,6.30044589,0,0.126,0,0.023,0,0,0,0,0,0,0.59,0,0,5.509,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,6.296,2,0,2,0.4,0,0,0,0.4,0,0,9.4,0,9.4,87.4,0,0,0,0,0.8,0,0.8,,
NLA06608-0132,1,PROB_Lake,Target_Sampled,7.022659799,702.2659799,7.022659799,0,0.768,0,0.152,0.002,0,0,0.009,0,0,4.053,0,0,1.967,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.019,10.9,0,10.9,2.2,0,0,0,2.2,0.1,0,57.7,0,57.7,28,1,0,0,0,0,0,0,,
NLA06608-0134,1,PROB_Lake,Target_Sampled,2.959068286,295.9068286,2.959068286,0,1.001,0,0.314,0.03,0,0,0,0,1.301,0.1,0.159,0,0.005,0,0,0,0,0.035,0,0.014,0,0,0,0,0,0,0,0,0,2.959,33.8,0,33.8,10.6,1,0,0,11.6,0,44,3.4,5.4,52.8,0.2,0,1.2,0,1.2,0.5,0,0.5,,
NLA06608-0137,1,PROB_Lake,Target_Sampled,78.04667787,7804.667787,78.04667787,0,1.631,0.55,0.284,0.01,0,0,24.128,0,0.018,10.438,0,0,35.045,5.738,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,78.047,2.1,0.7,2.8,0.4,0,0,0,0.4,30.9,0,13.4,0,13.4,44.9,7.4,0,0,0,0,0.3,0.3,,
NLA06608-0139,1,PROB_Lake,Target_Sampled,84.20859888,8420.859888,84.20859888,0,1.122,0,4.205,0.676,0.05,0.009,0,0,9.031,0.146,0,0,0.363,0.436,0,0,0,4.453,62.286,0.257,0,0,0,0,1.175,0,0,0,0,84.209,1.3,0,1.3,5,0.8,0.1,0,5.9,0,10.7,0.2,0,10.9,0.4,0.5,5.3,74,79.3,0.3,1.4,1.7,,
NLA06608-0140,1,PROB_Lake,Target_Sampled,24.14758788,2414.758788,24.14758788,0,0.41,0,1.228,0.125,0,0,0,0,1.098,0,0.006,0,0.014,0.613,0,0,0,7.801,12.744,0.063,0,0,0,0,0.04,0,0,0,0,24.142,1.7,0,1.7,5.1,0.5,0,0,5.6,0,4.5,0,0,4.5,0.1,2.5,32.3,52.8,85.1,0.3,0.2,0.5,,
NLA06608-0141,1,PROB_Lake,Target_Sampled,24.37629557,2437.629557,24.37629557,0,0.541,0,0.354,0.187,0.085,0.012,0.158,0,3.103,0.021,0.005,0,0,0,0,0,0,4.069,14.264,1.338,0,0,0,0,0.24,0,0,0,0,24.377,2.2,0,2.2,1.5,0.8,0.3,0,2.6,0.6,12.7,0.1,0,12.8,0,0,16.7,58.5,75.2,5.5,1,6.5,,
NLA06608-0142,1,PROB_Lake,Target_Sampled,68.55855434,6855.855434,68.55855434,0,15.899,0,3.482,0.222,0.032,0.005,0,0,14.861,7.488,15.024,0,0.35,0.382,0,0,0,0.038,0,9.882,0,0,0,0,0.889,0,0,0,0,68.554,23.2,0,23.2,5.1,0.3,0,0,5.4,0,21.7,10.9,21.9,54.5,0.5,0.6,0.1,0,0.1,14.4,1.3,15.7,,
NLA06608-0144,1,PROB_Lake,Target_Sampled,623.4689363,62346.89363,623.4689363,0,5.628,0,8.943,0.009,0,0.013,0,0,5.486,3.162,0,0,80.315,274.673,0,0,0,2.513,242.7,0.023,0,0,0,0,0,0,0,0,0,623.465,0.9,0,0.9,1.4,0,0,0,1.4,0,0.9,0.5,0,1.4,12.9,44.1,0.4,38.9,39.3,0,0,0,,
NLA06608-0148,1,PROB_Lake,Target_Sampled,6.82085922,682.085922,6.82085922,0,0.597,0,0.271,0.018,0.001,0,0,0,4.865,0.086,0.041,0,0.036,0.072,0,0,0,0.374,0.456,0,0,0,0,0,0.004,0,0,0,0,6.821,8.8,0,8.8,4,0.3,0,0,4.3,0,71.3,1.3,0.6,73.2,0.5,1.1,5.5,6.7,12.2,0,0.1,0.1,,
NLA06608-0149,1,PROB_Lake,Target_Sampled,1.62254867,162.254867,1.62254867,0,0.156,0,0.129,0,0,0,0,0,0.585,0.083,0.125,0,0,0,0,0,0,0.378,0.12,0,0,0,0,0,0.045,0,0,0,0,1.621,9.6,0,9.6,8,0,0,0,8,0,36.1,5.1,7.7,48.9,0,0,23.3,7.4,30.7,0,2.8,2.8,,
NLA06608-0150,1,PROB_Lake,Target_Sampled,481.0805497,48108.05497,481.0805497,0,27.84,0,18.098,8.908,2.129,0.464,0.408,0,77.002,86.86,135.033,0,4.63,2.07,0,0,0,24.694,31.349,52.92,0,0,0,0,8.695,0,0,0,0,481.1,5.8,0,5.8,3.8,1.9,0.4,0.1,6.2,0.1,16,18.1,28.1,62.2,1,0.4,5.1,6.5,11.6,11,1.8,12.8,,
NLA06608-0152,1,PROB_Lake,Target_Sampled,97.16930823,9716.930823,97.16930823,0,6.4,0,2.707,0.186,0.086,0,0.11,0,25.408,0.007,0,0,0.028,53.738,0,0,0,2.501,6.007,0,0,0,0,0,0,0,0,0,0,97.178,6.6,0,6.6,2.8,0.2,0.1,0,3.1,0.1,26.1,0,0,26.1,0,55.3,2.6,6.2,8.8,0,0,0,,
NLA06608-0153,1,PROB_Lake,Target_Sampled,36.50105968,3650.105968,36.50105968,0,0.359,0,1.052,0.055,0.007,0,0.035,0,19.66,3.325,1.555,0,0.754,0.392,0,0,0,8.734,0.17,0.407,0,0,0,0,0,0,0,0,0,36.505,1,0,1,2.9,0.2,0,0,3.1,0.1,53.9,9.1,4.3,67.3,2.1,1.1,23.9,0.5,24.4,1.1,0,1.1,,
NLA06608-0155,1,PROB_Lake,Target_Sampled,99.24636623,9924.636623,99.24636623,0,5.691,0,12.702,20.831,5.904,0.999,0.138,0,13.4,0.046,0,0,0,9.551,0,0,0,4.651,24.888,0.195,0,0,0,0,0.265,0,0,0,0,99.261,5.7,0,5.7,12.8,21,5.9,1,40.7,0.1,13.5,0,0,13.5,0,9.6,4.7,25.1,29.8,0.2,0.3,0.5,,
NLA06608-0158,1,PROB_Lake,Target_Sampled,13.93053927,1393.053927,13.93053927,0,1.235,0,0.149,0.046,0,0,0,0,8.363,2.118,0.055,0,0,0.053,0,0,0,0,0,1.451,0,0,0,0,0.455,0,0,0,0,13.925,8.9,0,8.9,1.1,0.3,0,0,1.4,0,60,15.2,0.4,75.6,0,0.4,0,0,0,10.4,3.3,13.7,,
NLA06608-0161,1,PROB_Lake,Target_Sampled,168.6418248,16864.18248,168.6418248,0,14.884,0,25.157,19.671,12.613,1.418,0.121,0,0,16.142,0,0,3.796,2.44,0,0,0,15.045,1.125,49.552,0,0,0,0,6.664,0,0,0,0,168.628,8.8,0,8.8,14.9,11.7,7.5,0.8,34.9,0.1,0,9.6,0,9.6,2.3,1.4,8.9,0.7,9.6,29.4,4,33.4,,
NLA06608-0162,1,PROB_Lake,Target_Sampled,12.36371041,1236.371041,12.36371041,0,0.665,0,0.157,0.23,0.043,0,0,0,2.021,5.135,2.66,0,0.117,0.031,0,0,0,0.337,0.007,0.907,0,0,0,0,0.059,0,0,0,0,12.369,5.4,0,5.4,1.3,1.9,0.3,0,3.5,0,16.3,41.5,21.5,79.3,0.9,0.3,2.7,0.1,2.8,7.3,0.5,7.8,,
NLA06608-0167,1,PROB_Lake,Target_Sampled,2.451289811,245.1289811,2.451289811,0,0.735,0,0.03,0.077,0,0,0,0,0.115,0.016,0,0,0,0.021,0,0,0,0.354,0.984,0,0,0,0,0,0.116,0,0,0,0,2.448,30,0,30,1.2,3.1,0,0,4.3,0,4.7,0.7,0,5.4,0,0.9,14.4,40.1,54.5,0,4.7,4.7,,
NLA06608-0168,1,PROB_Lake,Target_Sampled,7.578212645,757.8212645,7.578212645,0,0.38,0,0.533,0.013,0,0,0,0,0.645,0,0.022,0,0,2.406,0,0,0,3.266,0.278,0.037,0,0,0,0,0,0,0,0,0,7.58,5,0,5,7,0.2,0,0,7.2,0,8.5,0,0.3,8.8,0,31.7,43.1,3.7,46.8,0.5,0,0.5,,
NLA06608-0169,1,PROB_Lake,Target_Sampled,200.439569,20043.9569,200.439569,0,0.581,0,1.209,0.785,0.167,0,0.367,0,28.754,68.799,18.265,0,77.035,3.832,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,200.426,0.3,0,0.3,0.6,0.4,0.1,0,1.1,0.2,14.3,34.3,9.1,57.7,38.4,1.9,0,0,0,0.3,0,0.3,,
NLA06608-0170,1,PROB_Lake,Target_Sampled,5.437270796,543.7270796,5.437270796,0,0.625,0,0.47,0.035,0,0,0,0,3.301,0.179,0.11,0,0.046,0.229,0,0,0,0.008,0.035,0.314,0,0,0,0,0.089,0,0,0,0,5.441,11.5,0,11.5,8.6,0.6,0,0,9.2,0,60.7,3.3,2,66,0.8,4.2,0.1,0.6,0.7,5.8,1.6,7.4,,
NLA06608-0173,1,PROB_Lake,Target_Sampled,5.217192161,521.7192161,5.217192161,0,0.302,0,0.035,0.284,0,0,0,0,0.001,0,0,0,0.269,0,0,0,0,1.461,2.795,0.042,0,0,0,0,0.03,0,0,0,0,5.219,5.8,0,5.8,0.7,5.4,0,0,6.1,0,0,0,0,0,5.2,0,28,53.6,81.6,0.8,0.6,1.4,,
NLA06608-0174,1,PROB_Lake,Target_Sampled,2.769473992,276.9473992,2.769473992,0,0.767,0,0.392,0.024,0.014,0,0.005,0,0.23,0.015,0.009,0,0,0.212,0,0,0,0.396,0.578,0,0,0,0,0,0.129,0,0,0,0,2.771,27.7,0,27.7,14.2,0.9,0.5,0,15.6,0.2,8.3,0.5,0.3,9.1,0,7.7,14.3,20.9,35.2,0,4.7,4.7,,
NLA06608-0175,1,PROB_Lake,Target_Sampled,22.85294943,2285.294943,22.85294943,0,0.815,0,3.803,0.968,0.011,0,0,0,0.966,0,0.311,0,0,0.068,0,0,0,0.446,15.461,0,0,0,0,0,0,0,0,0,0,22.849,3.6,0,3.6,16.6,4.2,0,0,20.8,0,4.2,0,1.4,5.6,0,0.3,2,67.7,69.7,0,0,0,,
NLA06608-0176,1,PROB_Lake,Target_Sampled,131.7394949,13173.94949,131.7394949,0,0.577,0,8.142,0.515,0.032,0,0.021,0,0.162,0.043,0.13,0,0,0,0,0,0,0,115.953,6.102,0,0,0,0,0.077,0,0,0,0,131.754,0.4,0,0.4,6.2,0.4,0,0,6.6,0,0.1,0,0.1,0.2,0,0,0,88,88,4.6,0.1,4.7,,
NLA06608-0177,1,PROB_Lake,Target_Sampled,1.747456371,174.7456371,1.747456371,0,0.429,0,0,0,0,0,0,0,0.961,0.077,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,24.5,0,24.5,0,0,0,0,0,0,55,4.4,16.2,75.6,0,0,0,0,0,0,0,0,,
NLA06608-0179,1,PROB_Lake,Target_Sampled,46.21800441,4621.800441,46.21800441,0,0.759,0,0.954,0.166,0,0,0.014,0,0.01,0,0,0,0.005,20.575,0,0,0,0,23.097,0.33,0,0,0,0,0.311,0,0,0,0,46.221,1.6,0,1.6,2.1,0.4,0,0,2.5,0,0,0,0,0,0,44.5,0,50,50,0.7,0.7,1.4,,
NLA06608-0180,1,PROB_Lake,Target_Sampled,148.4574939,14845.74939,148.4574939,0,4.367,0,7.772,0.436,0.043,0,0.071,0,0.563,0,0,0,39.55,78.744,0,0,0,0,16.893,0,0,0,0,0,0,0,0,0,0,148.439,2.9,0,2.9,5.2,0.3,0,0,5.5,0,0.4,0,0,0.4,26.6,53,0,11.4,11.4,0,0,0,,
NLA06608-0181,1,PROB_Lake,Target_Sampled,6.922763768,692.2763768,6.922763768,0,1.175,0,0.07,0.101,0.004,0,0.005,0,0,2.237,0,0,3.325,0.003,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,6.922,17,0,17,1,1.5,0.1,0,2.6,0.1,0,32.3,0,32.3,48,0,0,0,0,0,0,0,,
NLA06608-0183,1,PROB_Lake,Target_Sampled,282.2211557,28222.11557,282.2211557,0,25.717,0,13.37,2.393,0.527,0.169,0,0,84.992,6.116,0.91,0,0.38,5.564,0,0,0,83.807,47.563,2.704,0,0,0,0,8.017,0,0,0,0,282.229,9.1,0,9.1,4.7,0.8,0.2,0.1,5.8,0,30.1,2.2,0.3,32.6,0.1,2,29.7,16.9,46.6,1,2.8,3.8,,
NLA06608-0184,1,PROB_Lake,Target_Sampled,7.0104737,701.04737,7.0104737,0,0.234,0,0.331,1.34,0.466,0.003,0.005,0,0.126,0,0,0,0,0,0,0,0,2.105,2.366,0.033,0,0,0,0,0,0,0,0,0,7.009,3.3,0,3.3,4.7,19.1,6.6,0,30.4,0.1,1.8,0,0,1.8,0,0,30,33.7,63.7,0.5,0,0.5,,
NLA06608-0185,1,PROB_Lake,Target_Sampled,50.07087425,5007.087425,50.07087425,0,3.178,0,11.486,1.539,1.146,0.323,0.045,0,18.899,1.349,0.214,0,0.123,0.083,0,0,0,0.096,0.045,11.256,0,0,0,0,0.273,0,0,0,0,50.055,6.3,0,6.3,22.9,3.1,2.3,0.6,28.9,0.1,37.7,2.7,0.4,40.8,0.2,0.2,0.2,0.1,0.3,22.5,0.5,23,,
NLA06608-0189,1,PROB_Lake,Target_Sampled,74.34492021,7434.492021,74.34492021,0,0.196,0,4.776,0.572,0.412,0.105,0.015,0,44.832,0.064,0.005,0,0.005,0.846,0,0,0,19.781,2.75,0,0,0,0,0,0,0,0,0,0,74.359,0.3,0,0.3,6.4,0.8,0.6,0.1,7.9,0,60.3,0.1,0,60.4,0,1.1,26.6,3.7,30.3,0,0,0,,
NLA06608-0190,1,PROB_Lake,Target_Sampled,1.704261913,170.4261913,1.704261913,0,0.375,0,0.01,0,0,0,0,0,1.113,0.187,0.005,0,0,0.012,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,1.707,22,0,22,0.6,0,0,0,0.6,0,65.3,11,0.3,76.6,0,0.7,0,0,0,0.3,0,0.3,,
NLA06608-0191,1,PROB_Lake,Target_Sampled,235.3584863,23535.84863,235.3584863,0,5.361,0,4.874,0.101,0,0,0.162,0,219.217,1.292,1.665,0,1.361,0.274,0,0,0,0.801,0.041,0.212,0,0,0,0,0,0,0,0,0,235.361,2.3,0,2.3,2.1,0,0,0,2.1,0.1,93.1,0.5,0.7,94.3,0.6,0.1,0.3,0,0.3,0.1,0,0.1,,
NLA06608-0193,1,PROB_Lake,Target_Sampled,3009.15748,300915.748,3009.15748,1026.09,41.193,53.334,1.925,4.663,1.286,0.077,208.382,0,5.405,1248.312,2.869,0,249.061,159.8,0,0,0,0.078,0,5.46,0,0,0,0,1.221,0,0,0,0,3009.156,1.4,1.8,3.2,0.1,0.2,0,0,0.3,6.9,0.2,41.5,0.1,41.8,8.3,5.3,0,0,0,0.2,0,0.2,,
NLA06608-0195,1,PROB_Lake,Target_Sampled,0.870105124,87.01051242,0.870105124,0,0.103,0,0.041,0.023,0.015,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0.568,0,0,0,0,0,0.067,0,0,0,0,0.872,11.8,0,11.8,4.7,2.6,1.7,0,9,0,0,0,0,0,0,6.3,0,65.3,65.3,0,7.7,7.7,,
NLA06608-0196,1,PROB_Lake,Target_Sampled,8.366567048,836.6567048,8.366567048,0,0.519,0,0.375,0.051,0,0,0,0,0.508,0,0,0,0,0.023,0,0,0,0.839,6.055,0,0,0,0,0,0,0,0,0,0,8.37,6.2,0,6.2,4.5,0.6,0,0,5.1,0,6.1,0,0,6.1,0,0.3,10,72.4,82.4,0,0,0,,
NLA06608-0198,1,PROB_Lake,Target_Sampled,22.4172634,2241.72634,22.4172634,0,5.678,0,1.969,2.73,0.816,0.045,0.011,0,4.359,4.257,0.54,0,0.35,0.185,0,0,0,0.114,0.313,1.022,0,0,0,0,0.023,0,0,0,0,22.412,25.3,0,25.3,8.8,12.2,3.6,0.2,24.8,0,19.4,19,2.4,40.8,1.6,0.8,0.5,1.4,1.9,4.6,0.1,4.7,,
NLA06608-0201,1,PROB_Lake,Target_Sampled,122.3176,12231.76,122.3176,0,4.192,0,0,0,0,0,0.494,0,0.082,83.354,0.113,0,33.672,0.389,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,122.329,3.4,0,3.4,0,0,0,0,0,0.4,0.1,68.1,0.1,68.3,27.5,0.3,0,0,0,0,0,0,,
NLA06608-0203,1,PROB_Lake,Target_Sampled,362.5791725,36257.91725,362.5791725,0,2.384,0,15.209,3.983,0.815,0.153,1.247,0,82.657,97.267,46.31,0,32.846,27.016,0,0,0,42.77,4.684,5.228,0,0,0,0,0.024,0,0,0,0,362.593,0.7,0,0.7,4.2,1.1,0.2,0,5.5,0.3,22.8,26.8,12.8,62.4,9.1,7.5,11.8,1.3,13.1,1.4,0,1.4,,
NLA06608-0204,1,PROB_Lake,Target_Sampled,32.85654382,3285.654382,32.85654382,0,0.312,0,1.744,0.704,0.027,0.005,0.023,0,0,0,0.499,0,4.199,6.449,0,0,0,0,18.871,0.022,0,0,0,0,0,0,0,0,0,32.855,0.9,0,0.9,5.3,2.1,0.1,0,7.5,0.1,0,0,1.5,1.5,12.8,19.6,0,57.4,57.4,0.1,0,0.1,,
NLA06608-0207,1,PROB_Lake,Target_Sampled,0.513357765,51.33577647,0.513357765,0,0.071,0,0.025,0.09,0,0,0,0,0.049,0.135,0,0,0.007,0.034,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.511,13.8,0,13.8,4.9,17.5,0,0,22.4,0,9.5,26.3,0,35.8,1.4,6.6,19.5,0,19.5,0,0,0,,
NLA06608-0208,1,PROB_Lake,Target_Sampled,1.258051753,125.8051753,1.258051753,0,0.941,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0.113,0,0,0,0,0,0,0,0,0,1.26,74.8,0,74.8,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,14.2,14.2,9,0,9,,
NLA06608-0209,1,PROB_Lake,Target_Sampled,257.8505715,25785.05715,257.8505715,0,19.814,0,25.729,41.279,12.862,2.075,1.912,0,15.575,43.466,75.659,0,4.291,2.619,0,0,0,5.568,0,5.809,0,0,0,0,1.19,0,0,0,0,257.848,7.7,0,7.7,10,16,5,0.8,31.8,0.7,6,16.9,29.3,52.2,1.7,1,2.2,0,2.2,2.3,0.5,2.8,,
NLA06608-0211,1,PROB_Lake,Target_Sampled,9.724802597,972.4802597,9.724802597,0,1.022,0,0.328,0.016,0,0,0.027,0,2.378,0.193,0,0,0.028,0.26,0,0,0,1.883,2.612,0.03,0,0,0,0,0.954,0,0,0,0,9.731,10.5,0,10.5,3.4,0.2,0,0,3.6,0.3,24.5,2,0,26.5,0.3,2.7,19.4,26.9,46.3,0.3,9.8,10.1,,
NLA06608-0212,1,PROB_Lake,Target_Sampled,1119.799721,111979.9721,1119.799721,0,48.666,0,22.211,1.24,0.635,0.095,1.234,0,890.237,22.621,1.181,0,9.303,33.76,0,0,0,47.9,40.63,0,0,0,0,0,0.12,0,0,0,0,1119.833,4.3,0,4.3,2,0.1,0.1,0,2.2,0.1,79.5,2,0.1,81.6,0.8,3,4.3,3.6,7.9,0,0,0,,
NLA06608-0215,1,PROB_Lake,Target_Sampled,320.8448067,32084.48067,320.8448067,0,22.606,0,12.721,4.615,0.48,0.27,0.35,0,43.612,1.763,0.16,0,3.584,17.889,0,0,0,40.784,145.472,2.184,0,0,0,0,24.349,0,0,0,0,320.839,7,0,7,4,1.4,0.1,0.1,5.6,0.1,13.6,0.5,0,14.1,1.1,5.6,12.7,45.3,58,0.7,7.6,8.3,,
NLA06608-0216,1,PROB_Lake,Target_Sampled,18.2019,1820.19,18.2019,0,0.276,0,0.564,0.01,0,0,0,0,0.306,0,0,0,0,2.16,0,0,0,0.255,14.621,0.017,0,0,0,0,0,0,0,0,0,18.209,1.5,0,1.5,3.1,0.1,0,0,3.2,0,1.7,0,0,1.7,0,11.9,1.4,80.3,81.7,0.1,0,0.1,,
