SITE_ID,YEAR,VISIT_NO,DATE_PROFILE,SAMPLED_PROFILE,DEPTH,METALIMNION,TEMP_FIELD,DO_FIELD,PH_FIELD,COND_FIELD,FLAG_PROFILE,COMMENT_PROFILE
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",15,,9.3,11.4,7,370,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",16,,8.8,11.6,7,370,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",17,,8.1,11.6,6.9,371,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",18,,7.9,11.6,6.8,370,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",19,,7.7,11.4,6.8,370,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",20,,7.2,11.6,6.7,371,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",22,,6.4,11.4,6.6,371,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",24,,6.1,11.4,6.6,370,,
NLA06608-0021,2007,1,7/27/2007,"YES, PARTIAL PROFILE",26,,5.6,11.2,6.6,371,F1,"F1=END OF CABLE REACHED, SITE DEPTH=53 m"
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",0,,23.5,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",1,,23.5,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",2,,23.5,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",3,,23.5,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",4,,23,8.4,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",5,,22.9,8.3,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",6,,22.6,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",7,,22.5,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",8,,22.2,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",9,,22.1,8.2,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",10,,22,8.1,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",11,,21.9,7.9,7.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",12,,21.7,7.8,7.8,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",13,,21.4,7.6,7.8,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",14,,20.3,8,7.8,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",15,,16.1,9.5,7.6,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",16,,12.4,10.6,7.4,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",17,,10.2,10.7,7.2,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",18,,9.1,10.9,7.2,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",19,,7.9,10.9,7.1,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",20,,7.4,10.6,7,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",22,,6.2,10.5,6.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",24,,5.7,10.5,6.9,,K,
NLA06608-0021,2007,2,8/30/2007,"YES, PARTIAL PROFILE",26,,5.5,9.7,6.8,,"K,F1","CONDUCTIVITY DATA NOT COLLECTED OR INVALID. F1=END OF CABLE REACHED, SITE DEPTH=46.3 m"
NLA06608-0023,2007,1,8/9/2007,YES,0,,29.4,7.8,8.2,168,,
NLA06608-0023,2007,1,8/9/2007,YES,1,,29.3,7.8,8.2,168,,
NLA06608-0023,2007,1,8/9/2007,YES,2,,29,7.7,8.2,168,,
NLA06608-0023,2007,1,8/9/2007,YES,2.5,,28.9,7.5,8.2,168,,
NLA06608-0023,2007,2,9/19/2007,YES,0,,27.6,8.3,8.3,182,,
NLA06608-0023,2007,2,9/19/2007,YES,0.5,,27.6,8.2,8.3,182,,
NLA06608-0023,2007,2,9/19/2007,YES,1,,27.6,8.1,8.3,182,,
NLA06608-0023,2007,2,9/19/2007,YES,1.5,,27.6,8.1,8.7,182,,
NLA06608-0023,2007,2,9/19/2007,YES,2,,27.6,8.1,8.3,182,,
NLA06608-0023,2007,2,9/19/2007,YES,2.4,,27.5,8,8.3,182,,
NLA06608-0024,2007,1,7/11/2007,YES,0,,27.8,7.1,7.1,176.2,,
NLA06608-0024,2007,1,7/11/2007,YES,1,,27.7,7.1,7.2,176.4,,
NLA06608-0024,2007,1,7/11/2007,YES,2,,27.6,6.8,7.1,176.7,,
NLA06608-0024,2007,1,7/11/2007,YES,3,,27.6,6.5,7,176.6,,
NLA06608-0024,2007,1,7/11/2007,YES,4,,27.5,6,6.9,172.9,,
NLA06608-0024,2007,1,7/11/2007,YES,5,T,27.3,4.8,6.7,169.7,,
NLA06608-0024,2007,1,7/11/2007,YES,6,,26.3,1.6,6.4,159.1,,
NLA06608-0024,2007,1,7/11/2007,YES,7,,26.2,1.1,6.3,160.5,,
NLA06608-0024,2007,1,7/11/2007,YES,8,,26.1,0.8,6.3,162.6,,
NLA06608-0024,2007,1,7/11/2007,YES,9,,25.8,0.1,6.3,165.8,,
NLA06608-0024,2007,1,7/11/2007,YES,10,,25.7,0.1,6.3,165.7,,
NLA06608-0024,2007,1,7/11/2007,YES,11,B,24.7,0.1,6.4,191.6,,
NLA06608-0024,2007,1,7/11/2007,YES,12,,21.7,0.1,6.9,259.7,,
NLA06608-0024,2007,1,7/11/2007,YES,12.4,,21,0.1,7.1,270.6,,
NLA06608-0024,2007,2,8/14/2007,YES,0,,32.8,8.6,8.8,135.9,,
NLA06608-0024,2007,2,8/14/2007,YES,1,,32.7,8.4,8.8,135.7,,
NLA06608-0024,2007,2,8/14/2007,YES,2,,32.3,7.3,8.4,133.7,,
NLA06608-0024,2007,2,8/14/2007,YES,3,,31.9,6.3,7.9,133.2,,
NLA06608-0024,2007,2,8/14/2007,YES,4,,30.9,3.4,7.2,133.8,,
NLA06608-0024,2007,2,8/14/2007,YES,5,,29.6,2.2,6.9,133.4,,
NLA06608-0024,2007,2,8/14/2007,YES,6,,28.9,0.1,6.6,134,,
NLA06608-0024,2007,2,8/14/2007,YES,7,,27.8,0.1,6.6,150.5,,
NLA06608-0024,2007,2,8/14/2007,YES,8,T,26.4,0.1,6.6,161.5,,
NLA06608-0024,2007,2,8/14/2007,YES,9,,24.8,0.1,6.6,186.1,,
NLA06608-0024,2007,2,8/14/2007,YES,10,B,24.5,0.1,6.6,191.1,,
NLA06608-0025,2007,1,6/18/2007,YES,0,,28.7,,7.6,87.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,1,,26.8,,7.5,82.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,2,T,26.1,,7.5,81.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,3,,25,,6.9,81.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,4,,18.8,,6.8,63.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,5,,14.6,,6.6,60,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,6,,12.5,,6.6,62.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,7,B,11.6,,6.9,95.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,1,6/18/2007,YES,7.5,,11.2,,7,98.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,2,7/18/2007,YES,0,,27.5,,7.7,94.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,2,7/18/2007,YES,1,,27.7,,7.6,95.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,2,7/18/2007,YES,2,T,27.7,,7.6,95.2,,
NLA06608-0025,2007,2,7/18/2007,YES,3,,27,,7.3,94.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,2,7/18/2007,YES,4,,23.2,,6.7,81,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0025,2007,2,7/18/2007,YES,5,B,16.3,,6.6,78.4,,
NLA06608-0025,2007,2,7/18/2007,YES,5.7,,14.8,,6.5,85.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0029,2007,1,7/2/2007,YES,0,,24.7,8.2,7.7,158,,
NLA06608-0029,2007,1,7/2/2007,YES,0.5,,24.7,8.5,7.7,157,,
NLA06608-0029,2007,1,7/2/2007,YES,1,,24.6,8.3,7.7,156,,
NLA06608-0029,2007,1,7/2/2007,YES,1.5,,24.5,8.1,7.6,156,,
NLA06608-0029,2007,2,9/11/2007,YES,0,,27.5,10.1,9.5,148,,
NLA06608-0029,2007,2,9/11/2007,YES,0.5,,27.4,9.9,9.5,148,,
NLA06608-0031,2007,1,6/13/2007,YES,0,,25.3,8.4,7.7,302,,
NLA06608-0031,2007,1,6/13/2007,YES,1,T,24.5,8.6,7.6,296.7,,
NLA06608-0031,2007,1,6/13/2007,YES,2,,22.8,4.9,7.2,380.6,,
NLA06608-0031,2007,1,6/13/2007,YES,3,,18.4,2.2,6.7,256.4,,
NLA06608-0031,2007,1,6/13/2007,YES,4,B,11.7,1,6.6,212.2,,
NLA06608-0031,2007,1,6/13/2007,YES,4.5,,11,0.5,6.5,207.6,,
NLA06608-0031,2007,2,9/5/2007,YES,0,,26.4,5.3,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0031,2007,2,9/5/2007,YES,1,,25.4,5.1,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0031,2007,2,9/5/2007,YES,2,,25.2,4.7,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0031,2007,2,9/5/2007,YES,3,,24,1.7,7.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0031,2007,2,9/5/2007,YES,4,T,21.1,0.2,6.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0031,2007,2,9/5/2007,YES,4.3,B,17.5,0.1,6.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0033,2007,1,7/17/2007,YES,0,T,21.5,1.8,6.7,101.3,,
NLA06608-0033,2007,1,7/17/2007,YES,0.5,,20.4,0.3,6.6,101.3,,
NLA06608-0033,2007,1,7/17/2007,YES,0.9,,19.4,0.2,6.5,127.3,,
NLA06608-0033,2007,2,8/28/2007,YES,0,T,15.7,2,6.8,94.9,,
NLA06608-0033,2007,2,8/28/2007,YES,0.5,B,14.3,2.3,6.8,94,,
NLA06608-0033,2007,2,8/28/2007,YES,1,,14,1.7,6.8,93.5,,
NLA06608-0033,2007,2,8/28/2007,YES,1.3,,13.9,1.5,6.7,96.5,,
NLA06608-0036,2007,1,7/12/2007,YES,0,,30.5,8.3,8.2,136,,
NLA06608-0036,2007,1,7/12/2007,YES,1,,30,8.4,8.3,136,,
NLA06608-0036,2007,1,7/12/2007,YES,2,T,29.6,8.3,8.3,135,,
NLA06608-0036,2007,1,7/12/2007,YES,3,,27.7,4.4,7.6,154,,
NLA06608-0036,2007,1,7/12/2007,YES,4,,23.4,1.3,7.1,165,,
NLA06608-0036,2007,1,7/12/2007,YES,4.5,,20.1,0.4,7.8,196,,
NLA06608-0036,2007,2,7/16/2007,YES,0,,31,8.2,8.1,133,,
NLA06608-0036,2007,2,7/16/2007,YES,1,,30.2,8.4,8.1,133,,
NLA06608-0036,2007,2,7/16/2007,YES,2,T,29.9,7.8,8.2,134,,
NLA06608-0036,2007,2,7/16/2007,YES,3,,28.7,4.1,7.8,151,,
NLA06608-0036,2007,2,7/16/2007,YES,4,,24.3,1.6,7.3,166,,
NLA06608-0036,2007,2,7/16/2007,YES,4.5,,20.9,0.8,7.3,193,,
NLA06608-0037,2007,1,7/13/2007,YES,0,,25.4,8.8,9.1,104,,
NLA06608-0037,2007,1,7/13/2007,YES,1,,25.3,9,9.1,104,,
NLA06608-0037,2007,1,7/13/2007,YES,2,,25.3,9.1,9.1,104,,
NLA06608-0037,2007,1,7/13/2007,YES,3,,25.1,9.3,9.1,104,,
NLA06608-0037,2007,1,7/13/2007,YES,4,T,24.7,9.3,9.1,103,,
NLA06608-0037,2007,1,7/13/2007,YES,5,,19.8,4.8,7,101,,
NLA06608-0037,2007,1,7/13/2007,YES,6,,14.8,0.9,6.6,103,,
NLA06608-0037,2007,1,7/13/2007,YES,7,B,13.7,0.4,6.6,105,,
NLA06608-0037,2007,1,7/13/2007,YES,8,,12.3,0.3,6.6,108,,
NLA06608-0037,2007,1,7/13/2007,YES,9,,11.9,0.3,6.7,110,,
NLA06608-0037,2007,1,7/13/2007,YES,10,,10.7,0.3,6.7,117,,
NLA06608-0037,2007,1,7/13/2007,YES,11,,9.8,0.3,6.9,134,,
NLA06608-0037,2007,1,7/13/2007,YES,12,,9.2,0.3,7.1,158,,
NLA06608-0037,2007,1,7/13/2007,YES,13,,9.1,0.3,7.3,191,,
NLA06608-0037,2007,2,9/5/2007,YES,0,,23.5,8.82,8.64,103.5,,
NLA06608-0037,2007,2,9/5/2007,YES,1,,23.4,8.92,8.66,103.2,,
NLA06608-0037,2007,2,9/5/2007,YES,2,,23.3,9.22,8.67,103,,
NLA06608-0037,2007,2,9/5/2007,YES,3,,23.3,9.17,8.66,104,,
NLA06608-0037,2007,2,9/5/2007,YES,4,,23.2,9.1,8.58,102.8,,
NLA06608-0037,2007,2,9/5/2007,YES,5,T,21.6,5.23,7.58,97.1,,
NLA06608-0037,2007,2,9/5/2007,YES,6,,20.3,1.2,7.05,95.9,,
NLA06608-0037,2007,2,9/5/2007,YES,7,,18,0.33,6.85,97.3,,
NLA06608-0037,2007,2,9/5/2007,YES,8,,16,0.25,6.8,102.7,,
NLA06608-0037,2007,2,9/5/2007,YES,9,,14,0.21,6.82,109.9,,
NLA06608-0037,2007,2,9/5/2007,YES,10,,13.5,0.15,6.84,108.3,,
NLA06608-0037,2007,2,9/5/2007,YES,11,,11.8,0.15,6.93,123.5,,
NLA06608-0037,2007,2,9/5/2007,YES,12,,10.8,0.13,7.06,161.6,,
NLA06608-0038,2007,1,7/12/2007,YES,0.2,,20.3,8.6,7.6,59.2,,
NLA06608-0038,2007,1,7/12/2007,YES,1,,20.3,8.6,7.6,59.6,,
NLA06608-0038,2007,1,7/12/2007,YES,2,,20.2,8.6,7.6,59.3,,
NLA06608-0038,2007,1,7/12/2007,YES,3,,19.9,8.6,7.6,59.5,,
NLA06608-0038,2007,1,7/12/2007,YES,4,,19.5,8.6,7.6,58.7,,
NLA06608-0038,2007,1,7/12/2007,YES,5,,18.9,8.5,7.5,59,,
NLA06608-0038,2007,1,7/12/2007,YES,6,,17.3,8.2,7.4,60.1,,
NLA06608-0038,2007,1,7/12/2007,YES,7,,15.8,8.1,7.3,60,,
NLA06608-0038,2007,1,7/12/2007,YES,8,,12.4,7.5,7.2,59.6,,
NLA06608-0038,2007,1,7/12/2007,YES,9,,10.8,6.6,7,59.3,,
NLA06608-0038,2007,1,7/12/2007,YES,10,,9.3,6.1,6.8,60.3,,
NLA06608-0038,2007,1,7/12/2007,YES,11,,8.5,6.2,6.8,60.6,,
NLA06608-0038,2007,2,8/27/2007,YES,1,,20.6,8.3,7.2,58.2,,
NLA06608-0038,2007,2,8/27/2007,YES,2,,20.4,8.3,7.4,58.5,,
NLA06608-0038,2007,2,8/27/2007,YES,3,,20.4,8.2,7.4,58.2,,
NLA06608-0038,2007,2,8/27/2007,YES,4,,20.3,8.2,7.4,58.4,,
NLA06608-0038,2007,2,8/27/2007,YES,5,,19.6,8.2,7.4,58.5,,
NLA06608-0038,2007,2,8/27/2007,YES,6,,19.2,7.7,7.1,58.8,,
NLA06608-0038,2007,2,8/27/2007,YES,7,,18.1,6.9,7.1,59.4,,
NLA06608-0038,2007,2,8/27/2007,YES,8,,15.2,4.2,6.7,62,,
NLA06608-0038,2007,2,8/27/2007,YES,9,,12.6,3.3,6.5,62.3,,
NLA06608-0038,2007,2,8/27/2007,YES,10,,11.1,2.7,6.7,62.4,,
NLA06608-0038,2007,2,8/27/2007,YES,11,,9.9,2.5,6.3,62.1,,
NLA06608-0038,2007,2,8/27/2007,YES,12,,9.2,2.1,6.4,63,,
NLA06608-0038,2007,2,8/27/2007,YES,13,,8.8,1,6.1,65.5,,
NLA06608-0038,2007,2,8/27/2007,YES,13.5,,8.6,0.3,5.9,67.1,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",0,,24.86,11.78,7.07,83.7,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",1,,24.8,11.71,7.42,83.6,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",2,,24.72,11.6,7.46,83.5,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",3,,24.64,11.53,7.48,84.3,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",4,T,24.39,11.52,7.5,84.8,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",5,,23.79,12.23,7.76,84.7,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",6,,22.99,12.58,7.9,84.1,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",7,,21.52,13.15,8.07,82.2,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",8,,20.38,12.65,7.67,82.6,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",9,,19.66,12.31,7.54,79.4,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",10,,19.09,13.14,7.72,83.5,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",11,,18.25,13.34,7.82,75.8,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",12,,17.49,13.96,8.03,65.9,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",13,,16.65,13.65,7.84,61.2,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",14,,15.88,13.34,7.61,60,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",15,,15.47,12.95,7.5,60.1,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",16,,14.91,12.7,7.45,59.1,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",17,B,14.53,12.73,7.4,57.7,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",18,,14.87,12.78,7.35,56.7,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",19,,13.78,12.71,7.33,55,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",20,,13.37,12.84,7.3,53.6,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",22,,12.56,12.91,7.27,53,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",24,,11.63,13.24,7.28,52.2,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",26,,10.83,13.37,7.28,51.6,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",28,,10.19,13.67,7.25,50.6,,
NLA06608-0041,2007,1,6/12/2007,"YES, PARTIAL PROFILE",30,,9.75,13.68,7.25,49.8,F1,"END OF CABLE REACHED, SITE DEPTH=43 m"
NLA06608-0041,2007,2,7/11/2007,YES,0,,26.65,6.56,7.25,89.1,,
NLA06608-0041,2007,2,7/11/2007,YES,1,,26.65,6.71,7.33,89.1,,
NLA06608-0041,2007,2,7/11/2007,YES,2,,26.65,5.93,7.33,88.1,,
NLA06608-0041,2007,2,7/11/2007,YES,3,,26.64,5.63,7.33,89.1,,
NLA06608-0041,2007,2,7/11/2007,YES,4,,26.62,5.56,7.32,89.1,,
NLA06608-0041,2007,2,7/11/2007,YES,5,,26.09,5.78,7.46,90.1,,
NLA06608-0041,2007,2,7/11/2007,YES,6,,25.9,5.76,7.5,90.8,,
NLA06608-0041,2007,2,7/11/2007,YES,7,,25.61,5.68,7.45,93.2,,
NLA06608-0041,2007,2,7/11/2007,YES,8,T,24.51,5.42,7.3,100.9,,
NLA06608-0041,2007,2,7/11/2007,YES,9,B,23.8,5.33,7.19,98.3,,
NLA06608-0041,2007,2,7/11/2007,YES,10,,23.01,5.32,7.05,87,,
NLA06608-0041,2007,2,7/11/2007,YES,11,,22.07,5.28,6.82,79.5,,
NLA06608-0041,2007,2,7/11/2007,YES,12,,21.51,5.15,6.75,73.9,,
NLA06608-0041,2007,2,7/11/2007,YES,13,,20.77,5.02,6.69,65.3,,
NLA06608-0041,2007,2,7/11/2007,YES,14,,20.1,4.85,6.55,63.3,,
NLA06608-0041,2007,2,7/11/2007,YES,15,,19.63,4.88,6.53,67,,
NLA06608-0041,2007,2,7/11/2007,YES,16,,19.1,5.47,6.61,75.7,,
NLA06608-0041,2007,2,7/11/2007,YES,17,,18.19,6.38,6.86,70.6,,
NLA06608-0041,2007,2,7/11/2007,YES,18,,17.57,6.47,6.82,66.1,,
NLA06608-0041,2007,2,7/11/2007,YES,19,,16.96,6.56,6.8,62.6,,
NLA06608-0041,2007,2,7/11/2007,YES,20,,16.68,6.55,6.8,62.1,,
NLA06608-0041,2007,2,7/11/2007,YES,22,,15.78,6.26,6.71,60.6,,
NLA06608-0041,2007,2,7/11/2007,YES,24,,15.2,6.16,6.62,58.8,,
NLA06608-0041,2007,2,7/11/2007,YES,26,,14.4,6.03,6.55,57.5,,
NLA06608-0041,2007,2,7/11/2007,YES,28,,14.52,5.93,6.51,57.7,,
NLA06608-0041,2007,2,7/11/2007,YES,30,,14.02,5.93,6.52,56.1,,
NLA06608-0041,2007,2,7/11/2007,YES,32,,13.47,5.91,6.45,54.5,,
NLA06608-0041,2007,2,7/11/2007,YES,33,,13.35,5.82,6.45,54.3,,
NLA06608-0042,2007,1,6/22/2007,YES,0,,13.8,8.9,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,1,,13.1,9,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,2,,12.5,9,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,3,,12.4,9,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,4,T,12.2,9,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,5,,9,9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,6,B,8.4,8.9,7.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,7,,8.2,8.8,7.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,8,,7.9,8.5,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,9,,7.7,8.5,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,10,,7.5,8.4,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,11,,7.3,7.8,6.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,12,,7.2,5.8,6.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,1,6/22/2007,YES,13,,7.2,6,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,0,,18.8,7.8,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,1,,17.7,7.9,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,2,T,17.5,7.9,6.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,3,,15.5,8.1,6.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,4,,12.9,8.4,6.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,5,B,11.6,8.1,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,6,,9.7,7.4,6.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,7,,8.9,7.1,6.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,8,,8.2,6.8,6.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,9,,8.1,6.8,6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,10,,8,6.7,6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,11,,7.8,6.5,5.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,12,,7.7,6.4,5.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,13,,7.6,6.4,5.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0042,2007,2,7/6/2007,YES,13.5,,7.5,6.3,5.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0043,2007,1,7/31/2007,YES,0,,26.8,7.9,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0043,2007,1,7/31/2007,YES,1,,26.8,8,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0043,2007,1,7/31/2007,YES,2,,26.5,8.1,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0043,2007,1,7/31/2007,YES,3,T,25.2,7.6,8.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
