SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,AREA_HA,SAMPLED_ASSESS,DATE_ASSESS,RES_RESIDENCES,RES_LAWNS,RES_CONSTRUCTION,RES_PIPES,RES_DUMPING,RES_ROADS,RES_BRIDGES,RES_SEWAGE,RES_STRING,REC_TRAILS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_MARINAS,REC_TRASH,REC_FILMS,REC_STRING,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,AGR_STRING,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,IND_STRING,MAN_LIMING,MAN_TREATMENT,MAN_ANGLING,MAN_DRINKING_WATER,MAN_MACROPHYTE,MAN_LEVEL_FLUCTUATIONS,MAN_FISH_STOCKING,MAN_STRING,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,FLIGHT_HAZARDS,MBOAT_DENSITY,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,RCH_FOREST,RCH_GRASS,RCH_SHRUB,RCH_WETLAND,RCH_BARE_GROUND,RCH_AGRICULTURE,RCH_SHOREMODS,RCH_DEVELOPMENT,MACRY_FLOAT,MACRY_SUBMERGED,MACRY_DENSITY,PRISTINE,APPEALING,BIOTIC_INTEGRITY,TROPHIC_STATE,RECREATIONAL_VALUE,GENERAL_ASSESSMENT,WILDLIFE,VISUAL_ASSESSMENT,ALGAL_ABUNDANCE,NUTRIENT_SOURCES,TROPHIC_OTHER,CONDITIONS,OBSERVATIONS,FLAG_ASSESS,COMMENT_ASSESS,PHOTOGRAPHS
NLA06608-0016,1,PROB_Lake,Target_Sampled,641.0233086,YES,6/27/2007,M,M,L,,,L,L,,LLMML,,,,L,L,L,,LLL,M,,,,,,,M,,,,,,,,,,,,L,,,L,,LL,9,3,3,0,2,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,YES,0.3,05-25,25-75,25-75,0-05,05-25,0-05,25-75,25-75,0-05,0-05,SPARSE,3,4,GOOD,MESOTROPHIC,EXCELLENT,HUMAN ENCROACHMENT FROM RESIDENCES AND LITTLE COVER IN SHALLOWS. DEEP AREAS ALONG DAM SUPPORT ABUNDANT FISH.,"FISHING BIRDS, CARP, MANY FISH ON FISHFINDER SONAR.",LITTLE SILTATION. CLEAR WATER IN SHALLOWS.,PERIPHYTON COMMON ON SUBMERGED RIP RAP,CROPLAND AND RESIDENTIAL DEVELOPMENT,,CLEAR SUNNY DAY; MID 70S (DEG F),"BOATING, SWIMMING, FISHING, EASY ACCESS, RESORT AREAS AROUND PERIMETER",,,N
NLA06608-0016,2,PROB_Lake,Target_Sampled,641.0233086,YES,7/11/2007,M,M,L,,,L,L,,LLMML,,,,L,L,L,,LLL,M,,,,,,,M,,,,,,,,,,,,L,,,L,,LL,9,3,3,0,2,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,YES,0.3,05-25,25-75,25-75,0-05,05-25,0-05,25-75,25-75,0-05,0-05,SPARSE,3,4,GOOD,MESOTROPHIC,EXCELLENT,HUMAN ENCROACHMENT FROM RESIDENCES AND LITTLE COVER IN SHALLOWS. DEEP AREAS ALONG DAM SUPPORT ABUNDANT FISH.,FISHING BIRDS. MANY FISH ON FISHFINDER SONAR,LITTLE SILTATION. CLEAR WATER IN SHALLOWS,PERIPHYTON COMMON ON SUBMERGED RIP RAP,CROPLAND AND RESIDENTIAL DEVELOPMENT,,"LAKE HAS PUBLIC ACCESS, NO PERMISSION REQUIRED","BOATING, SWIMMING, FISHING, EASY ACCESS, RESORT AREAS AROUND PERIMETER.",,,N
NLA06608-0019,1,PROB_Lake,Target_Sampled,103.3135279,YES,6/11/2007,L,,,,,L,,,LL,,,,,,,,,L,H,M,,,L,,LLMH,,,,,,,,,,,,,,,L,,L,2,0,10,0,1,SEEPAGE,NONE,NO,LOW,FAIR,YES,1.7,,75-100,05-25,25-75,0-05,25-75,,,05-25,05-25,MODERATE,4,3,GOOD,EUTROPHIC,FAIR,GOOD,LOTS,CURRENTLY IMPACTED BY DROUGHT,RARE,"LIVESTOCK, WILDLIFE",,,LIVESTOCK STANDING IN WATER MAY BE A CONCERN.,,VERY HOT TODAY,N
NLA06608-0019,2,PROB_Lake,Target_Sampled,103.3135279,YES,8/7/2007,,,,,,L,L,,LL,,,,,,,,,L,M,M,,,L,,LLMM,,,,,,,,,,,,,,,,,,2,0,8,0,0,SEEPAGE,NONE,NO,LOW,FAIR,YES,1.5,,75-100,05-25,25-75,0-05,75-100,,0-05,05-25,25-75,HIGH,3,2,GOOD,HYPEREUTROPHIC,FAIR,SHALLOW NATURAL LAKE--NEARLY CHOKED WITH SAGO POND WEED--VERY NATURAL CONDITION FOR THIS TYPE OF WETLAND.,LOTS OF WATER FOWL OF EVERY TYPE,GREEN--SMELLY,ALL TYPES AND LOTS OF THEM,LIVESTOCK /WATER FOWL,,,100% SURROUNDED BY PRIVATE LANDS. NO BOAT RAMPS.,,VERY HOT TODAY AND MY SUMMER STUDENT DIDN'T COME BACK FROM A ROAD TRIP TO MISSOURI. HOPE THE GIRL HE MET IS REALLY PRETTY.,N
NLA06608-0020,1,PROB_Lake,Target_Sampled,296.2001459,YES,6/11/2007,M,L,,,,L,L,,LLML,L,L,L,,L,L,,LLLLL,,,,,,,,,,,,,,,,,,,,H,,,,H,HH,6,5,0,0,10,RESERVOIR,NONE,NO,HIGH,GOOD,,0.1,75-100,05-25,05-25,0-05,05-25,0-05,05-25,05-25,0-05,05-25,SPARSE,3,5,GOOD,EUTROPHIC,EXCELLENT,,"HERON, DEER, FLOPPING FISH, HUGE SQUIRREL","SLIGHTLY GREEN/TURBID, BUT LESS THAN MANY IL LAKES.","PLANKTONIC, MODERATE",NON-POINT SOURCE. AGRICULTURAL INPUT,,"LOTS OF COVES FOR WATERSPORTS, LOTS OF SHORELINE FOR FISHERMEN.","HIGH BOAT DENSITY; BOTH TOW BOATS AND FISHING BOATS, PAVED BOAT LAUNCH; MARINA, $16 LAUNCH FEE FOR OUT OF AREA BOATS.",,,N
NLA06608-0020,2,PROB_Lake,Target_Sampled,296.2001459,YES,7/2/2007,L,L,L,L,,L,L,,LLLLLL,M,L,L,,L,,,LLLM,,,,,,,,,,,,,,,,,,,,M,,,L,M,MML,6,6,0,0,7,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,NO,,75-100,0-05,25-75,0-05,25-75,0-05,25-75,05-25,0-05,05-25,SPARSE,4,4,GOOD,EUTROPHIC,EXCELLENT,"ONE OF THE BETTER LAKES, ECOLOGICALLY SPEAKING IN IL.",BALD EAGLE FLYING,NOT VERY TURBID,LOW PLANKTONIC ALGAE DENSITY,"AG & MANAGED LAWN RUNOFF, INTERNAL CYCLING",,"SUNNY DAY, WELL MAINTAINED AREA.",,,,N
NLA06608-0021,1,PROB_Lake,Target_Sampled,4226.925272,YES,7/27/2007,M,,,,,,,,M,L,H,L,,M,,,MHLL,M,L,L,M,L,L,M,MLLMLLM,,,,,,,,L,L,,,L,M,,,M,LMM,3,10,13,1,7,DRAINAGE,NONE,NO,LOW,GOOD,YES,,05-25,05-25,0-05,0-05,0-05,0-05,05-25,25-75,0-05,05-25,,4,4,EXCELLENT,OLIGOTROPHIC,EXCELLENT,SUPPORTS MULTIPLE USE,WATER FOWL,SLIGHT AQUA-GREEN COLOR,BENTHIC ALGAE - SLIGHT,"STORMWATER, SEPTICS",,NONE TO REPORT,NO OBSERVABLE PROBLEMS. READILY ACCESSED.,,,N
NLA06608-0021,2,PROB_Lake,Target_Sampled,4226.925272,YES,8/30/2007,M,M,M,,,M,,,MMMM,,M,,,M,,,MM,M,M,,L,,,M,MLMM,,,,,,,,,,,,,M,,,,M,12,6,10,0,3,DRAINAGE,NONE,NO,,GOOD,,,05-25,25-75,25-75,0-05,0-05,0-05,25-75,25-75,0-05,25-75,MODERATE,3,4,GOOD,OLIGOTROPHIC,GOOD,"ECOLOGICAL INTEGRITY WAS GOOD; HOWEVER, THERE WAS EXTENSIVE EVIDENCE OF ZEBRA MUSSEL INFESTATION",WATER FOWL,,LOW,RESIDENTIAL AND AGRICULTURE,,"RECREATIONAL VALUE WAS GOOD, HOWEVER, MACROPHYTE & ZEBRA MUSSEL INFESTATION SOMEWHAT LIMITED",LIMITED ACCESSIBILITY,,,N
NLA06608-0023,1,PROB_Lake,Target_Sampled,6.20722172,YES,8/9/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,,,,,,,,0,0,0,5,0,RESERVOIR,ARTIFICIAL,YES,BANNED,UNSWIMMABLE,YES,,05-25,25-75,25-75,0-05,0-05,0-05,05-25,0-05,05-25,75-100,MODERATE,2,2,FAIR,MESOTROPHIC,POOR,LAKE IS NOT AS BARREN AS ONE MIGHT SUPPOSE WITH AS MUCH HEAVY MILITARY OPERATIONS OCCURING IN WATERSHED.,"BEAVER LODGE, BIRDS, SMALL FISH","LOTS OF CHARA PRESENT, WATER CLARITY GOOD.",ALMOST ENTIRE BOTTOM OF LAKE COVERED WITH CHARA.,POSSIBLE TANK WASHING RUN-OFF.,,RECREATION USES ARE BANNED.,NO ACCESS EXCEPT BY AUTHORIZED PERSONNEL. SIGNS WARNING NO FISHING OR SWIMMING.,,MILITARY OPERATIONS AROUND LAKE HAVE BEEN CALLED COMMERCIAL ON THIS FORM.,Y
NLA06608-0023,2,PROB_Lake,Target_Sampled,6.20722172,YES,9/19/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,,,,,,,,0,0,0,5,0,RESERVOIR,ARTIFICIAL,YES,BANNED,UNSWIMMABLE,,,05-25,25-75,25-75,05-25,0-05,0-05,0-05,0-05,05-25,75-100,MODERATE,2,3,FAIR,MESOTROPHIC,POOR,LAKE SEEMS TO BE FAIRLY NATURAL DESPITE MILITARY OPERATIONS ALL AROUND. SOME SHADING ALONG SOME OF SHORELINE. CHINESE TALLOW IS HIGHLY INVASIVE IN SOME AREAS.,"BEAVER LODGE, LOTS OF DRAGON FLIES, FISH",WATER CLARITY PRETTY GOOD. TONS OF CHARA,ALMOST ENTIRE BOTTOM OF LAKE COVERED WITH CHARA,SURFACE WATER RUN-OFF,POSSIBLE SURFACTANTS FROM TANK WASHING?,RECREATION IS BANNED.,RECREATION IS BANNED.,,"I HAVE CALLED THE MILITARY OPERATIONS GOING ON AROUND WATERSHED ""COMMERCIAL"" DUE TO LACK OF OTHER, MORE APPROPRIATE, DESCRIPTOR.",N
NLA06608-0024,1,PROB_Lake,Target_Sampled,9530.145112,YES,7/11/2007,M,M,L,,,M,L,L,LLMMML,,M,L,M,M,L,,MMLML,L,L,,,,,,LL,,,,,,,,,,,,H,M,,L,L,HMLL,12,11,2,0,10,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,YES,2,25-75,05-25,05-25,05-25,0-05,0-05,25-75,25-75,0-05,0-05,SPARSE,3,3,GOOD,EUTROPHIC,EXCELLENT,"EXCELLENT WHITE BASS, HYBRID STRIPED BASS, AND CHANNEL CATFISH FISHERY. GOOD LARGE MOUTH BASS AND CRAPPIE FISHERY.","WHITE PELICAN, GREAT BLUE HERON",MODERATE BIOMASS--PRIMARILY ALGAE/PHYTOPLANKTON,MODERATE ABUNDANCE--GREEN ALGAE,"POTW, LAKESIDE HOMES, AGRICULTURE",,,MANY PUBLIC AND PRIVATE BOAT RAMPS--MODERATE TO HEAVY BOATING--MODERATE FISHING PRESSURE--NO HEALTH CONCERNS,,,N
NLA06608-0024,2,PROB_Lake,Target_Sampled,9530.145112,YES,8/14/2007,M,M,L,,,M,L,L,LLMMML,,M,L,M,M,L,,MMLML,L,L,,,,,,LL,,,,,,,,,,,,H,M,,L,L,HMLL,12,11,2,0,10,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,YES,2,25-75,05-25,05-25,05-25,0-05,0-05,25-75,25-75,0-05,0-05,SPARSE,3,3,GOOD,EUTROPHIC,EXCELLENT,"EXCELLENT WHITE BASS, HYBRID STRIPED BASS, AND CHANNEL CATFISH FISHERY. GOOD LARGE MOUTH BASS AND CRAPPIE FISHERY.",NO WILDLIFE OBSERVED,LOW BIOMASS--PRIMARILY ALGAE/PHYTOPLANKTON,MODERATE ABUNDANCE--GREEN ALGAE,"POTW, LAKESIDE HOMES, AGRICULTURE",,,MANY PUBLIC AND PRIVATE RAMPS--MODERATE TO HEAVY BOATING AND FISHING PRESSURE. NO HEALTH CONCERNS.,,,N
NLA06608-0025,1,PROB_Lake,Target_Sampled,11.48123514,YES,6/18/2007,L,L,,,,,,,LL,M,,,,,L,L,LML,,,,,,,,,,,,,,,,,,,,L,,,,,L,2,5,0,0,1,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,UNSWIMMABLE,NO,,75-100,05-25,05-25,,,,,0-05,,25-75,MODERATE,4,4,GOOD,MESOTROPHIC,GOOD,LOOKS TO MAINTAIN SIZEABLE POPULATION OF FISH AND TURTLES. WATER CLARITY VERY GOOD.,"TURTLES, MINNOWS",,SUBMERGED ALGAE COVERING BOTTOM OF ALL SHALLOW AREAS.,LAWN,,TWO FISHERMAN ON LAKE. SPOKE WITH LAKE POLICE ABOUT RESTRICTIONS.,"VERY ACCESSIBLE, HIGHLY MONITORED BY POLICE, NO SWIMMING OR GAS ENGINES.",,,Y
NLA06608-0025,2,PROB_Lake,Target_Sampled,11.48123514,YES,7/18/2007,L,L,,,,,,,LL,L,,L,,,L,,LLL,,,,,,,,,,,,,,,,,,,,L,,,,,L,2,3,0,0,1,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,UNSWIMMABLE,NO,,75-100,0-05,,05-25,,,,0-05,0-05,75-100,HIGH,3,3,GOOD,EUTROPHIC,FAIR,MINIMAL AMOUNT OF WILDLIFE OBSERVED. HIGH DENSITY OF SUBMERGED MACROPHYTES. ADEQUATE RIPARIAN SURROUNDING LAKE. PORTION OF LAKE IS WETLAND.,"MINNOWS, SUNFISH, TURTLES",MODERATE AMOUNT OF ALGAE,"MODERATE ABUNDANCE, CHLOROPHYLL A (750ML)",ONE RESIDENCE ALONG SHORELINE.,,GAS MOTOR RESTRICTED,"VERY ACCESSIBLE TO PUBLIC, NO BOATING OR FISHING OBSERVED AT TIME OF VISIT. NO SWIMMING ALLOWED. NO HEALTH CONCERNS. AREA AROUND ACCESS ROAD LOOKS TO BE HEAVILY USED FOR FISHING.",,LAKE SERVES AS WATER SUPPLY FOR CITY OF KINGS MOUNTIAN. HEAVILY PATROLLED BY LOCAL POLICE. ONE RESIDENCE ALONG SHORELINE.,N
NLA06608-0029,1,PROB_Lake,Target_Sampled,73.10037419,YES,7/2/2007,H,H,M,L,L,L,L,L,LMLHLHLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,NO,,05-25,25-75,25-75,0-05,0-05,0-05,75-100,75-100,05-25,0-05,SPARSE,2,2,FAIR,,FAIR,,"KING BIRD, HERON, SKIMMER, CANADA GEESE, TERN, MALLARD DUCKS, TURTLE",LOW AMOUNT OF SPATTERDOCK--PATCHY THROUGHOUT,"WATER GREEN, PHYTOPLANKTON LEVEL LIKELY HIGH",LIKELY FERTILIZED LAWNS,,,"A FEW MOTOR BOATS OBSERVED. WATER SKIER, JET SKIER, SEVERAL KAYAKS OBSERVED. RESIDENTS SAY THAT THEY SWIM.",,"PRIVATE POND, LIMITED ACCESS. HIGHLY RESIDENTIAL AREA, APPROXIMATELY 95% OF SHORELINE WITH HOUSES. ONE SMALL PATCH OF PHRAGMITES OBSERVED. RESIDENT REPORTED THAT AN EAGLE FREQUENTS THE POND IN SPRING AND SUMMER, ALTHOUGH NOT OBSERVED TODAY.",Y
NLA06608-0029,2,PROB_Lake,Target_Sampled,73.10037419,YES,9/11/2007,H,H,L,L,,M,L,,LLHLHM,,,,,,,L,L,,,,,,,,,,,,,,,,,,,,M,,,,,M,16,1,0,0,3,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,NO,,05-25,25-75,25-75,0-05,0-05,0-05,25-75,75-100,25-75,0-05,MODERATE,3,3,GOOD,EUTROPHIC,GOOD,WATER COLOR GREEN ALGAE,"HERONS, GEESE, DUCKS, TURTLES, TERNS","PLANT, SPATTERDOCK","LITTLE FILAMENTOUS, PHYTOPLANKTON HIGH WATER GREEN","RESIDENTIAL, BIRDS",,,SAMPLED BOATS ALONG EDGE BUT RAMPS ARE LOCKED FOR RESIDENT USE ONLY,,,N
NLA06608-0031,1,PROB_Lake,Target_Sampled,24.24953577,YES,6/13/2007,L,L,L,,,L,,,LLLL,,L,L,,,,,LL,L,L,L,,,,,LLL,,,,,,,,,,,,,,,,,,4,2,3,0,0,RESERVOIR,ARTIFICIAL,,BANNED,FAIR,YES,1,75-100,0-05,25-75,0-05,0-05,,0-05,0-05,,0-05,ABSENT,4,4,GOOD,EUTROPHIC,GOOD,,"GREAT BLUE HERON, WOOD DUCK, MALLARD D., CANADA GEESE, BEAVER, OSPREY, LARGEMOUTH BASS, BLUEGILL, COMMON CARP.",UPPER THIRD TURBID,FA SHORELINE IN UPPER.,"THIRD, ROW CROPS, CATTLE.",,NO BOATS ALLOWED,,,,Y
NLA06608-0031,2,PROB_Lake,Target_Sampled,24.24953577,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K,ASSESSMENT NOT DONE (RE-VISIT),
NLA06608-0033,1,PROB_Lake,Target_Sampled,15.16448355,YES,7/17/2007,,,,,,L,,,L,L,,L,,,L,M,MLLL,,,,,,,,,,,,,M,,,,M,,,,,,,,,1,6,0,3,0,DRAINAGE,NATURAL,NO,RESTRICTED,UNSWIMMABLE,NO,,05-25,75-100,25-75,75-100,0-05,0-05,0-05,0-05,25-75,25-75,HIGH,4,3,GOOD,EUTROPHIC,FAIR,NO DEVELOPMENT ALONG LAKESHORE. NEAREST ROAD 0.2 MILE AWAY.,"SONGBIRDS, FROGS, DUCKS SEEN. DRAGONFLIES ABUNDANT, BACKSWIMMERS PRESENT (NOTONECTIDS)",MANY MACRO. SHORT EUPHOTIC ZONE.,ALGAE IN PLACES; LESS THAN 1% OF LAKE.,"BEAVER, WATER FOUL, OTHER WILDLIFE.",,NO CONTACTS. NOBODY ELSE AT LAKE. OLD OBSERVATION PLATFORM IN TREE SEEN ALONG SHORE (FOR BIRDING),"SHORT TRAIL TO LAKE. NOT A GOOD LAKE FOR BOATING, FISHING, OR SWIMMING. GOOD BIRD WATCHING POTENTIAL.",,"WEST SHORE DAMMED FROM BEAVER ACTIVITY. THE LAKE IS VERY SMALL, BORDERED BY LARGE EXPANSE OF WETLAND.  AREA HAS BEEN ASSESSED BY WA NATIVE PLANT SOCIETY. THE ONLY NON-NATIVE SAP THEY DETECTED WERE 2 SAP OF PITCHER PLANT.",Y
NLA06608-0033,2,PROB_Lake,Target_Sampled,15.16448355,YES,8/28/2007,,,,,,L,,,L,L,L,L,,,L,M,MLLLL,,,,,,,,,,,,,M,,,,M,,,L,,,L,,LL,1,7,0,3,2,DRAINAGE,NATURAL,NO,RESTRICTED,UNSWIMMABLE,YES,0.1,05-25,05-25,25-75,75-100,0-05,0-05,0-05,0-05,25-75,0-05,HIGH,4,4,EXCELLENT,EUTROPHIC,GOOD,NO INVASIVE SPECIES FOUND; NO SHORELINE MODIFICATIONS; LOW DO.,MANY DRAGONFLIES AND DAMSELFLIES; SMALL FISH; BEAVER EVIDENCE BACKSWIMMERS.,GREEN WATER; ABUNDANT MACRO.,SPARSE GREEN FILAMENTOUS ALGAE.,WATERFOWL.,,,GREAT FOR BIRDING; FISHING; CAMPING.,,LAKE LEVEL IS 0.1 METERS LOWER THAN FIRST VISIT.,Y
NLA06608-0036,1,PROB_Lake,Target_Sampled,12.02760537,YES,7/12/2007,,,,,,,,,,H,,H,,,L,,HHL,,,,,,,,,,,,,,,,,,,,,,,,L,L,0,11,0,0,1,RESERVOIR,NONE,NO,RESTRICTED,GOOD,NO,,25-75,05-25,05-25,0-05,0-05,0-05,0-05,0-05,0-05,75-100,HIGH,5,4,EXCELLENT,EUTROPHIC,GOOD,,"FISH, FROGS",GREEN DEEP PHOTIC,PLANKTONIC LOW ABUNDANCE,INTERNAL CYCLING,,,"VERY SECLUDED, RESTRICTED BOATING, SWIMMING ALLOWED.",,,Y
NLA06608-0036,2,PROB_Lake,Target_Sampled,12.02760537,YES,7/16/2007,,,,,,,,,,H,,H,,,L,,HHL,,,,,,,,,,,,,,,,,,,,,,,,L,L,0,11,0,0,1,RESERVOIR,NONE,NO,RESTRICTED,GOOD,NO,,25-75,05-25,05-25,0-05,0-05,0-05,0-05,0-05,0-05,75-100,HIGH,5,4,EXCELLENT,EUTROPHIC,GOOD,,,,PLANKTON AND FILAMENTOUS,INTERNAL CYCLING,,,"SECLUDED, HAND LAUNCH BOATS",,,N
NLA06608-0037,1,PROB_Lake,Target_Sampled,236.955581,YES,7/13/2007,M,M,M,M,L,M,L,,LMLMMMM,L,M,L,L,,L,L,LMLLLL,L,L,L,,,,,LLL,,,,,,,,L,L,,,M,,M,,,MM,17,8,3,1,6,DRAINAGE,ARTIFICIAL,NO,HIGH,GOOD,NO,,05-25,25-75,05-25,0-05,0-05,0-05,75-100,25-75,0-05,05-25,SPARSE,2,3,POOR,EUTROPHIC,FAIR,FREQUENT BLUE GREEN ALGAE BLOOMS. AERATORS INSTALLED. ANOXIA COMMON.,"GREAT BLUE HERON, CANADA GEESE, APPROXIMATELY 30 RED TAILED HAWKS, VARIOUS SONGBIRDS","MODERATE, BUT BLOOMS ARE COMMON","GREEN, BLUEGREEN SOME BENTHIC ALGAE","LAWNS, SEPTIC SYSTEMS, DAIRY FARM",VINEYARD,,BOAT RAMP DIFFICULT TO NEGOTIATE. SEVERAL BEACHES INCLUDING STATE PARK.,,LAKE HAS AERATORS TO BREAK UP STRATIFICATION.,Y
NLA06608-0037,2,PROB_Lake,Target_Sampled,236.955581,YES,9/5/2007,M,M,M,M,L,M,L,,LMLMMMM,L,M,L,L,,L,,MLLLL,L,L,L,,,,,LLL,,,,,,,,L,L,,,M,,M,L,L,MLLM,17,7,3,1,8,DRAINAGE,ARTIFICIAL,NO,HIGH,GOOD,YES,0.6,05-25,25-75,05-25,0-05,0-05,0-05,75-100,25-75,0-05,05-25,SPARSE,2,3,POOR,EUTROPHIC,FAIR,FREQUENT BLUE GREEN ALGAE BLOOMS - AERATORS INSTALLED. ANOXIA COMMON,"50+ CANADA GEESE, ABOUT 12 MALLARDS, GULL, ABOUT 25 TURKEYS, 6 TURKEY VULTURES, SUNFISH, PICKEREL.","MODERATE, BUT BLOOMS ARE COMMON.","GREEN, BLUE GREEN AND SOME BENTHIC ALGAE","LAWNS, SEPTIC SYSTEMS, DAIRY FARM",VINEYARD,,BOAT RAMP DIFFICULT TO NEGOTIATE. SEVERAL BEACHES INCLUDES STATE PARK.,,2ND VISIT. LAKE HAS AERATORS TO BREAK UP STRATIFICATION. LAKE DOWN ABOUT 0.5M FROM 1ST VISIT.,Y
NLA06608-0038,1,PROB_Lake,Target_Sampled,220.6478779,YES,7/12/2007,M,M,L,M,L,M,,,LLMMMM,L,M,L,M,,L,,MLMLL,,,,,,,L,L,L,,,,L,,,L,LLL,,,M,,L,L,M,MMLL,14,9,1,3,8,DRAINAGE,ARTIFICIAL,NO,HIGH,GOOD,YES,1,25-75,0-05,25-75,0-05,25-75,25-75,05-25,05-25,05-25,05-25,SPARSE,3,4,GOOD,MESOTROPHIC,EXCELLENT,NICE VIEWS,,,,,,,,,,N
NLA06608-0038,2,PROB_Lake,Target_Sampled,220.6478779,YES,8/27/2007,M,M,L,L,,M,L,,LLMLMM,L,M,,L,,M,,MLLM,L,L,L,,,,L,LLLL,L,,,,M,,,L,LLM,,,M,M,,M,M,MMMM,12,8,4,5,12,DRAINAGE,ARTIFICIAL,NO,HIGH,GOOD,,0.2,25-75,05-25,25-75,0-05,05-25,0-05,05-25,25-75,05-25,05-25,SPARSE,2,4,GOOD,MESOTROPHIC,EXCELLENT,BEAUTIFUL MOUNTAIN VIEWS,"OSPREY, LOONS, BALD EAGLE",,ALGAE VISIBLE,,,,,,,N
NLA06608-0041,1,PROB_Lake,Target_Sampled,1071.509332,YES,6/12/2007,L,L,L,L,L,L,L,M,LLLLLLLM,M,M,M,L,M,L,L,LMMMLML,L,L,L,L,L,L,L,LLLLLLL,L,L,L,L,L,L,L,M,MLLLLLLL,L,L,H,L,L,M,M,HLMMLLL,10,15,7,10,15,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,YES,10,25-75,05-25,25-75,05-25,0-05,0-05,05-25,05-25,0-05,0-05,SPARSE,4,4,EXCELLENT,MESOTROPHIC,EXCELLENT,"GOOD ECOLOGICAL INTEGRITY, BUT HEAVILY USED RECREATIONALLY","WHITETAIL DEER, SMALLMOUTH BASS, MALLARD DUCKS, VULTURES",EXCELLENT,LITTLE,"ONLY NATURAL AROUND LAKE, OTHERS POSSIBLE UPSTREAM",,,"LOTS OF BOATING, SWIMMING, FISHING",,,Y
NLA06608-0041,2,PROB_Lake,Target_Sampled,1071.509332,YES,7/11/2007,,,,,,M,M,,MM,L,L,L,M,M,L,,MLLMLL,,,,,,,,,,,,,,,,,,,,M,,,H,M,MMH,6,10,0,0,11,RESERVOIR,ARTIFICIAL,NO,HIGH,GOOD,YES,10,75-100,05-25,05-25,0-05,0-05,0-05,05-25,0-05,0-05,0-05,SPARSE,4,4,GOOD,OLIGOTROPHIC,EXCELLENT,"NICE WATER CLARITY. HIGH DENSITY RECREATION AREA, ROCK CLIFF WALLS PREVENT GROWTH OF MACROPHYTES, FEW NUTRIENTS","HAWKS, FISH, DRAGONFLIES, DUCKS",VERY CLEAR WATER,SPARSE FILAMENTOUS,"FEW, POSSIBLY SOME UPSTREAM",,,"GOOD ACCESSIBILITY, BOATING PERMITTED, FISHING, SWIMMING ALLOWED.",,VERY NICE LAKE FOR RECREATIONAL PURPOSES.,N
NLA06608-0042,1,PROB_Lake,Target_Sampled,77.7184868,YES,6/22/2007,,,,,,,M,,M,L,,L,,,,,LL,,,L,,,,L,LL,,,,,,,,,,,,L,,,L,L,LLL,3,2,2,0,3,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,GOOD,NO,,25-75,05-25,0-05,05-25,05-25,0-05,05-25,0-05,0-05,05-25,SPARSE,3,5,GOOD,OLIGOTROPHIC,EXCELLENT,RESERVOIR WITH LITTLE USE. RESTRICTED ACCESS TO ATV'S AND OTHER MOTOR VEHICLES.,"MARMOTS, OSPREY, DUCKS, SONG BIRDS.","CLEAR WATER, NO SURFACE FILMS, LITTLE ALGAE",NOT MUCH,NONE OBSERVED,,,"NO BOATS, TWO FISHERMEN, ATV TRAILS AROUND THE RESERVOIR, DANGEROUS CURRENT NEAR DAM SEVERAL FISH OBSERVED SURFACING DURING HATCH.",,THIS RESERVOIR APPEARS TO BE APPROX. 2 METERS HIGHER THAN PREVIOUS YEARS. THE UPSTREAM PORTION OF THIS RESERVOIR DOES NOT MATCH THE TOPOGRAPHIC MAP. THE DOWNSTREAM PORTION IS EXACTLY LIKE THE TOPOGRAPHIC MAP.,Y
