SITE_ID,VISIT_NO,INDXSAMP_INF,CORE_CONFIDENCE,COMMENT_CONFIDENCE,NUT_REG_INF,NUT_REG,LAKE_ORIGIN,LAKE_ORIGIN_INF,REF_CLUSTER,WSA_ECO9,SITE_TYPE,ST,LAKENAME,RT_NLA,PH_FIELD,COND,NTL,PTL,DOC,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,ELEV_PT,DOM_GEOL,ECO3_PT,LAKEAREA_KM2,BASINAREA_KM2,BASIN_LAKE_RATIO,PC_DISTOT,PC_URB,PC_URB_INT,PC_CROP,PC_AG,PC_WET
NLA06608-1086,1,YES,NO,Short core,5,V,Natural,1,E,NPL,PROB_Lake,ND,,SO-SO,8.8,7200,3950,92,41.47,67.47700395,43.76046201,23.71654194,Yes,3842.901651,791.1238666,3051.777784,Yes,6587.127964,1687.738946,4899.389019,Yes,8.184330229,8.544253445,-0.359923216,No,470.53,Sedimentary,60,1.680575265,65.62419873,39.04865202,5.392362719,2.756096501,0,2.636266218,2.636266218,1.318133109
NLA06608-1107,1,YES,NO,Short core,5,V,Natural,1,E,NPL,PROB_Lake,SD,,TRASH,8.6,2870,7750,733,63.37,623.7854002,867.2896085,-243.5042084,Yes,7310.867193,6116.752107,1194.115086,Yes,1854.489409,2000.707523,-146.218114,Yes,8.624682538,8.699931816,-0.075249278,No,648.7,Gneiss,15,3.995962162,93.83329968,23.48202907,10.13065386,1.69085093,0.043355152,3.584025903,8.439802933,0.462454955
NLA06608-1111,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,MN,,SO-SO,8,1120,1500,193,11.85,231.5552469,167.5150722,64.04017466,Yes,3110.689566,2273.358484,837.3310825,Yes,563.9922393,466.5348072,97.4574321,Yes,8.450219608,8.659374542,-0.209154933,No,2059.13,Sedimentary,26,3.258984413,20.66639238,6.341359688,72.5438527,5.023073233,0.133440276,46.10361523,67.52077947,4.422591993
NLA06608-1166,1,YES,NO,Short core,8,VIII,Natural,1,C,UMW,PROB_Lake,WI,Crystal Lake,SO-SO,6.1,14,197,1,2.05,4.019502142,14.22698767,-10.20748552,Yes,214.1227123,370.048,-155.9252877,Yes,12.17277515,12.65489877,-0.482123619,No,6.641121155,5.937326794,0.703794361,Yes,441.38,Sedimentary,46,0.964717697,18.63013823,19.31149215,9.864589996,9.864589996,0,0,0,9.763310838
NLA06608-1185,1,YES,NO,Much urban dist; short core,12,XII,Natural,1,D,CPL,PROB_Lake,FL,"Seminole, Lake",TRASH,8.8,628,2869,62,15.41,65.50657145,55.72889461,9.77767684,Yes,2497.84381,2561.359749,-63.51593874,Yes,537.4062587,597.8931597,-60.48690098,Yes,8.692786,8.759456171,-0.066670172,No,182.27,Sedimentary,70,0.704560101,14.16432904,20.10379103,87.11834169,87.11834169,76.24369562,0,0,4.576220192
NLA06608-1210,1,YES,NO,Short core; lots row crop Ag,5,V,Natural,1,E,NPL,PROB_Lake,ND,,SO-SO,9.2,12600,4184,75,49.03,48.55482717,109.158259,-60.60343185,Yes,1761.610169,2036.204186,-274.5940163,Yes,12101.78331,3937.356297,8164.42701,Yes,8.991766412,8.880604542,0.11116187,No,256.03,Sedimentary,45,36.47320881,2898.999437,79.48298304,55.36992298,4.44802875,0.075801444,48.87525524,50.92189423,5.724525071
NLA06608-1219,1,YES,NO,"?Dam? Lots of wetlands, little disturb",5,V,Man-made,2,E,NPL,PROB_Lake,ND,"Louise, Lake",SO-SO,9,1497,3794,99,2.67,434.7165288,301.8068689,132.9096599,Yes,6434.501546,5853.559584,580.9419616,Yes,1540.566708,2024.115293,-483.5485854,Yes,8.853350818,8.913925398,-0.06057458,No,238.52,Sedimentary,70,3.343315616,415.0407926,124.1404762,25.68771521,2.892860576,0.005541878,14.40888409,22.79485464,4.594217274
NLA06608-1239,1,YES,NO,Lots disturb; shor core,7,VII,Natural,1,E,UMW,PROB_Lake,MN,Woodcock Lake,SO-SO,9.1,409,3309,117,16.85,59.49253698,191.2025022,-131.7099652,Yes,1328.800224,2362.55331,-1033.753086,Yes,567.4342704,424.9468001,142.4874702,Yes,8.633523526,8.588137796,0.04538573,No,713.93,Granitic,15,0.27000346,2.342553778,8.676013936,32.97387007,3.868934088,3.546522914,15.6809071,29.10493598,13.42402888
NLA06608-1255,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,SD,Grass Lake,TRASH,8.11,4825,13825,1326,37.6,228.3122095,821.4803943,-593.1681848,Yes,3504.554701,8306.517587,-4801.962886,Yes,843.3129923,2154.86923,-1311.556238,Yes,8.41613568,8.807166404,-0.391030724,No,436.8,Sedimentary,46,1.802560526,123.4868719,68.5063664,77.15457324,3.372750799,0.244015485,22.49417242,73.78182244,1.751224787
NLA06608-1270,1,YES,NO,High dam; shallow core,3,III,Man-made,2,F,XER,PROB_Lake,WY,Dinwoody Lake,SO-SO,8.1,30,223,15,0.65,19.53132225,12.91108937,6.620232884,Yes,352.3845288,222.6230343,129.7614946,Yes,99.17617895,102.8286655,-3.652486561,Yes,8.233227321,8.063823076,0.169404245,No,1960.5,Sedimentary,22,1.109902608,23.46334669,21.14000501,0.016558993,0,0,0,0.016558993,0.285137778
NLA06608-1271,1,YES,NO,Lots row ag in watershed,6,VI,Natural,1,E,TPL,PROB_Lake,IA,Welsh Lake,SO-SO,10.3,392,3534,604,11.21,240.2609115,273.0052309,-32.74431932,Yes,1996.350993,3025.232275,-1028.881282,Yes,886.8109466,381.4708755,505.3400711,Yes,8.526883197,8.709861403,-0.182978206,No,515.86,Sedimentary,58,0.255511016,1.626547452,6.365860383,52.95796927,7.023099867,1.455236909,45.9348694,45.9348694,4.871880088
NLA06608-1278,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,ND,,SO-SO,8.8,2466,1965,303,15.55,267.3312548,1200.457297,-933.1260417,Yes,2840.814803,14228.6762,-11387.8614,Yes,2186.000901,7260.665635,-5074.664734,Yes,8.881306462,8.656668041,0.224638422,No,518.27,Sedimentary,27,0.067135806,13.25874811,197.4914573,72.91970465,4.199877577,0.437072059,61.00261578,68.71982707,9.767366877
NLA06608-1295,1,YES,NO,Mining?  Signs of human disturbance,3,III,Man-made,2,G,XER,PROB_Lake,NM,Mims Lake,TRASH,7.9,1697,740,138,3.69,67.23074656,49.85796014,17.37278642,Yes,711.0973141,515.1712468,195.9260673,Yes,432.788931,398.6354258,34.1535052,Yes,8.630376947,8.610605222,0.019771725,No,146.79,Granitic,58,16.69501398,1102.049861,66.01071806,27.67021986,26.46110101,17.00904691,1.209118851,1.209118851,0.558054854
NLA06608-1319,1,YES,NO,Short core,6,VI,Natural,1,E,TPL,PROB_Lake,SD,Heggs Lake,SO-SO,8.3,2435,4791,241,24.17,306.5409999,323.0368031,-16.49580313,Yes,3882.040275,6112.338351,-2230.298076,Yes,879.0558518,3210.678942,-2331.62309,Yes,8.391450082,8.939046596,-0.547596514,No,75.77,Granitic,59,0.243419049,224.0792973,920.549554,47.92563306,4.217561701,0.578534642,42.87780791,43.70807136,6.809926851
NLA06608-1326,1,YES,NO,Shortish core,7,VII,Natural,1,E,UMW,PROB_Lake,MN,Fairy Lake,SO-SO,9.2,239,854,24,8.51,7.28961393,47.68084328,-40.39122935,Yes,621.647407,786.4898383,-164.8424312,Yes,556.4334215,95.66633808,460.7670834,Yes,8.863871509,8.083126904,0.780744605,Yes,519.11,Sedimentary,27,0.100905837,9.131227471,90.4925598,42.01442021,8.166183084,0.433951758,15.18831153,33.84823713,0.276151119
NLA06608-1367,1,YES,NO,Short core,6,VI,Natural,1,E,TPL,PROB_Lake,SD,Rush Lake,SO-SO,8.82,851,5338,242,22.08,224.1581081,281.1947899,-57.03668185,Yes,4050.126695,4191.865301,-141.7386064,Yes,1075.56854,1181.881794,-106.3132539,Yes,8.767447399,8.860291574,-0.092844174,No,1514.87,Volcanic,4,1.021567428,137.490939,134.5882173,31.94426866,2.744183573,0.115025659,15.47916722,29.20008508,4.255949373
NLA06608-1421,1,YES,NO,"?eservoir, disturbance both ag and urban, mostly f",14,XIV,Man-made,2,D,CPL,PROB_Lake,DE,,SO-SO,9.46,156,1100,41,9.45,18.78891124,65.68517101,-46.89625977,Yes,397.6291315,909.9478295,-512.318698,Yes,130.0220951,173.5909916,-43.56889645,Yes,7.88867504,7.904827585,-0.016152545,No,57.42,Sedimentary,65,1.280578099,1470.016599,1147.932017,49.57844798,10.92490495,6.315031266,25.63684592,38.65354302,12.75894072
NLA06608-1426,1,YES,NO,,2,II,Natural,1,F,WMT,PROB_Lake,OR,,SO-SO,6.4,64,557,35,7.87,15.03067026,18.94554545,-3.91487519,Yes,453.0143782,440.3392757,12.6751025,Yes,69.80758397,87.78078925,-17.97320528,Yes,7.64982913,7.771503881,-0.121674751,No,281.89,Sedimentary,70,6.040495551,181.0731489,29.97653874,3.403940182,3.403940182,2.884254658,0,0,32.5323138
NLA06608-1454,1,YES,NO,Short core,6,VI,Natural,1,E,TPL,PROB_Lake,MN,Red Rock Lake,SO-SO,8.5,762,2341,125,16.43,159.6210213,142.8723931,16.74862826,Yes,2438.364307,2750.428639,-312.0643322,Yes,1141.19548,903.2431438,237.9523359,Yes,8.659800903,8.809531962,-0.149731059,No,2077,Volcanic,23,3.485464349,135.2303183,38.79836508,62.49721672,3.784030143,0.340028383,50.36791855,58.71318657,2.759087447
NLA06608-1556,1,YES,NO,Man-made?; strange linear features,9,IX,Natural,1,C,TPL,PROB_Lake,IN,,SO-SO,8.4,676,474,19,3.32,37.31385513,35.68922235,1.624632783,No,1063.047821,1342.31,-279.2621786,Yes,542.88517,248.0675838,294.8175862,Yes,8.580520534,8.416414165,0.164106368,No,182.12,Sedimentary,50,1.151075027,3244.181703,2818.392916,4.606539538,0.418776322,0,4.187763217,4.187763217,2.51265793
NLA06608-1575,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,SD,,SO-SO,9,1429,2503,215,16.71,345.1845732,355.0159309,-9.831357745,Yes,3312.769786,3351.101073,-38.33128658,Yes,1344.049592,1424.195736,-80.14614459,Yes,8.684313585,8.705909608,-0.021596022,No,1.75,Quaternary,84,0.152457005,2.182891136,14.31807703,70.52538151,2.849909679,0.030547582,54.53641788,67.67547183,3.879542873
NLA06608-1703,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,SD,"Byron, Lake",SO-SO,8.4,1747,1949,304,10.88,729.4442706,232.4835158,496.9607548,Yes,5941.490324,1964.536316,3976.954007,Yes,2336.992937,930.5981022,1406.394834,Yes,8.633781734,8.294049817,0.339731917,No,211.85,Sedimentary,55,0.189602055,4.850583945,25.58297134,88.13906354,3.599255314,0.279509495,53.41974193,84.53980823,1.130389024
NLA06608-1719,1,YES,NO,Short core,5,V,Natural,1,E,NPL,PROB_Lake,SD,,SO-SO,9.1,1582,8803,441,38.6,258.3280059,329.996882,-71.6688761,Yes,2695.797404,2451.296981,244.5004237,Yes,1036.225128,1354.791773,-318.5666456,Yes,8.685441465,8.68801725,-0.002575785,No,648.47,Sedimentary,27,0.087400469,0.882142123,10.0931051,13.04376767,2.168339657,0.139737445,3.797003667,10.87542801,0.97334358
NLA06608-1735,1,YES,NO,Core short; w-shed commercial forest,9,IX,Natural,1,D,CPL,PROB_Lake,LA,,REF,,28,679,60,9.32,44.86892899,21.19161026,23.67731872,Yes,523.9034759,299.581236,224.3222399,Yes,41.8642035,24.40458451,17.45961898,Yes,6.283490222,5.512457277,0.771032944,Yes,319.4,Sedimentary,29,0.828515416,33.16882255,40.03404391,21.48300618,1.767589116,1.359683936,7.138340662,19.71541707,2.1075101
NLA06608-1782,1,YES,NO,Lots of urban-resid LU,7,VII,Man-made,2,E,UMW,PROB_Lake,MI,Brighton Lake,SO-SO,8,696,606,32,6.34,118.2150731,82.68719927,35.52787387,Yes,1508.503958,1396.35463,112.1493282,Yes,380.2486087,549.0305392,-168.7819305,Yes,8.685381778,8.657040528,0.02834125,No,1294,Sedimentary,43,2.969416654,519.1434431,174.830111,59.98310657,49.10724633,22.06386012,5.072677714,10.87586024,16.24270097
NLA06608-1811,1,YES,NO,Short core,5,V,Natural,1,E,NPL,PROB_Lake,SD,,SO-SO,8.88,2137,1558,27,16.47,154.9638246,389.4506245,-234.4867999,Yes,3068.088648,5177.568452,-2109.479804,Yes,1984.719757,1664.222769,320.4969877,Yes,9.020790508,8.969787122,0.051003386,No,4.07,Sedimentary,63,0.691146167,80.09107373,115.8815278,32.44274979,3.203209605,0.227764165,15.14655359,29.23954019,1.11303174
NLA06608-1861,1,YES,NO,Lake bigger than .13; some dist; core short,12,XII,Natural,1,D,CPL,PROB_Lake,FL,Crescent Lake,TRASH,8.3,1025,1216,75,11.31,86.89399872,134.3887409,-47.49474218,Yes,1397.169418,1408.592397,-11.42297874,Yes,792.1782015,505.4804642,286.6977373,Yes,8.476962923,8.502883121,-0.025920198,No,413.35,Sedimentary,60,0.127123533,5.489898314,43.18553915,17.02354023,7.626122498,1.351022981,2.567180271,9.397417733,31.72626668
NLA06608-1879,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,SD,Lake Albert,SO-SO,8.6,1875,4075,328,18.99,274.2604058,194.3765857,79.8838201,Yes,3399.57467,3002.618862,396.9558077,Yes,1936.344688,1433.637056,502.7076323,Yes,8.685009874,8.707767372,-0.022757498,No,1973,Gneiss,17,24.59150932,261.3919066,10.62935598,75.69816292,3.941989926,0.23901424,63.73382833,71.756173,7.186414033
NLA06608-2087,1,YES,NO,Short core,6,VI,Natural,1,E,TPL,PROB_Lake,SD,,SO-SO,8.7,964,2859,197,16.74,339.6881937,627.8095769,-288.1213832,Yes,4708.571463,6189.100192,-1480.528729,Yes,1804.135951,2127.936864,-323.8009136,Yes,8.882920147,8.853953222,0.028966925,No,97.81,Sedimentary,64,0.219616699,12.29558996,55.98658934,14.18676301,6.65989708,0.748745826,7.526865931,7.526865931,0.591115125
NLA06608-2123,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,PROB_Lake,SD,,TRASH,9.05,1596,3009,613,13.47,419.0229257,725.6297345,-306.6068088,Yes,2204.748626,5645.107867,-3440.359242,Yes,825.2731524,952.0298368,-126.7566844,Yes,8.366974388,8.794155399,-0.427181011,No,568.2,Sedimentary,42,0.347820967,44.25747821,127.2421229,75.7422905,8.795401048,2.388645758,62.91026329,66.94688945,1.925729914
NLA06608-2131,1,YES,NO,Short core,5,V,Natural,1,E,NPL,PROB_Lake,SD,Rath Lake,SO-SO,8.96,2170,1820,14,22.46,70.19426589,98.84346969,-28.6492038,Yes,4139.258702,2301.531247,1837.727454,Yes,2069.639864,979.5525349,1090.087329,Yes,9.345451711,9.2775912,0.067860511,No,43.88,Sedimentary,59,0.21110538,137.7411596,652.4758367,21.33125857,2.295309395,0.302376088,12.34244213,19.03594917,1.910467101
NLA06608-2418,1,YES,NO,"?Reservoir, but small dam; lots of wetlands",14,XIV,Man-made,2,B,NAP,PROB_Lake,RI,Belleville Pond,SO-SO,7.48,188,366,35,3.61,35.2927,17.24585483,18.04684517,Yes,679.8380102,397.9692208,281.8687893,Yes,200.8104211,105.272036,95.53838507,Yes,7.935858447,7.352527669,0.583330778,No,1203,Gneiss,15,11.3897423,86.04145348,7.554293261,40.89481957,32.7511707,24.60045882,1.158333404,8.143648871,17.12779576
NLA06608-2565,1,YES,NO,Urban development; a litle short,12,XII,Natural,1,D,CPL,PROB_Lake,FL,Hinden Lake,SO-SO,6.7,157,410,19,4.55,15.40659255,34.47780464,-19.07121209,Yes,304.9155692,374.194075,-69.27850577,Yes,42.74025855,36.93997242,5.800286128,Yes,6.899428222,6.461305661,0.438122561,No,28.84,Sedimentary,83,1050.053486,18844.17595,17.9459201,40.04801375,40.04801375,4.078079364,0,0,19.8487769
NLA06608-2593,1,YES,NO,Short core,12,XII,Natural,1,D,CPL,PROB_Lake,FL,"Haines, Lake",SO-SO,8.9,249,1337,41,14.23,46.96718404,59.29632663,-12.3291426,Yes,942.015606,1081.059252,-139.0436456,Yes,290.7283144,340.1359349,-49.40762052,Yes,8.330538106,8.348047145,-0.017509039,No,28.99,Sedimentary,75,7.430730162,30.36207375,4.086014845,53.47235608,41.61691984,22.3024116,8.794865713,11.85543624,13.29381889
NLA06608-2629,1,YES,NO,"?Large, but not too; ; may be OK",12,XII,Natural,1,D,CPL,PROB_Lake,FL,"Monroe, Lake",TRASH,8.3,1924,1188,66,11.72,159.9639845,107.0448508,52.91913371,Yes,5765.802532,6487.361499,-721.5589669,Yes,3597.879978,2761.853363,836.026615,Yes,9.56866159,9.474524527,0.094137063,No,198.31,Sedimentary,56,2.727512328,2117.272775,776.265153,35.82077999,14.39517401,6.225560508,5.667697971,21.42560597,43.99201729
NLA06608-2657,1,YES,NO,"Short core, but otherwise OK",12,XII,Natural,1,D,CPL,PROB_Lake,FL,Clearwater Lake,SO-SO,6.9,217,488,6,5.13,8.34936004,10.87711974,-2.527759696,Yes,280.2932537,250.2554005,30.03785314,Yes,40.21923744,13.07782328,27.14141416,Yes,6.925800776,5.834140739,1.091660037,Yes,85.81,Sedimentary,1,0.074510982,0.642693828,8.625491319,53.48804253,0.462099719,0,41.58897475,53.02594281,18.71503864
NLA06608-2753,1,YES,NO,Was very eutrophic; had high sed rate,3,III,Natural,1,F,XER,PROB_Lake,WA,Medical Lake,TRASH,9.2,1514,1496,16,19.01,39.79618298,3224.515826,-3184.719643,Yes,740.969947,16439.67769,-15698.70775,Yes,634.9271628,2781.354168,-2146.427005,Yes,8.580389323,8.585088799,-0.004699476,No,884.24,Sedimentary,44,0.130008725,0.144679655,1.112845734,39.03606289,34.70762881,21.5620142,4.328434078,4.328434078,0.521015213
NLA06608-2779,1,YES,NO,Short core,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Big Barbee Lake,SO-SO,8.1,476,713,21,7.7,31.33822082,20.5179726,10.82024822,Yes,740.1810227,754.988,-14.80697726,Yes,488.5222869,404.5254099,83.99687704,Yes,8.539411852,8.389223447,0.150188405,No,532.26,Sedimentary,46,0.184312002,29.17196164,158.2748888,77.21117652,8.011405015,1.701382127,65.63914706,69.19977151,3.95965995
NLA06608-2972,1,YES,NO,Short core,4,IV,Natural,1,E,SPL,PROB_Lake,NE,Rat Lake,TRASH,9.2,191,5350,347,15.93,257.9896871,319.4688044,-61.47911731,Yes,3335.531375,2755.853444,579.677931,Yes,467.8256061,428.1060942,39.71951192,Yes,8.811578517,8.724211304,0.087367212,No,3070.94,Sedimentary,21,0.149846776,5.613141938,37.45921067,0,0,0,0,0,0.499111631
NLA06608-3484,1,YES,NO,Short core,4,IV,Natural,1,E,SPL,PROB_Lake,NE,,SO-SO,9.3,848,4319,180,38.16,166.1160635,126.4458869,39.67017657,Yes,3286.382128,2739.480206,546.901922,Yes,846.9286608,654.5528612,192.3757995,Yes,8.76181722,8.911353442,-0.149536221,No,2802,Granitic,21,2.232827311,248.0087617,111.0738661,0.135427351,0.135427351,0.005738447,0,0,9.764541554
NLA06608-MN:06-0002,1,YES,NO,Ag watershed; ecoregion 6?,6,VI,Natural,1,E,TPL,REF_Lake,MN,,SO-SO,8.5,968,2475,271,17.11,317.2385746,277.7998383,39.43873633,Yes,3765.076748,3071.331327,693.7454209,Yes,1303.453512,509.6044933,793.8490189,Yes,8.79794011,8.767351356,0.030588754,No,1272.22,Volcanic,80,0.898367926,56.44900136,62.83505869,58.33561243,4.65378748,0.164515251,53.22068371,53.68182495,12.66019636
NLA06608-MN:51-0063,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,E,TPL,REF_Lake,MN,,SO-SO,8.4,744,1174,140,7.45,176.0928152,137.7501486,38.34266656,Yes,1914.92126,1799.078627,115.8426332,Yes,811.9709866,549.9525046,262.018482,Yes,8.707558217,8.490329852,0.217228364,No,45.85,Sedimentary,59,0.663509224,4.416385613,6.65610281,80.16405554,5.655143976,0.669110228,72.38015933,74.50891157,2.456848753
NLA06608-MN:87-0030,1,YES,NO,Short core,6,VI,Natural,1,E,TPL,REF_Lake,MN,,SO-SO,8.8,1218,1987,82,13.31,445.2084094,365.6931896,79.51521981,Yes,4693.247543,3922.743699,770.5038447,Yes,1001.133397,419.4459437,581.6874533,Yes,8.52364798,8.598926362,-0.075278381,No,234.15,Sedimentary,29,0.100550361,5.149634404,51.2144794,91.83500094,5.237552851,0.939023887,86.59744809,86.59744809,1.164184928
NLA06608-OH:19,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,C,TPL,REF_Lake,OH,,SO-SO,9.3,201,500,17,5.85,12.29542751,19.78362157,-7.488194054,Yes,485.6485259,682.392,-196.7434741,Yes,262.930005,266.8033781,-3.87337308,Yes,8.386662852,8.442360951,-0.055698099,No,242.59,Sedimentary,53,31.04866649,270.4511469,8.710555959,72.23428674,17.9389785,2.750643369,7.055998208,54.29530825,1.1959319
NLA06608-OH:22,1,YES,NO,"High Ag - >70%,Reg 6",6,VI,Natural,1,C,TPL,REF_Lake,OH,,SO-SO,8.1,708,244,3,2.42,11.98977117,9.195304571,2.794466596,Yes,409.6350235,396.516,13.11902351,Yes,597.3901745,369.5629672,227.8272074,Yes,8.242059705,8.439082805,-0.1970231,No,284.71,Sedimentary,56,0.470075111,36.16669031,76.93810936,78.9735192,78.05284345,39.07757038,0,0.920675742,0
NLA06608-R7103,1,YES,NO,Short core; May be OK since no LU disturb,4,IV,Natural,1,E,SPL,REF_Lake,NE,,TRASH,9.4,325,9359,839,27.8,325.92163,192.9337565,132.9878735,Yes,3370.004226,1874.931048,1495.073178,Yes,260.9495533,106.9457229,154.0038303,Yes,8.628376007,8.349578487,0.27879752,No,730.78,Sedimentary,44,0.102933225,2.884627962,28.02426492,0,0,0,0,0,19.04210474
NLA06608-R7104,1,YES,NO,Short core,4,IV,Natural,1,E,SPL,REF_Lake,NE,,SO-SO,9.6,385,4166,1719,33.43,195.6698291,149.7904534,45.87937569,Yes,1821.241841,1865.694014,-44.45217245,Yes,276.6262019,267.3198273,9.306374637,Yes,8.632465917,8.558699873,0.073766044,No,60.03,Sedimentary,65,7.447109808,1667.525043,223.9157319,0,0,0,0,0,5.572241588
NLA06608-R715,1,YES,NO,Short core,6,VI,Man-made,2,C,TPL,REF_Lake,IA,,SO-SO,8.9,501,1205,54,5.55,34.54615041,32.97935777,1.566792636,No,794.1870455,669.191,124.9960455,Yes,428.5394579,426.4485713,2.090886595,Yes,8.4789235,8.480622787,-0.001699287,No,6.71,Granitic,59,0.673890802,39.63486572,58.81496763,52.4383774,40.80529026,28.45632084,0,11.63308714,1.789705713
NLA06608-R716,1,YES,NO,Short core,6,VI,Natural,1,E,TPL,REF_Lake,IA,,SO-SO,8.6,701,544,23,3.99,17.64382059,19.49728564,-1.853465046,No,636.6540797,565.0460433,71.60803641,Yes,391.2337011,302.4746884,88.75901266,Yes,8.257522536,8.389531682,-0.132009146,No,485.13,Sedimentary,46,0.20769784,0.870605299,4.191691633,0,0,0,0,0,12.99986473
NLA06608-0006,1,YES,UNCERTAIN,"Reservior, creation date unknown",14,XIV,Man-made,2,B,NAP,PROB_Lake,CT,Morris Reservoir,REF,7.985,76,203.5,5.5,3.16,8.74742,3.772565266,4.974854734,Yes,368.8574661,167.0288021,201.828664,Yes,120.1349425,52.14268948,67.99225306,Yes,7.811089468,7.514697719,0.296391749,No,390.86,Volcanic,51,0.254746652,9.127280415,35.82885325,24.66705266,6.008641032,0.749455587,1.018046606,18.65841163,1.364615663
NLA06608-0014,1,YES,UNCERTAIN,"Ag, row crops, but lots non-ag as well, but proba",6,VI,Natural,1,E,TPL,PROB_Lake,ND,,TRASH,9.4,8673.5,4301.5,175,41.27,586.1050192,210.1702135,375.9348057,Yes,7423.480402,3150.94421,4272.536192,Yes,42385.20988,3422.342594,38962.86729,Yes,8.290952406,8.874097902,-0.583145496,No,271.91,Sedimentary,58,0.47275263,7.912854911,16.73783372,,,,,,
NLA06608-0029,1,YES,UNCERTAIN,"ag, urb, very near Ches B; green",14,XIV,Man-made,2,D,CPL,PROB_Lake,DE,Red Mill Pond,SO-SO,8.6,144.5,2126,204.5,4.12,47.58171897,27.51602003,20.06569895,Yes,996.2976127,418.2401688,578.0574438,Yes,165.3260075,55.70602785,109.6199797,Yes,7.798649466,6.648776779,1.149872687,Yes,86.43,Sedimentary,83,0.258657548,12.49866165,48.32127175,72.77079232,10.06398907,5.434234436,45.10414582,62.70680325,3.127348641
NLA06608-0048,1,YES,UNCERTAIN,Reservoir / man made; looks dredged.  Not oxbow,10,X,Natural,1,D,CPL,PROB_Lake,MO,Nolen Blue Hole,SO-SO,8.45,232.5,888.5,97.5,4.77,50.13701268,149.8883187,-99.75130597,Yes,582.1652223,1067.939355,-485.7741323,Yes,262.5206213,167.967361,94.55326035,Yes,7.765158715,7.808086247,-0.042927532,No,564.78,Sedimentary,46,8.571949361,107.094389,12.49358629,54.60459418,12.37998896,0,42.22460522,42.22460522,19.23319714
NLA06608-0064,1,YES,UNCERTAIN,,5,V,Natural,1,E,NPL,PROB_Lake,MT,Fitzpatrick Lake,TRASH,8.85,2756.5,3514.5,1689,33.65,285.1458434,112.7160245,172.429819,Yes,1485.226022,1166.114308,319.1117146,Yes,537.4178745,628.656826,-91.23895156,Yes,8.76470843,8.339904207,0.424804223,No,541.69,Sedimentary,42,0.61073404,45.63088316,74.71481883,72.90447438,0.929021765,0,71.97545262,71.97545262,0
NLA06608-0083,1,YES,UNCERTAIN,"Core short, but w-shed rel undisturbed",5,V,Natural,1,E,NPL,PROB_Lake,ND,,SO-SO,8.885,4489.5,3967,55,38.85,32.04355786,63.28048233,-31.23692447,Yes,2735.516434,3391.303299,-655.7868648,Yes,5385.471499,8564.833998,-3179.362499,Yes,8.957760759,8.981681227,-0.023920468,No,894.9,Sedimentary,26,65.59393554,51513.01999,785.3320519,35.98862712,2.370647205,0.023184814,20.55333738,33.61797992,2.335869984
NLA06608-0139,1,YES,UNCERTAIN,Lots of ag; big watershed source,7,VII,Natural,1,E,UMW,PROB_Lake,IN,Palestine Lake,SO-SO,8.1,497,763,33,8.21,164.4147227,139.4053729,25.00934979,Yes,2080.242431,1716.034671,364.2077599,Yes,458.851642,330.8754371,127.9762049,Yes,8.480978013,8.747599057,-0.266621044,No,258.46,Sedimentary,53,12.9336011,832.0131662,64.32958304,85.12076077,5.866384271,0.872832478,73.96631796,79.2543765,1.700538922
NLA06608-0141,1,YES,UNCERTAIN,?Reservoir lots of ag,14,XIV,Man-made,2,D,CPL,PROB_Lake,DE,Noxontown Pond,SO-SO,7.9,215,975,73,3.4,54.33580616,54.67425504,-0.338448885,No,1055.100465,1039.217677,15.88278767,Yes,175.1226824,190.9450721,-15.82238975,Yes,8.251229712,8.332443072,-0.08121336,No,322.66,Sedimentary,70,0.430431137,12.38177893,28.76599268,77.82560705,2.617296784,1.16506628,58.51586416,75.20831026,6.473502078
