SITE_ID,VISIT_NO,SAMPLED_CORE,DATECORE,SAMPLED_INF,INDXSAMP_INF,SAMPLE_CATEGORY,SAMPLE_ID_TOP,SAMPLE_ID_BOT,FLAG_FLD_CORE,COMMENT_FLD_CORE,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,CORE_LENGTH,CORE_CONFIDENCE,COMMENT_CONFIDENCE,SITE_TYPE,LAKE_SAMP,LAKE_ORIGIN
NLA06608-0113,1,YES (Both),7/16/2007,YES,YES,P,505577,505578,,,11.8214,8.747690531,3.073709469,Yes,425.5561128,300.6647297,124.891383,Yes,157.159678,97.50663024,59.6530478,Yes,8.277293782,8.121756799,0.155536983,No,36.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0115,1,YES (Both),7/18/2007,YES,YES,P,505177,505178,,,2.246143882,40.42730114,-38.18115725,Yes,384.5683111,2248.08,-1863.511689,Yes,448.299558,77.50567154,370.7938865,Yes,8.399846206,8.298020012,0.101826194,No,32.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0116,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0120,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0120,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0124,1,YES (Both),7/19/2007,YES,YES,P,512187,512188,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,405.517431,759.8776552,-354.3602243,Yes,5523.183118,6696.867877,-1173.684758,Yes,2623.204678,978.7208758,1644.483802,Yes,9.706160622,9.047619436,0.658541186,Yes,29,NO,Several signs of watershed dist; ag and grazing?,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0126,1,YES (Both),6/21/2007,YES,YES,P,503457,503458,F1,SAMPLE TAKEN AT BOTTOM,500.6388895,563.3667833,-62.72789381,Yes,5326.910946,4903.674102,423.2368447,Yes,1397.715311,638.265503,759.4498077,Yes,8.561977302,8.920760467,-0.358783165,No,25,NO,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0126,2,YES (Both),8/28/2007,NO LAB DATA,NO,P,517367,517368,,,,,,,,,,,,,,,,,,,26,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0127,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0128,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0128,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0129,1,YES (Both),7/21/2007,YES,YES,P,507727,507728,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,14.09437694,26.19954965,-12.10517271,Yes,374.638133,645.0465201,-270.408387,Yes,205.4429233,294.7044848,-89.26156155,Yes,8.321388255,8.619894237,-0.298505982,No,36,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0129,2,NO,9/16/2007,NO CORE SAMPLE,NO,P,509597,509598,K,COULD NOT GET A SEDIMENT SAMPLE AFTER MANY ATTEMPTS.,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0130,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0132,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0134,1,YES (Both),7/24/2007,YES,YES,P,508137,508138,,,3.35589,8.25927334,-4.90338334,Yes,186.577918,286.5764937,-99.99857566,Yes,72.90038453,75.74340339,-2.843018855,Yes,7.506579986,7.661195707,-0.154615721,No,43.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0137,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0139,1,YES (Both),7/11/2007,YES,YES,P,504418,504417,,,164.4147227,139.4053729,25.00934979,Yes,2080.242431,1716.034671,364.2077599,Yes,458.851642,330.8754371,127.9762049,Yes,8.480978013,8.747599057,-0.266621044,No,345,UNCERTAIN,Lots of ag; big watershed source,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0140,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0141,1,YES (Both),8/23/2007,YES,YES,P,505348,505347,,,54.33580616,54.67425504,-0.338448885,No,1055.100465,1039.217677,15.88278767,Yes,175.1226824,190.9450721,-15.82238975,Yes,8.251229712,8.332443072,-0.08121336,No,56,UNCERTAIN,?Reservoir lots of ag,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0142,1,YES (Both),8/13/2007,YES,YES,P,514847,514848,,,9.476815222,13.16002129,-3.68320607,Yes,307.4409776,438.456,-131.0150224,Yes,113.8291741,109.7369979,4.09217626,Yes,8.208803735,8.015925637,0.192878098,No,28.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0144,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0144,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0148,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0149,1,YES (Both),7/18/2007,YES,YES,P,505657,505658,,,9.88305,9.252541319,0.630508681,No,381.7927711,364.4275564,17.36521467,Yes,239.16801,71.57885559,167.5891544,Yes,8.550471752,7.671156149,0.879315603,Yes,41,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0150,1,YES (Both),8/2/2007,YES,YES,P,509937,509938,,,23.3797,8.10985916,15.26984084,Yes,599.0895916,311.1143105,287.9752811,Yes,161.7335176,130.1249995,31.60851813,Yes,8.338349213,8.111569881,0.226779332,No,58,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0152,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0153,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0155,1,YES (Both),7/31/2007,YES,YES,P,503868,503867,,,44.64293498,181.8817554,-137.2388205,Yes,1007.244918,2035.045265,-1027.800346,Yes,836.9362944,662.7182906,174.2180039,Yes,8.479328503,8.659183812,-0.179855309,No,46.5,UNCERTAIN,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0158,1,YES (Both),9/5/2007,YES,YES,P,511698,511697,,,33.84417515,15.9663606,17.87781455,Yes,702.6085984,570.86,131.7485984,Yes,46.59444928,74.76018632,-28.16573705,Yes,7.76040607,7.970052101,-0.20964603,No,19.5,UNCERTAIN,"Some urb and logging; core short, but should be OK",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0161,1,YES (Both),8/15/2007,YES,YES,P,513687,513688,,,81.44190114,60.57845158,20.86344956,Yes,2122.848941,1192.642782,930.2061584,Yes,478.0167894,277.4360345,200.5807549,Yes,8.578386177,8.271979802,0.306406375,No,31,YES,Lots of urban development; hydrologic modification,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0162,1,YES (Both),8/28/2007,YES,YES,P,509557,509558,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,19.8054,25.40844898,-5.603048984,Yes,468.8823869,352.1486212,116.7337657,Yes,47.99574774,36.95658669,11.03916105,Yes,6.040141517,6.215704625,-0.175563108,No,31,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0167,1,YES (Both),7/23/2007,YES,YES,P,506747,506748,,,271.9918736,105.5873505,166.404523,Yes,4164.183068,1465.479638,2698.703431,Yes,1531.724572,157.5853831,1374.139189,Yes,8.791009635,8.217262531,0.573747104,No,38,UNCERTAIN,High Ag watershed; green color lake,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0167,2,YES (Both),8/29/2007,NO LAB DATA,NO,P,509817,509818,,,,,,,,,,,,,,,,,,,36,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0168,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0169,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0169,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0170,1,YES (Both),9/21/2007,YES,YES,P,517447,517448,,,10.70618849,12.68822784,-1.982039356,No,533.0662812,966.0578913,-432.9916101,Yes,158.9406544,329.3508256,-170.4101713,Yes,8.312913101,8.377319403,-0.064406301,No,44,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0173,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0174,1,YES (Both),7/25/2007,YES,NO,P,506287,506288,,,36.49395198,62.77872443,-26.28477245,Yes,952.5019702,1108.92,-156.4180298,Yes,550.8761002,472.5629936,78.31310658,Yes,8.689272027,8.769051998,-0.079779971,No,36,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0174,2,YES (Both),8/28/2007,NO LAB DATA,NO,P,515378,515377,IM1,THIS IS A VISIT 2 AND TEAM LISTED SAMPLE TYPE AS D (DUPLICATE) AND THE DUPLICATE AS R (REPLICATE). IM CHANGED TO P FOR PRIMARY. PER KELLY O'HARA,,,,,,,,,,,,,,,,,56,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0175,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0176,1,YES (Both),9/7/2007,YES,YES,P,516277,516278,,,128.3110599,221.3074167,-92.9963568,Yes,920.6539726,1034.535656,-113.8816831,Yes,316.7607773,90.50022643,226.2605509,Yes,7.806768248,7.462906412,0.343861836,No,34,UNCERTAIN,"?Oxbow-l; long, thin. Brown-flooded",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0177,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0179,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0179,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0180,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0181,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0183,1,YES (Both),7/25/2007,YES,YES,P,505167,505168,,,47.84872488,34.27695869,13.57176619,Yes,948.0339446,819.459,128.5749446,Yes,287.5327565,230.5867665,56.94599006,Yes,8.49546047,8.511052705,-0.015592235,No,36.5,UNCERTAIN,"forest, ag, shoreline dev",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0184,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0185,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0189,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0189,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0190,1,YES (Both),8/14/2007,YES,YES,P,507697,507698,,,27.65577852,62.76497135,-35.10919283,Yes,745.2350737,1274.81,-529.5749263,Yes,96.6890167,54.23295774,42.45605896,Yes,8.270142466,7.904931905,0.365210561,No,55,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0191,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0193,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0195,1,YES (Both),6/12/2007,YES,YES,P,503447,503448,,,293.205016,563.019195,-269.814179,Yes,2621.651359,5112.113036,-2490.461677,Yes,1704.077384,3670.070092,-1965.992708,Yes,8.466125154,8.821543444,-0.35541829,No,18,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0196,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0198,1,YES (Both),7/24/2007,YES,YES,P,510657,510658,,,13.41531903,1.461895603,11.95342343,Yes,434.8149857,48.11772651,386.6972592,Yes,107.1936964,294.9989853,-187.8052889,Yes,7.919006418,7.738550845,0.180455573,No,54,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0201,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0203,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0204,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0207,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0207,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0208,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0209,1,YES (Both),7/19/2007,YES,YES,P,506208,506207,,,55.37516381,18.4354229,36.93974091,Yes,662.0986517,352.1385694,309.9600822,Yes,193.32176,115.1818937,78.13986634,Yes,8.744337945,8.294082291,0.450255655,No,11,UNCERTAIN,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0209,2,YES (Both),9/27/2007,NO LAB DATA,NO,P,517747,517748,,,,,,,,,,,,,,,,,,,28.5,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0211,1,YES (Both),8/7/2007,YES,YES,P,511777,511778,,,37.03542271,14.01240597,23.02301675,Yes,1657.027615,668.2386159,988.7889988,Yes,374.5334819,444.7020478,-70.16856588,Yes,8.780840279,8.678202521,0.102637758,No,22,UNCERTAIN,Riparian edge; wetlands; upstream lakes; shrt core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0212,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0215,1,YES (Both),8/22/2007,YES,YES,P,510257,510258,,,29.97178517,83.69229477,-53.72050959,Yes,762.0779561,1045.92,-283.8420439,Yes,314.1618327,399.3992158,-85.23738311,Yes,8.498809925,8.420721738,0.078088187,No,41,UNCERTAIN,Lots resid; some AG,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0216,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0217,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0219,1,YES (Both),8/1/2007,YES,YES,P,511577,511578,,,36.65808123,32.41642818,4.241653057,Yes,1322.086498,881.931,440.1554976,Yes,190.5165198,319.9988197,-129.4822999,Yes,8.116394989,8.428145468,-0.31175048,No,35,YES,"Ag, but lots resid dev - good wat qual?",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0220,1,YES (Both),8/2/2007,YES,YES,P,513357,513358,,,789.3063136,755.5637528,33.74256089,Yes,8092.430872,7063.843721,1028.587151,Yes,1544.549729,969.8678972,574.6818315,Yes,8.972678243,8.763000563,0.209677681,No,41,YES,OK; little disturbance other than road,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0221,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0222,1,YES (Both),6/27/2007,YES,YES,P,503657,503658,,,177.000598,166.2482156,10.75238244,Yes,2870.289948,1377.217656,1493.072292,Yes,820.8420578,557.5477105,263.2943473,Yes,8.774725691,8.524567311,0.25015838,No,10,NO,Short core,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0223,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0223,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0224,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0224,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0225,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0225,2,NO,,NO CORE SAMPLE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0226,1,YES (Both),7/9/2007,YES,YES,P,508468,508467,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,9.13283,7.83597078,1.29685922,No,343.9764076,271.3245674,72.65184022,Yes,41.82189161,28.68345165,13.13843996,Yes,6.687514227,6.614330356,0.073183871,No,9,NO,"Reservoir, core too short",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0228,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0228,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0229,1,YES (Both),9/13/2007,YES,YES,P,517427,517428,,,4.44667,7.051997351,-2.605327351,Yes,186.1610666,208.0785665,-21.91749992,Yes,37.08115102,39.81742562,-2.736274601,Yes,6.953474553,6.78071994,0.172754613,No,30,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0234,1,YES (Both),8/23/2007,YES,YES,P,515567,515568,,,29.64954605,4.811145119,24.83840093,Yes,906.8708686,255.945,650.9258686,Yes,179.9349593,31.99300413,147.9419552,Yes,8.094364986,7.274629968,0.819735018,Yes,41.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0235,1,YES (Both),7/16/2007,YES,YES,P,514998,514997,,,13.9398188,11.92074653,2.019072278,No,674.4769958,512.902,161.5749958,Yes,607.338468,246.3499356,360.9885324,Yes,8.501576715,8.323956922,0.177619793,No,47,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0237,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0237,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0238,1,YES (Both),7/11/2007,YES,YES,P,503637,503638,,,9.096148152,9.557292784,-0.461144632,No,390.5670669,422.381,-31.81393313,Yes,279.1370234,191.7679883,87.36903509,Yes,8.382128784,8.228220654,0.15390813,No,33,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0239,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0240,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0241,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0242,1,YES (Both),8/2/2007,YES,YES,P,513537,513538,,,21.116,20.59319543,0.522804573,No,351.8398499,286.8690952,64.97075466,Yes,65.7922994,38.75012507,27.04217433,Yes,7.056728255,6.561555249,0.495173006,No,22,UNCERTAIN,"Reservoir, mostly forest, wetland",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0243,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0244,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0245,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0247,1,YES (Both),7/17/2007,YES,YES,P,512778,512777,K,,223.2982583,359.7212938,-136.4230354,Yes,2330.937044,2595.248214,-264.3111704,Yes,1071.905774,926.4313009,145.4744729,Yes,8.716260344,8.623099346,0.093160998,No,18,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0253,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0254,1,YES (Both),6/21/2007,YES,YES,P,506548,506547,F1,TOO SANDY FOR A FULL CORE,158.095633,259.8214929,-101.7258599,Yes,2005.930018,3445.780965,-1439.850947,Yes,1201.090096,1160.03214,41.05795611,Yes,8.532005581,8.893806342,-0.361800761,No,10,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0255,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0257,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0259,1,YES (Both),6/14/2007,YES,YES,P,515137,515138,F1,"21CM CORE, HAND PUSHED IN LITTORAL",291.3383783,228.508358,62.83002021,Yes,2575.382207,1548.424841,1026.957366,Yes,1112.72626,957.0697477,155.6565123,Yes,8.638706703,8.549747621,0.088959082,No,21,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0260,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0268,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0271,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0275,1,YES (Both),6/21/2007,YES,YES,P,515157,515158,,,387.1575171,233.5863893,153.5711278,Yes,3259.224111,2498.590303,760.6338077,Yes,3593.244578,3647.713747,-54.4691682,Yes,8.462794839,8.68928536,-0.226490521,No,22,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0276,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0277,1,NO,7/20/2007,NO CORE SAMPLE,YES,P,502977,502978,K,NO CORE POSSIBLE,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0279,1,YES (Both),8/8/2007,YES,YES,P,502117,502118,,,24.95090805,106.361136,-81.41022792,Yes,735.055528,1733.7652,-998.7096723,Yes,414.7925012,340.6573076,74.13519351,Yes,8.579232752,8.633351994,-0.054119242,No,45,NO,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0280,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0281,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0283,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0284,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0285,1,YES (Both),7/24/2007,YES,YES,P,504587,504588,,,77.68985473,18.33054576,59.35930897,Yes,1025.426323,490.2035217,535.2228014,Yes,151.1751426,133.9802516,17.19489099,Yes,7.79464642,7.297048432,0.497597988,No,41.5,UNCERTAIN,?,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0286,1,NO,8/8/2007,NO CORE SAMPLE,YES,P,509567,509568,K,SEDIMENTS VERY HARD - CORE TIPPED OVER REPEATED ATTEMPTS = 20X W/O SUCCESS,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0290,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0290,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0291,1,YES (Both),7/11/2007,YES,YES,P,505147,505148,,,21.14584505,42.1274598,-20.98161475,Yes,546.5955708,393.13,153.4655708,Yes,276.6675743,329.2909798,-52.6234054,Yes,8.340093538,8.2492474,0.090846138,No,29.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0293,1,YES (Both),7/25/2007,YES,YES,P,508827,508828,,,7.49784,25.09807647,-17.60023647,Yes,401.7834649,718.8833857,-317.0999208,Yes,223.8279878,183.6569445,40.17104327,Yes,8.608491398,8.235128021,0.373363377,No,38,UNCERTAIN,"Lots of urbanization;  looks like natural basin, u",PROB_Lake,Target_Sampled,NATURAL
