SITE_ID,YEAR,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED,DATE_COL,SAMPLE_CATEGORY,DATECHEM,SAMPLED_CHEM,INDXSAMP_CHEM,PH_FIELD,PH_FIELD_DEPTH,SAMPLE_DEPTH,SAMPLE_ID_CHEM,LAB_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NTL_PPM,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CL_PPM,CL,CL_FLAG,CL_RL_ALERT,NO3N_PPM,NO3,NO3_FLAG,NO3_RL_ALERT,SO4_PPM,SO4,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA,CA_FLAG,CA_RL_ALERT,MG_PPM,MG,MG_FLAG,MG_RL_ALERT,NA_PPM,NA,NA_FLAG,NA_RL_ALERT,K_PPM,K,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,H,OH,NH4ION,CATSUM,ANSUM2,ANDEF2,SOBC,BALANCE2,ORGION,CONCAL2,CONDHO2,DAY_SHIP,DAYSHIP_ALERT,DATE_RECEIVED,DATE_FILTERED,DATEFILT_ALERT,PHLAB_HT,PHLAB_HT_ALERT,COND_HT,COND_HT_ALERT,ANC_HT,ANC_HT_ALERT,TURB_HT,TURB_HT_ALERT,TOC_HT,TOC_HT_ALERT,DOC_HT,DOC_HT_ALERT,NH4_HT,NH4_HT_ALERT,NO3NO2_HT,NO3NO2_HT_ALERT,NTL_HT,NTL_HT_ALERT,PTL_HT,PTL_HT_ALERT,CL_HT,CL_HT_ALERT,NO3_HT,NO3_HT_ALERT,SO4_HT,SO4_HT_ALERT,CA_HT,CA_HT_ALERT,MG_HT,MG_HT_ALERT,NA_HT,NA_HT_ALERT,K_HT,K_HT_ALERT,COLOR_HT,COLOR_HT_ALERT,SIO2_HT,SIO2_HT_ALERT,COM_FIELD_PH,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM,COMMENT_IM_CHEM,INDXSAMP_CHLA,DATECHLA,SAMPLED_CHLA,CHLA,SAMPLE_ID_CHLA,LAB_ID_CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,COMMENT_LAB_CHLA,CHLA_HT_ALERT,CHLA_HT,DATESECCHI,SAMPLED_SECCHI,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,VISIT_ID,FLAG_SECCHI
NLA06608-0012,2007,2,PROB_Lake,Target_Sampled,Yes,9/18/2007,P,9/18/2007,YES,NO,7.78,0.1,0.4,516811,0711305,8.31,,229.8,,N,1857.95,,45.1,,N,6.44,,N,6.14,,N,0.016,1.142288,<RL (0.02),Y,0.136,,N,1.052,1052,,N,142,,N,7.669,216.311814,,N,0.155,11.065915,,N,7.358,153.19356,,N,19.88,992.012,,N,8.805,724.54584,,N,6.97,303.1783417,,N,4.123,105.4523218,,N,23,,N,3.247,,N,0.005,2.042,1.036246882,2126.23,2238.53,-112.3,2125.19,-2.57,61.23,232.95,218.92,2,N,9/20/2007,9/20/2007,N,2,N,2,N,2,N,2,N,134,Y,90,Y,10,N,9,Y,24,N,24,N,6,N,6,N,6,N,205,Y,205,Y,205,Y,205,Y,2,N,9,Y,,,,,NO,9/18/2007,YES,21.28,516812,0711305,N,,,,,N,21,9/18/2007,YES,0.27,,,7486,
NLA06608-0013,2007,1,PROB_Lake,Target_Sampled,Yes,9/4/2007,P,9/4/2007,YES,YES,5.6,0.5,1.2,517181,0711135,5.64,,47.52,,N,14.87,,4.21,,N,6.12,,N,4.79,,N,0.01,0.71393,<RL (0.02),Y,0.005,<RL (0.02),Y,0.384,384,,N,28,,N,7.836,221.022216,,N,0.005,0.5,<RL (0.02),Y,5.285,110.0337,,N,1.732,86.4268,,N,0.736,60.563968,,N,4.118,179.123158,,N,0.719,18.3895754,,N,19,,N,3.103,,N,2.291,0.004,0.713773839,347.51,348.22,-0.71,344.5,-0.1,41.91,45.96,41.05,2,N,9/6/2007,9/6/2007,N,2,N,2,N,2,N,2,N,91,Y,42,Y,22,N,6,N,10,N,10,N,170,Y,170,Y,170,Y,205,Y,205,Y,205,Y,205,Y,2,N,6,N,,,,,YES,9/4/2007,YES,16.027,517182,0711135,N,,,IM,Vol. Filt. Chg (missing).,N,10,9/4/2007,YES,0.65,,,7487,
NLA06608-0013,2007,2,,,Yes,9/14/2007,D,9/14/2007,,,5.9,0.5,2,517661,0711247,5.6,,48.74,,N,12.48,,3.59,,N,5.96,,N,4.29,,N,0.009,0.642537,,Y,0,,Y,0.233,233,,N,20,,N,7.668,216.283608,,N,0,0,,Y,5.255,109.4091,,N,1.642,81.9358,,N,0.71,58.42448,,N,3.956,172.0765452,,N,0.66,16.880556,,N,11,,N,2.645,,N,1.259,0.008,0.642281297,331.22,339.43,-8.21,329.32,-1.22,38.9,44.18,39.33,3,,9/15/2007,9/17/2007,,1,N,3,N,3,N,3,N,130,Y,38,Y,14,N,6,N,6,N,6,N,6,N,6,N,6,N,199,Y,199,Y,199,Y,199,Y,4,Y,6,N,,,,,NO,9/14/2007,YES,9.024,517662,0711247,N,,,,,N,7,,,,,,7488,
NLA06608-0013,2007,2,PROB_Lake,Target_Sampled,Yes,9/14/2007,P,9/14/2007,YES,NO,5.9,0.5,2,516941,0711249,5.62,,48.51,,N,17.77,,4.15,,N,5.96,,N,4.41,,N,0.013,0.928109,<RL (0.02),Y,0.005,<RL (0.02),Y,0.264,264,,N,20,,N,7.754,218.709324,,N,0.016,1.142288,,Y,5.274,109.80468,,N,1.669,83.2831,,N,0.721,59.329648,,N,4.026,175.1213779,,N,0.713,18.2361158,,N,21,,N,2.619,,N,2.399,0.004,0.927915126,339.3,349.83,-10.53,335.97,-1.53,38.46,45.57,40.68,3,Y,9/15/2007,9/17/2007,Y,1,N,3,N,3,N,3,N,130,Y,38,Y,14,N,6,N,6,N,6,N,7,N,7,N,7,N,199,Y,199,Y,199,Y,199,Y,4,Y,6,N,,,,,NO,9/14/2007,YES,8.8,516942,0711249,N,,,,,N,7,9/14/2007,YES,1.05,,,7488,
NLA06608-0014,2007,1,PROB_Lake,Target_Sampled,Yes,8/6/2007,P,8/6/2007,YES,YES,9.4,0.5,1.4,512401,0710708,9.39,,8722,,N,29010.66,,7.1,,N,43.8,,N,41.27,,N,0.036,2.570148,,N,0.005,<RL (0.02),Y,4.147,4147,,N,175,,N,463.285,13067.41671,,N,0.005,0.5,<RL (0.02),Y,3005.365,62571.6993,,N,8.905,444.3595,,N,83.37,6860.35056,,N,2037,88604.63157,,N,37.83,967.562778,,N,29,,N,7.661,,N,0,24.547,1.152377651,96878.06,104649.78,-7771.72,96876.9,-3.86,412.54,12196.18,6887.14,2,N,8/8/2007,8/8/2007,N,2,N,2,N,102,Y,2,N,18,Y,134,Y,3,N,2,N,65,Y,30,Y,156,Y,151,Y,158,Y,283,Y,283,Y,283,Y,283,Y,3,N,2,N,,,,,YES,8/6/2007,YES,8.748,512402,0710708,N,,,,,N,25,8/6/2007,YES,0.85,,,7489,
NLA06608-0014,2007,2,,,Yes,8/23/2007,D,8/23/2007,,,9.4,0.5,1.2,503241,0711003,9.35,,8635,,N,28705.71,,6.81,,N,43.9,,N,40.53,,N,0.039,2.784327,,N,0,,Y,4.325,4325,,N,161,,N,446.166,12584.5582,,N,0.495,35.339535,,N,2825.403,58824.89046,,N,8.996,448.9004,,N,84.82,6979.66816,,N,1765,76773.28165,,N,28.26,722.794716,,N,20,,N,7.712,,N,0,25.119,1.232571673,84925.88,100150.5,-15224.62,84924.64,-8.23,405.15,11244.73,6501.66,2,,8/25/2007,8/25/2007,,2,N,2,N,85,Y,2,N,76,Y,117,Y,8,N,6,N,50,Y,21,N,174,Y,167,Y,181,Y,180,N,180,N,279,Y,180,N,2,N,6,N,,,,,NO,8/23/2007,YES,24.48,505202,0711004,N,,,,,N,20,,,,,,7490,
NLA06608-0014,2007,2,PROB_Lake,Target_Sampled,Yes,8/23/2007,P,8/23/2007,YES,NO,9.4,0.5,1.2,505201,0711004,9.35,,8625,,N,28669.46,,6.18,,N,43.84,,N,40.88,,N,0.039,2.784327,,N,0.005,<RL (0.02),Y,4.456,4456,,N,175,,N,448.958,12663.30935,,N,0.005,0.5,<RL (0.02),Y,2813.924,58585.89768,,N,8.266,412.4734,,N,87.1,7167.2848,,N,1792,77947.71712,,N,28.64,732.513824,,N,24,,N,7.76,,N,0,22.387,1.312094857,86261.3,99918.67,-13657.37,86259.99,-7.34,408.63,11294.38,6527.06,2,N,8/25/2007,8/25/2007,N,2,N,2,N,85,Y,2,N,76,Y,117,Y,8,N,6,N,50,Y,21,N,174,Y,167,Y,181,Y,279,Y,180,N,279,Y,180,N,2,N,6,N,,,ANC very high (rwahl).,,NO,8/23/2007,YES,20.52,503242,0711003,N,,,,,N,20,8/23/2007,YES,0.63,,,7490,
NLA06608-0015,2007,1,PROB_Lake,Target_Sampled,Yes,7/10/2007,P,7/10/2007,YES,YES,7.9,1,0.68,504781,0710265,8.36,,743.6,,N,2896.42,,32.7,,N,3.78,,N,3.78,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.47,470,,N,109,,N,53.344,1504.620864,,N,0.005,0.5,<RL (0.02),Y,143.325,2984.0265,,N,56.18,2803.382,,N,11.17,919.15696,,N,73.69,3205.338881,,N,5.379,137.5765314,,N,5,<RL (5),N,21.271,,N,0.004,2.291,1.02464053,7066.48,7385.07,-318.59,7065.45,-2.2,37.71,868.92,711.13,2,N,7/12/2007,7/12/2007,N,3,N,3,N,3,N,2,N,14,N,8,N,23,N,8,Y,38,Y,38,Y,108,Y,98,Y,108,Y,294,Y,294,Y,294,Y,294,Y,34,Y,8,Y,,,,,YES,7/10/2007,YES,20,504782,0710265,N,,,,,N,24,7/10/2007,YES,0.37,,,7491,
NLA06608-0015,2007,2,,,Yes,8/29/2007,D,8/29/2007,,,8.3,1,0.7,510091,0711069,8.47,,714.3,,N,3026.76,,19.1,,N,3.82,,N,3.51,,N,0.007,0.499751,,Y,0.001,,Y,0.454,454,,N,100,,N,51.536,1453.624416,,N,0,0,,Y,126.284,2629.23288,,N,56.82,2835.318,,N,11.12,915.04256,,N,72.52,3154.446677,,N,5.726,146.4516116,,N,5,,N,19.829,,N,0.005,1.995,0.454318039,7051.72,7109.62,-57.9,7051.26,-0.41,35,842.15,699.03,1,,8/30/2007,8/30/2007,,2,N,1,N,2,N,1,N,79,Y,47,Y,2,N,8,Y,15,N,15,N,175,Y,166,Y,175,Y,209,Y,209,Y,209,Y,209,Y,1,N,8,Y,,,,,NO,8/29/2007,YES,14.064,510092,0711069,N,,,,,N,16,,,,,,7492,
NLA06608-0015,2007,2,PROB_Lake,Target_Sampled,Yes,8/29/2007,P,8/29/2007,YES,NO,8.3,1,0.7,507681,0711072,8.41,,706.4,,N,3060.03,,17.7,,N,3.78,,N,3.94,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.423,423,,N,98,,N,51.412,1450.126872,,N,0.005,0.5,<RL (0.02),Y,129.849,2703.45618,,N,55.52,2770.448,,N,10.93,899.40784,,N,72.62,3158.796438,,N,5.752,147.1166032,,N,5,<RL (5),N,19.574,,N,0.004,2.57,0.569207058,6976.34,7213.62,-237.27,6975.77,-1.67,39.31,844.97,698.7,1,N,8/30/2007,8/30/2007,N,2,N,1,N,2,N,1,N,79,Y,110,Y,2,N,8,Y,15,N,15,N,175,Y,166,Y,175,Y,209,Y,209,Y,209,Y,209,Y,1,N,8,Y,,,,,NO,8/29/2007,YES,13.648,507682,0711072,N,,,,,N,16,8/29/2007,YES,0.38,,,7492,
NLA06608-0016,2007,1,PROB_Lake,Target_Sampled,Yes,6/27/2007,P,6/27/2007,YES,YES,8.3,1,1.06,514461,0710130,8.48,,1060,,N,3256.44,,16.5,,N,4.88,,N,4.69,,N,0.081,5.782833,,N,0.021,,N,0.49,490,,N,6,,N,48.2,1359.5292,,N,0.067,4.783331,,N,316.901,6597.87882,,N,65.75,3280.925,,N,28.23,2322.99024,,N,113.6,4941.328496,,N,11.44,292.596304,,N,5,<RL (5),N,6.956,,N,0.003,3.02,5.022610738,10842.87,11218.63,-375.77,10837.84,-1.7,46.8,1364.86,1034.86,1,N,6/28/2007,6/28/2007,N,6,Y,8,Y,6,N,2,N,14,N,13,N,35,Y,6,N,85,Y,85,Y,96,Y,5,N,101,Y,296,Y,296,Y,296,Y,296,Y,2,N,6,N,,,,,YES,6/27/2007,YES,13,514462,0710130,N,,,,,N,28,6/27/2007,YES,0.54,,,7493,
NLA06608-0016,2007,2,,,Yes,7/11/2007,D,7/11/2007,,,8.2,1,1,504741,0710282,8.47,,1085,,N,3028.77,,19.3,,N,4.77,,N,4.53,,N,0.034,2.427362,,N,0.031,,N,0.685,685,,N,39,,N,49.005,1382.23503,,N,0.135,9.638055,,N,319.686,6655.86252,,N,65.16,3251.484,,N,29.12,2396.22656,,N,109.4,4758.638534,,N,10.81,276.483046,,N,0,,Y,10.672,,N,0.006,1.585,2.248734147,10685.09,11076.51,-391.42,10682.83,-1.8,45.15,1352.82,1022.86,1,,7/12/2007,7/12/2007,,3,N,2,N,3,N,1,N,13,N,7,N,22,N,7,N,37,Y,37,Y,107,Y,105,Y,107,Y,293,Y,293,Y,293,Y,293,Y,33,Y,7,N,,,,,NO,7/11/2007,YES,16.64,504742,0710282,N,,,,,Y,30,,,,,,7494,
NLA06608-0016,2007,2,PROB_Lake,Target_Sampled,Yes,7/11/2007,P,7/11/2007,YES,NO,8.2,1,1,505401,0710281,8.47,,1091,,N,3046.58,,18.6,,N,4.87,,N,4.49,,N,0.031,2.213183,,N,0.03,,N,0.704,704,,N,39,,N,49.36,1392.24816,,N,0.02,1.42786,,N,326.021,6787.75722,,N,64.92,3239.508,,N,28.96,2383.06048,,N,108.7,4728.190207,,N,10.75,274.94845,,N,8,,N,10.597,,N,0.003,2.951,1.92800317,10627.64,11228.02,-600.38,10625.71,-2.75,44.81,1361.48,1025.94,1,N,7/12/2007,7/12/2007,N,3,N,2,N,3,N,1,N,13,N,7,N,22,N,7,N,37,Y,37,Y,331,Y,329,Y,331,Y,293,Y,293,Y,293,Y,293,Y,2,N,7,N,,,,,NO,7/11/2007,YES,16.64,505402,0710281,N,,,,,Y,30,7/11/2007,YES,0.5,,,7494,
NLA06608-0019,2007,1,PROB_Lake,Target_Sampled,Yes,6/11/2007,P,6/11/2007,YES,YES,8.38,0.5,0.6,502671,0710020,8.4,,3327,,N,8136.31,,45.5,,N,47.22,,N,44.99,,N,1.709,122.010637,,N,0.879,,N,7.047,7047,,N,801,,N,40.282,1136.194092,,N,0.819,58.470867,,N,1340.22,27903.3804,,N,41.05,2048.395,,N,69.48,5717.37024,,N,609.4,26507.44353,,N,41.6,1063.98656,,N,57,,N,26.392,,N,0.004,2.512,108.3676151,35445.57,37234.36,-1788.79,35337.2,-2.46,448.85,4524.08,2896.65,2,N,6/13/2007,6/13/2007,N,9,Y,8,Y,8,Y,4,Y,9,N,3,N,3,N,9,Y,119,Y,119,Y,9,Y,9,Y,115,Y,309,Y,309,Y,309,Y,309,Y,4,Y,9,Y,,,,,YES,6/11/2007,YES,4.032,502672,0710020,N,,,,,N,25,6/11/2007,YES,0.35,,VERY STIRRED,7496,
NLA06608-0019,2007,2,,,Yes,8/7/2007,D,8/7/2007,,,9.04,0.5,0.5,503881,0710746,9.15,,3952,,N,11426.86,,29.7,,N,55.69,,N,49.67,,N,0.086,6.139798,,N,0,,Y,5.603,5603,,N,1414,,N,48.685,1373.20911,,N,0,0,,Y,1488.675,30994.2135,,N,56.41,2814.859,,N,78.49,6458.78512,,N,728.5,31688.00889,,N,51.26,1311.056516,,N,45,,N,36.206,,N,0.001,10.965,3.96229789,42276.67,43794.28,-1517.61,42272.71,-1.76,496.33,5287.78,3379.38,2,,8/9/2007,8/9/2007,,3,N,2,N,3,N,2,N,22,Y,133,Y,20,N,6,N,64,Y,64,Y,153,Y,153,Y,157,Y,282,Y,282,Y,282,Y,282,Y,3,N,6,N,,,,,NO,8/7/2007,YES,45.888,503882,0710746,N,,,,,N,24,,,,,,7497,
NLA06608-0019,2007,2,PROB_Lake,Target_Sampled,Yes,8/7/2007,P,8/7/2007,YES,NO,9.04,0.5,0.5,504731,0710745,9.05,,3950,,N,11438.02,,33.8,,N,56.45,,N,50.6,,N,0.088,6.282584,,N,0.005,<RL (0.02),Y,6.578,6578,,N,1376,,N,49.663,1400.794578,,N,0.005,0.5,<RL (0.02),Y,1526.266,31776.85812,,N,56.66,2827.334,,N,78.82,6485.94016,,N,730.7,31783.70363,,N,50.93,1302.616238,,N,42,,N,36.697,,N,0.001,11.22,4.021225259,42403.62,44615.67,-2212.06,42399.59,-2.54,505.63,5359.39,3411.74,2,N,8/9/2007,8/9/2007,N,2,N,2,N,2,N,2,N,22,Y,133,Y,20,N,6,N,64,Y,64,Y,156,Y,153,Y,157,Y,282,Y,282,Y,282,Y,282,Y,3,N,6,N,,,,,NO,8/7/2007,YES,44.256,504732,0710745,N,,,,,N,24,8/7/2007,YES,0.55,,,7497,
NLA06608-0020,2007,1,PROB_Lake,Target_Sampled,Yes,6/11/2007,P,6/11/2007,YES,YES,8,1,1.5,515211,0710036,8.43,,214.1,,N,1757.12,,4.55,,N,5.41,,N,5.03,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.605,605,,N,30,,N,7.745,218.45547,,N,0.005,0.5,<RL (0.02),Y,11.625,242.0325,,N,25.2,1257.48,,N,7.356,605.310528,,N,3.239,140.8887588,,N,4.379,111.9999314,,N,17,,N,0.732,,N,0.004,2.692,1.006510069,2116.69,2217.61,-100.92,2115.68,-2.33,50.19,236.86,219.66,3,Y,6/14/2007,6/14/2007,N,11,Y,10,Y,11,Y,4,Y,9,N,3,N,16,N,9,Y,60,Y,60,Y,7,N,7,N,7,N,310,Y,310,Y,310,Y,310,Y,4,Y,9,Y,,,Bar Code changed from 998731 to 515211.,,YES,6/11/2007,YES,20.24,515212,0710036,N,,,,SAM_ID chg (998732),N,25,6/11/2007,YES,0.69,,,7498,
NLA06608-0020,2007,2,,,Yes,7/2/2007,D,7/2/2007,,,8.1,1,2,503431,0710191,8.33,,220.1,,N,1740.23,,3.98,,N,5.04,,N,4.68,,N,0.016,1.142288,,Y,0.003,,Y,0.444,444,,N,20,,N,7.642,215.550252,,N,0,0,,Y,11.243,234.07926,,N,26.19,1306.881,,N,7.41,609.75408,,N,3.166,137.7134333,,N,4.395,112.409157,,N,8,,N,1.237,,N,0.008,1.259,1.074490505,2167.84,2189.87,-22.03,2166.76,-0.51,46.62,238.08,221.2,1,,7/3/2007,7/3/2007,,8,Y,4,N,8,Y,1,N,14,N,14,N,27,N,1,N,91,Y,91,Y,99,Y,99,Y,99,Y,298,Y,298,Y,298,Y,298,Y,4,Y,1,N,,,,,NO,7/2/2007,YES,13.257,503432,0710191,N,,,,,Y,30,,,,,,7499,
NLA06608-0020,2007,2,PROB_Lake,Target_Sampled,Yes,7/2/2007,P,7/2/2007,YES,NO,8.1,1,2,503371,0710190,8.31,,219.4,,N,1737.82,,3.78,,N,5.11,,N,4.71,,N,0.017,1.213681,<RL (0.02),Y,0.005,<RL (0.02),Y,0.466,466,,N,20,,N,7.609,214.619454,,N,0.005,0.5,<RL (0.02),Y,11.205,233.2881,,N,26.37,1315.863,,N,7.515,618.39432,,N,3.147,136.8869787,,N,4.344,111.1047504,,N,11,,N,1.232,,N,0.005,2.042,1.101012312,2183.35,2185.73,-2.38,2182.25,-0.05,46.97,238.82,221.96,1,N,7/3/2007,7/3/2007,N,8,Y,4,N,8,Y,1,N,14,N,11,N,27,N,1,N,91,Y,91,Y,99,Y,99,Y,99,Y,298,Y,298,Y,298,Y,298,Y,4,Y,1,N,,,,,NO,7/2/2007,YES,13.029,503372,0710190,N,,,,,Y,30,7/2/2007,YES,1.07,,,7499,
NLA06608-0021,2007,1,PROB_Lake,Target_Sampled,Yes,7/27/2007,P,7/27/2007,YES,YES,7.9,1,2,504931,0710584,8.33,,366.8,,N,2238.28,,0.574,<RL (2),Y,2.74,,N,2.92,,N,0.012,0.856716,<RL (0.02),Y,0.139,,N,0.39,390,,N,7,,N,31.892,899.545752,,N,0.219,15.635067,,N,22.833,475.38306,,N,35.41,1766.959,,N,10.84,892.00192,,N,18.82,818.6250202,,N,1.897,48.5188102,,N,4,<RL (5),Y,3.054,,N,0.005,2.138,0.773799751,3526.88,3628.85,-101.97,3526.1,-1.42,29.12,404.7,371.12,3,Y,7/30/2007,7/30/2007,N,3,N,3,N,3,N,3,N,20,Y,17,Y,12,N,5,N,39,Y,39,Y,145,Y,143,Y,143,Y,290,Y,290,Y,290,Y,290,Y,3,N,5,N,,,,,YES,7/27/2007,YES,2.292,504932,0710584,N,,,IM,Vol. Filt. Chg (missing),Y,33,7/27/2007,YES,7.1,,,7500,
NLA06608-0021,2007,2,PROB_Lake,Target_Sampled,Yes,8/30/2007,P,8/30/2007,YES,NO,7.9,1,2,504661,0711120,8.48,,358.5,,N,2217.77,,2.36,,N,2.81,,N,2.7,,N,0.005,0.35,<RL (0.02),Y,0.096,,N,0.463,463,,N,11,,N,31.931,900.645786,,N,0.072,5.140296,,N,22.111,460.35102,,N,35.83,1787.917,,N,11.01,905.99088,,N,16.4,713.360804,,N,1.9,48.59554,,N,6,,N,2.495,,N,0.003,3.02,0.49606032,3456.36,3583.91,-127.55,3455.86,-1.81,26.95,398.76,366.15,2,N,9/1/2007,9/1/2007,N,5,Y,2,N,5,N,2,N,79,Y,47,Y,27,N,7,N,15,N,15,N,174,Y,168,Y,168,Y,210,Y,210,Y,210,Y,210,Y,5,Y,7,N,,"THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.",,,NO,8/30/2007,YES,3.952,504662,0711120,N,IM,"THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.",,,N,15,8/30/2007,YES,4.75,,,7501,
NLA06608-0023,2007,1,PROB_Lake,Target_Sampled,Yes,8/9/2007,P,8/9/2007,YES,YES,8.2,1,1.8,508951,0710767,8.16,,175.7,,N,1461.71,,3.79,,N,4.08,,N,3.88,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.349,349,,N,12,,N,4.133,116.575398,,N,0.005,0.5,<RL (0.02),Y,6.961,144.92802,,N,26.19,1306.881,,N,2.339,192.471632,,N,4.298,186.9527278,,N,1.217,31.1267222,,N,7,,N,4.215,,N,0.007,1.445,0.199710859,1717.64,1723.22,-5.58,1717.43,-0.16,38.66,185.35,173.78,1,N,8/10/2007,8/10/2007,N,1,N,1,N,1,N,1,N,21,Y,13,N,18,N,4,N,29,Y,29,Y,153,Y,153,Y,153,Y,280,Y,280,Y,280,Y,280,Y,1,N,4,N,,,,,YES,8/9/2007,YES,2.776,508952,0710767,N,F1,DID NOT FREEZE. SHIPPED IMMEDIATELY AFTER FILTERING. CHECK WITH LAB FOR VOLUME FILTERED.,,,N,22,8/9/2007,YES,0.95,,,7502,
NLA06608-0023,2007,2,PROB_Lake,Target_Sampled,Yes,9/19/2007,P,9/19/2007,YES,NO,8.3,0.5,2,516881,0711298,7.5,,191.7,,N,1480.11,,2.81,,N,4.67,,N,4.7,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.562,562,,N,24,,N,5.052,142.496712,,N,0.005,0.5,<RL (0.02),Y,9.691,201.76662,,N,26.94,1344.306,,N,2.734,224.975392,,N,4.23,183.9948903,,N,2.007,51.3322362,,N,8,,N,1.214,,N,0.032,0.316,1.124465962,1805.76,1824.4,-18.64,1804.61,-0.51,46.52,197.88,183.8,1,N,9/20/2007,9/20/2007,N,1,N,1,N,1,N,1,N,129,Y,34,Y,9,N,8,Y,23,N,23,N,5,N,5,N,5,N,204,Y,204,Y,204,Y,204,Y,1,N,8,Y,,TEAM INDICATED SAMPLE TYPE OF D FOR ALL SAMPLES EVEN THOUGH THERE WAS ONLY ONE SET OF SAMPLES FOR THIS SITE/VISIT 2.,,,NO,9/19/2007,YES,2.816,516882,0711298,N,F1,DID NOT FREEZE AS SHIPPING WAS IMMEDIATELY DONE AFTER FILTERING.,,,N,20,9/19/2007,YES,1.3,,,7503,
NLA06608-0024,2007,1,PROB_Lake,Target_Sampled,Yes,7/11/2007,P,7/11/2007,YES,YES,7.2,1,1.8,514771,0710279,7.69,,181.4,,N,592.55,,5.68,,N,8.54,,N,8.2,,N,0.026,1.856218,,N,0.005,<RL (0.02),Y,0.86,860,,N,35,,N,19.446,548.493876,,N,0.005,0.5,<RL (0.02),Y,20.651,429.95382,,N,11.09,553.391,,N,3.634,299.034592,,N,12.35,537.1954835,,N,4.095,104.736177,,N,26,,N,9.619,,N,0.02,0.49,1.81174383,1496.19,1571.02,-74.83,1494.36,-2.44,81.38,186.19,165.23,1,N,7/12/2007,7/12/2007,N,3,N,2,N,3,N,1,N,13,N,7,N,22,N,7,N,37,Y,37,Y,107,Y,105,Y,107,Y,293,Y,293,Y,293,Y,293,Y,2,N,7,N,,,,,YES,7/11/2007,YES,44.151,514772,0710279,N,F1,F1--SEE SAMPLE LABEL FOR VOLUME FILTERED,,,Y,30,7/11/2007,YES,0.9,,,7504,
NLA06608-0024,2007,2,PROB_Lake,Target_Sampled,Yes,8/14/2007,P,8/14/2007,YES,NO,8.8,1,2,504161,0710830,7.33,,142.5,,N,557.66,,3.83,,N,10.75,,N,9.85,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.943,943,,N,29,,N,13.186,371.924316,,N,0.005,0.5,<RL (0.02),Y,13.295,276.8019,,N,9.643,481.1857,,N,3.117,256.491696,,N,10.36,450.6352396,,N,4.355,111.386093,,N,29,,N,9.574,,N,0.047,0.214,0.988905418,1300.73,1206.43,94.3,1299.7,3.76,97.18,148.43,134.54,1,N,8/15/2007,8/15/2007,N,2,N,1,N,2,N,1,N,24,Y,13,N,14,N,2,N,27,N,27,N,153,Y,153,Y,153,Y,184,Y,184,Y,184,Y,184,Y,2,N,2,N,,,,,NO,8/14/2007,YES,25.403,504162,0710830,N,,,,,N,22,8/14/2007,YES,1.08,,,7505,
