SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CORE,INDXSAMP_CORE,INDXSAMP_LDC,SAMPLE_ID,SAMPLE_TYPE,PRIMESEDT,SAMPLE_CATEGORY,LDC_ADJ,LDC_COND
NLA06608-0045,2,PROB_Lake,Target_Sampled,Target,37.2932049,-77.8898611,VA,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_VA_(20,50]",0.02718666,36.42865445,18.6834939,VA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2080207,,,YES,NO,NO,NO,502077,SEDT,,P,0.1352,1:LEAST DISTURBED
NLA06608-0048,1,PROB_Lake,Target_Sampled,Target,36.7872968,-89.1757255,MO,Region_7,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,200.6912525,MO,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020201,,,YES,YES (Both),YES,YES,513007,SEDT,1,P,-14.9221,2:INTERMEDIATE DISTURBANCE
NLA06608-0048,2,PROB_Lake,Target_Sampled,Target,36.7872968,-89.1757255,MO,Region_7,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,200.6912525,MO,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020201,,,YES,YES (Both),NO,NO,510547,SEDT,,P,-19.7456,3:MOST DISTURBED
NLA06608-0049,1,PROB_Lake,Target_Sampled,Target,45.0623267,-117.1533553,OR,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_OR_(10,20]",0.01349449,73.39092627,16.3981468,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050201,,,YES,YES (Top only),YES,YES,509747,SEDT,1,P,8.1504,1:LEAST DISTURBED
NLA06608-0050,1,PROB_Lake,Target_Sampled,Target,43.4460179,-71.8086866,NH,Region_1,"(10,20]",,NLALake,Panel_1,"NAP_NH_(10,20]",0.00887678,111.569018,83.2859528,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070003,,,YES,YES (Both),YES,YES,508677,SEDT,1,P,-2.0674,1:LEAST DISTURBED
NLA06608-0050,2,PROB_Lake,Target_Sampled,Target,43.4460179,-71.8086866,NH,Region_1,"(10,20]",,NLALake,Panel_1,"NAP_NH_(10,20]",0.00887678,111.569018,83.2859528,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070003,,,YES,YES (Both),NO,NO,511067,SEDT,,P,2.3514,1:LEAST DISTURBED
NLA06608-0053,1,PROB_Lake,Target_Sampled,Target,43.558193,-73.4396072,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2010001,,,YES,YES (Both),YES,YES,506807,SEDT,1,P,-5.2561,1:LEAST DISTURBED
NLA06608-0053,2,PROB_Lake,Target_Sampled,Target,43.558193,-73.4396072,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2010001,,,YES,YES (Both),NO,NO,517547,SEDT,,P,-12.3747,2:INTERMEDIATE DISTURBANCE
NLA06608-0057,1,PROB_Lake,Target_Sampled,Target,34.9618921,-80.5168614,NC,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_NC_(50,100]",0.06492479,15.25416276,11.5648715,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,TRASH,3,3040105,,,YES,YES (Top only),YES,YES,514817,SEDT,1,P,-23.6425,3:MOST DISTURBED
NLA06608-0057,2,PROB_Lake,Target_Sampled,Target,34.9618921,-80.5168614,NC,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_NC_(50,100]",0.06492479,15.25416276,11.5648715,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,TRASH,3,3040105,,,YES,YES (Top only),NO,NO,506877,SEDT,,P,-15.329,2:INTERMEDIATE DISTURBANCE
NLA06608-0061,1,PROB_Lake,Target_Sampled,Target,34.2455815,-113.5793644,AZ,Region_9,>100,,NLALake,Panel_1,XER_AZ_>100,0.21313588,4.64667594,1.2014631,AZ,NO,WMTNS,XER,81,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15030204,,,YES,YES (Top only),YES,YES,502437,SEDT,1,P,5.6601,1:LEAST DISTURBED
NLA06608-0061,2,PROB_Lake,Target_Sampled,Target,34.2455815,-113.5793644,AZ,Region_9,>100,,NLALake,Panel_1,XER_AZ_>100,0.21313588,4.64667594,1.2014631,AZ,NO,WMTNS,XER,81,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15030204,,,YES,YES (Top only),NO,NO,509577,SEDT,,P,14.7683,1:LEAST DISTURBED
NLA06608-0062,1,PROB_Lake,Target_Sampled,Target,47.3206799,-99.7462943,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES (Both),YES,YES,512327,SEDT,1,P,-29.9846,3:MOST DISTURBED
NLA06608-0062,2,PROB_Lake,Target_Sampled,Target,47.3206799,-99.7462943,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES (Both),NO,NO,517477,SEDT,,P,-31.1771,3:MOST DISTURBED
NLA06608-0064,1,PROB_Lake,Target_Sampled,Target,48.8940613,-112.1680165,MT,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_MT_(20,50]",0.03936614,25.15800295,5.4419336,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10050002,,,YES,YES (Both),YES,YES,514487,SEDT,1,P,-18.6666,2:INTERMEDIATE DISTURBANCE
NLA06608-0064,2,PROB_Lake,Target_Sampled,Target,48.8940613,-112.1680165,MT,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_MT_(20,50]",0.03936614,25.15800295,5.4419336,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10050002,,,YES,YES (Both),NO,NO,513797,SEDT,,P,-21.231,3:MOST DISTURBED
NLA06608-0065,1,PROB_Lake,Target_Sampled,Target,48.9624338,-115.116608,MT,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_MT_(50,100]",0.02820818,35.10944309,7.594532,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010101,,,YES,YES (Both),YES,YES,507567,SEDT,1,P,4.8757,1:LEAST DISTURBED
NLA06608-0065,2,PROB_Lake,Target_Sampled,Target,48.9624338,-115.116608,MT,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_MT_(50,100]",0.02820818,35.10944309,7.594532,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010101,,,YES,YES (Both),NO,NO,509477,SEDT,,P,20.6826,1:LEAST DISTURBED
NLA06608-0066,1,PROB_Lake,Target_Sampled,Target,39.7685143,-79.3808178,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5020006,,,YES,YES (Top only),YES,YES,502638,SEDT,1,P,-6.1275,2:INTERMEDIATE DISTURBANCE
NLA06608-0066,2,PROB_Lake,Target_Sampled,Target,39.7685143,-79.3808178,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5020006,,,YES,YES (Top only),NO,NO,517867,SEDT,,P,1.0826,1:LEAST DISTURBED
NLA06608-0068,1,PROB_Lake,Target_Sampled,Target,37.8244761,-107.8853911,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14030003,,,YES,YES (Top only),YES,YES,508567,SEDT,1,P,-6.0594,1:LEAST DISTURBED
NLA06608-0068,2,PROB_Lake,Target_Sampled,Target,37.8244761,-107.8853911,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14030003,,,YES,YES (Top only),NO,NO,513097,SEDT,,P,10.693,1:LEAST DISTURBED
NLA06608-0069,1,PROB_Lake,Target_Sampled,Target,28.6373595,-81.137597,FL,Region_4,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,REF,3,3080101,,,YES,YES (Both),YES,YES,507327,SEDT,1,P,-22.5423,3:MOST DISTURBED
NLA06608-0069,2,PROB_Lake,Target_Sampled,Target,28.6373595,-81.137597,FL,Region_4,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,REF,3,3080101,,,YES,YES (Both),NO,NO,512397,SEDT,,P,-17.0778,2:INTERMEDIATE DISTURBANCE
NLA06608-0071,1,PROB_Lake,Target_Sampled,Target,31.6668399,-91.5091693,LA,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.8550434,LA,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES,YES (Both),YES,YES,516527,SEDT,1,P,-14.3364,2:INTERMEDIATE DISTURBANCE
NLA06608-0071,2,PROB_Lake,Target_Sampled,Target,31.6668399,-91.5091693,LA,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.8550434,LA,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES,YES (Both),NO,NO,518017,SEDT,,P,-29.9243,3:MOST DISTURBED
NLA06608-0072,1,PROB_Lake,Target_Sampled,Target,32.2376622,-98.405152,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,12,12070201,,,YES,YES (Top only),YES,YES,507117,SEDT,1,P,-5.3172,1:LEAST DISTURBED
NLA06608-0072,2,PROB_Lake,Target_Sampled,Target,32.2376622,-98.405152,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,12,12070201,,,YES,YES (Top only),NO,NO,507657,SEDT,,P,-12.3384,2:INTERMEDIATE DISTURBANCE
NLA06608-0073,1,PROB_Lake,Target_Sampled,Target,39.5247703,-118.878391,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES,YES (Top only),YES,NO,502417,SEDT,,P,-6.9259,2:INTERMEDIATE DISTURBANCE
NLA06608-0073,2,PROB_Lake,Target_Sampled,Target,39.5247703,-118.878391,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES,YES (Both),NO,YES,510757,SEDT,2,P,-5.3016,1:LEAST DISTURBED
NLA06608-0076,1,PROB_Lake,Target_Sampled,Target,39.4144129,-94.4979306,MO,Region_7,>100,,NLALake,Panel_1,TPL_MO_>100,0.0452327,21.89507638,5.8251172,MO,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10240012,,,YES,YES (Top only),YES,YES,514737,SEDT,1,P,-13.8925,2:INTERMEDIATE DISTURBANCE
NLA06608-0076,2,PROB_Lake,Target_Sampled,Target,39.4144129,-94.4979306,MO,Region_7,>100,,NLALake,Panel_1,TPL_MO_>100,0.0452327,21.89507638,5.8251172,MO,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10240012,,,YES,YES (Top only),NO,NO,516467,SEDT,,P,-3.5356,1:LEAST DISTURBED
NLA06608-0077,1,PROB_Lake,Target_Sampled,Target,40.9270469,-74.5338826,NJ,Region_2,"(50,100]",,NLALake,Panel_1,"NAP_NJ_(50,100]",0.05045804,19.62766347,47.7967401,NJ,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2030103,,,YES,YES (Top only),YES,YES,517848,SEDT,1,P,-36.9395,3:MOST DISTURBED
NLA06608-0077,2,PROB_Lake,Target_Sampled,Target,40.9270469,-74.5338826,NJ,Region_2,"(50,100]",,NLALake,Panel_1,"NAP_NJ_(50,100]",0.05045804,19.62766347,47.7967401,NJ,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2030103,,,YES,YES (Top only),NO,NO,517217,SEDT,,P,-46.4185,3:MOST DISTURBED
NLA06608-0078,1,PROB_Lake,Target_Sampled,Target,48.1778112,-100.2942095,ND,Region_8,"(10,20]",,NLALake,Panel_1,"TPL_ND_(10,20]",0.00274667,360.5718727,324.9301387,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020202,,,YES,YES (Both),YES,YES,504627,SEDT,1,P,-25.5391,3:MOST DISTURBED
NLA06608-0078,2,PROB_Lake,Target_Sampled,Target,48.1778112,-100.2942095,ND,Region_8,"(10,20]",,NLALake,Panel_1,"TPL_ND_(10,20]",0.00274667,360.5718727,324.9301387,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020202,,,YES,YES (Both),NO,NO,509267,SEDT,,P,-35.1166,3:MOST DISTURBED
NLA06608-0079,1,PROB_Lake,Target_Sampled,Target,39.9858551,-107.2317809,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,14,14050005,,,YES,YES (Both),YES,YES,508587,SEDT,1,P,-28.907,3:MOST DISTURBED
NLA06608-0079,2,PROB_Lake,Target_Sampled,Target,39.9858551,-107.2317809,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,14,14050005,,,YES,YES (Both),NO,NO,502128,SEDT,,P,-29.6677,3:MOST DISTURBED
NLA06608-0080,1,PROB_Lake,Target_Sampled,Target,34.1200351,-91.561052,AR,Region_6,"(50,100]",,NLALake,Panel_1,"CPL_AR_(50,100]",0.0153186,64.65169053,31.3730904,AR,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020402,,,YES,YES (Both),YES,YES,517207,SEDT,1,P,-22.6149,3:MOST DISTURBED
NLA06608-0080,2,PROB_Lake,Target_Sampled,Target,34.1200351,-91.561052,AR,Region_6,"(50,100]",,NLALake,Panel_1,"CPL_AR_(50,100]",0.0153186,64.65169053,31.3730904,AR,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020402,,,YES,YES (Both),NO,NO,516267,SEDT,,P,-27.6076,3:MOST DISTURBED
NLA06608-0081,1,PROB_Lake,Target_Sampled,Target,48.2261203,-122.1241675,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110008,,,YES,YES (Both),YES,YES,506367,SEDT,1,P,-2.4388,1:LEAST DISTURBED
NLA06608-0081,2,PROB_Lake,Target_Sampled,Target,48.2261203,-122.1241675,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110008,,,YES,YES (Both),NO,NO,517777,SEDT,,P,-8.6146,2:INTERMEDIATE DISTURBANCE
NLA06608-0083,1,PROB_Lake,Target_Sampled,Target,45.9509644,-99.1364505,ND,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES,YES (Both),YES,YES,502697,SEDT,1,P,-22.5809,3:MOST DISTURBED
NLA06608-0083,2,PROB_Lake,Target_Sampled,Target,45.9509644,-99.1364505,ND,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES,YES (Both),NO,NO,506977,SEDT,,P,-20.3991,3:MOST DISTURBED
NLA06608-0085,1,PROB_Lake,Target_Sampled,Target,43.4604545,-116.1414317,ID,Region_10,"(20,50]",,NLALake,Panel_1,"XER_ID_(20,50]",0.0333474,29.69866921,9.2062365,ID,YES,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,17,17050114,,,YES,YES (Top only),YES,YES,503057,SEDT,1,P,-6.7868,2:INTERMEDIATE DISTURBANCE
NLA06608-0085,2,PROB_Lake,Target_Sampled,Target,43.4604545,-116.1414317,ID,Region_10,"(20,50]",,NLALake,Panel_1,"XER_ID_(20,50]",0.0333474,29.69866921,9.2062365,ID,YES,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,17,17050114,,,YES,YES (Top only),NO,NO,511467,SEDT,,P,-10.455,2:INTERMEDIATE DISTURBANCE
NLA06608-0086,1,PROB_Lake,Target_Sampled,Target,45.6165707,-122.4260347,WA,Region_10,>100,,NLALake,Panel_1,WMT_WA_>100,0.03380155,29.29964099,8.7410173,WA,YES,WMTNS,WMT,3,I,Willamette and Central Valleys,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17080001,,,YES,YES (Top only),YES,NO,504057,SEDT,,P,4.9878,1:LEAST DISTURBED
NLA06608-0086,2,PROB_Lake,Target_Sampled,Target,45.6165707,-122.4260347,WA,Region_10,>100,,NLALake,Panel_1,WMT_WA_>100,0.03380155,29.29964099,8.7410173,WA,YES,WMTNS,WMT,3,I,Willamette and Central Valleys,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17080001,,,YES,YES (Both),NO,YES,517347,SEDT,2,P,-1.4058,1:LEAST DISTURBED
NLA06608-0089,1,PROB_Lake,Target_Sampled,Target,35.7733743,-81.5417459,NC,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.9391989,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3050101,,,YES,YES (Top only),YES,YES,514197,SEDT,1,P,-5.5647,1:LEAST DISTURBED
NLA06608-0089,2,PROB_Lake,Target_Sampled,Target,35.7733743,-81.5417459,NC,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.9391989,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3050101,,,YES,YES (Top only),NO,NO,509377,SEDT,,P,-9.8253,2:INTERMEDIATE DISTURBANCE
NLA06608-0090,1,PROB_Lake,Target_Sampled,Target,42.9307547,-109.6534609,WY,Region_8,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,299.2804077,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,14,14040102,,,YES,YES (Both),YES,YES,504967,SEDT,1,P,-12.8974,2:INTERMEDIATE DISTURBANCE
NLA06608-0090,2,PROB_Lake,Target_Sampled,Target,42.9307547,-109.6534609,WY,Region_8,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,299.2804077,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,14,14040102,,,YES,YES (Both),NO,NO,509307,SEDT,,P,-11.9448,2:INTERMEDIATE DISTURBANCE
NLA06608-0091,1,PROB_Lake,Target_Sampled,Target,41.3694412,-87.4321383,IN,Region_5,>100,,NLALake,Panel_1,TPL_IN_>100,0.04197807,23.59263768,7.3827799,IN,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES,YES (Both),YES,YES,514978,SEDT,1,P,-12.7967,2:INTERMEDIATE DISTURBANCE
NLA06608-0091,2,PROB_Lake,Target_Sampled,Target,41.3694412,-87.4321383,IN,Region_5,>100,,NLALake,Panel_1,TPL_IN_>100,0.04197807,23.59263768,7.3827799,IN,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES,YES (Both),NO,NO,509987,SEDT,,P,-16.7502,2:INTERMEDIATE DISTURBANCE
NLA06608-0099,1,PROB_Lake,Target_Sampled,Target,43.0995159,-88.452553,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7090001,,,YES,YES (Both),YES,YES,514897,SEDT,1,P,-6.5004,2:INTERMEDIATE DISTURBANCE
NLA06608-0099,2,PROB_Lake,Target_Sampled,Target,43.0995159,-88.452553,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7090001,,,YES,YES (Both),NO,NO,515797,SEDT,,P,-4.0529,1:LEAST DISTURBED
NLA06608-0101,1,PROB_Lake,Target_Sampled,Target,42.0216797,-73.4822799,CT,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_CT_(50,100]",0.05700922,17.3721618,19.5774988,CT,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1100005,,,YES,YES (Both),YES,YES,512227,SEDT,1,P,-1.2238,1:LEAST DISTURBED
NLA06608-0102,1,PROB_Lake,Target_Sampled,Target,44.5071366,-70.7232831,ME,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_ME_(50,100]",0.01182655,83.74149819,61.8491507,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1040002,,,YES,YES (Both),YES,YES,513347,SEDT,1,P,-6.755,2:INTERMEDIATE DISTURBANCE
NLA06608-0104,1,PROB_Lake,Target_Sampled,Target,37.6552936,-98.2626515,KS,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_KS_(50,100]",0.14203425,6.97277853,3.7174558,KS,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11030015,,,YES,YES (Top only),YES,YES,506357,SEDT,1,P,-29.2505,3:MOST DISTURBED
NLA06608-0104,2,PROB_Lake,Target_Sampled,Target,37.6552936,-98.2626515,KS,Region_7,"(50,100]",,NLALake,Panel_1,"SPL_KS_(50,100]",0.14203425,6.97277853,3.7174558,KS,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11030015,,,YES,YES (Top only),NO,NO,512347,SEDT,,P,-25.4386,3:MOST DISTURBED
NLA06608-0105,1,PROB_Lake,Target_Sampled,Target,38.2350209,-112.2015025,UT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,16,16030001,,,YES,YES (Top only),YES,YES,502407,SEDT,1,P,-0.5184,1:LEAST DISTURBED
NLA06608-0105,2,PROB_Lake,Target_Sampled,Target,38.2350209,-112.2015025,UT,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,16,16030001,,,YES,YES (Top only),NO,NO,510988,SEDT,,P,6.565,1:LEAST DISTURBED
