SITE_ID,VISIT_NO,SAMPLED_INF,INDXSAMP_INF,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,CORE_CONFIDENCE,SAMPLED,SITE_TYPE,LAKE_SAMP,TNT,LON_DD,LAT_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED_CORE,PTL_INF_COND,PTL_INF_COND3,NTL_INF_COND,NTL_INF_COND3
NLA06608-0041,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-80.8540552,38.2269409,WV,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,23.8995004,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5050005,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0041,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-80.8540552,38.2269409,WV,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,23.8995004,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5050005,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0042,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-107.0403753,44.4582352,WY,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_WY_(50,100]",0.03996158,24.7831363,9.8325081,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,10,10090206,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0042,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-107.0403753,44.4582352,WY,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_WY_(50,100]",0.03996158,24.7831363,9.8325081,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,10,10090206,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0043,1,YES,YES,19.96,11.45,8.51,Yes,687.63,318.56,369.07,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-85.4442417,41.553395,IN,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050001,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,17: > 300 ug/L,05:POSITIVE CHANGE
NLA06608-0043,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-85.4442417,41.553395,IN,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050001,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0044,1,YES,YES,270.45,186.94,83.5,Yes,2552.09,2472.16,79.93,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-101.7024805,42.4048448,NE,Region_7,>100,,NLALake,Panel_1,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10150004,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0044,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-101.7024805,42.4048448,NE,Region_7,>100,,NLALake,Panel_1,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10150004,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0045,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-77.8898611,37.2932049,VA,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_VA_(20,50]",0.02718666,36.42865445,18.6834939,VA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2080207,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0045,2,NO CORE SAMPLE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-77.8898611,37.2932049,VA,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_VA_(20,50]",0.02718666,36.42865445,18.6834939,VA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2080207,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0048,1,YES,YES,50.14,149.89,-99.75,Yes,582.17,1067.94,-485.77,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-89.1757255,36.7872968,MO,Region_7,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,200.6912525,MO,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020201,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0048,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-89.1757255,36.7872968,MO,Region_7,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,200.6912525,MO,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020201,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0049,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-117.1533553,45.0623267,OR,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_OR_(10,20]",0.01349449,73.39092627,16.3981468,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0050,1,YES,YES,10.49,12.64,-2.15,Yes,253.72,287.01,-33.29,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-71.8086866,43.4460179,NH,Region_1,"(10,20]",,NLALake,Panel_1,"NAP_NH_(10,20]",0.00887678,111.569018,83.2859528,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070003,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,09:> -50 to -10 ug/L,03:NEGATIVE CHANGE
NLA06608-0050,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-71.8086866,43.4460179,NH,Region_1,"(10,20]",,NLALake,Panel_1,"NAP_NH_(10,20]",0.00887678,111.569018,83.2859528,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070003,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0053,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-73.4396072,43.558193,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2010001,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0053,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-73.4396072,43.558193,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2010001,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0057,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-80.5168614,34.9618921,NC,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_NC_(50,100]",0.06492479,15.25416276,11.5648715,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,TRASH,3,3040105,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0057,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-80.5168614,34.9618921,NC,Region_4,"(50,100]",,NLALake,Panel_1,"SAP_NC_(50,100]",0.06492479,15.25416276,11.5648715,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,TRASH,3,3040105,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0061,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-113.5793644,34.2455815,AZ,Region_9,>100,,NLALake,Panel_1,XER_AZ_>100,0.21313588,4.64667594,1.2014631,AZ,NO,WMTNS,XER,81,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15030204,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0061,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-113.5793644,34.2455815,AZ,Region_9,>100,,NLALake,Panel_1,XER_AZ_>100,0.21313588,4.64667594,1.2014631,AZ,NO,WMTNS,XER,81,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15030204,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0062,1,YES,YES,179.13,369.17,-190.04,Yes,3036.62,3643.82,-607.2,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-99.7462943,47.3206799,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0062,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-99.7462943,47.3206799,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0064,1,YES,YES,285.15,112.72,172.43,Yes,1485.23,1166.11,319.11,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-112.1680165,48.8940613,MT,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_MT_(20,50]",0.03936614,25.15800295,5.4419336,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10050002,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0064,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-112.1680165,48.8940613,MT,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_MT_(20,50]",0.03936614,25.15800295,5.4419336,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10050002,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0065,1,YES,YES,8.56,37.58,-29.02,Yes,254.94,405.52,-150.58,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-115.116608,48.9624338,MT,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_MT_(50,100]",0.02820818,35.10944309,7.594532,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010101,,,YES (Both),06:> -35 to -25 ug/L,03:NEGATIVE CHANGE,06:> -200 to -150 ug,03:NEGATIVE CHANGE
NLA06608-0065,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-115.116608,48.9624338,MT,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_MT_(50,100]",0.02820818,35.10944309,7.594532,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010101,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0066,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-79.3808178,39.7685143,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5020006,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0066,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-79.3808178,39.7685143,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5020006,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0068,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-107.8853911,37.8244761,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14030003,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0068,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-107.8853911,37.8244761,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14030003,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0069,1,YES,YES,73.35,107.77,-34.42,Yes,412.24,623.97,-211.74,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-81.137597,28.6373595,FL,Region_4,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,REF,3,3080101,,,YES (Both),06:> -35 to -25 ug/L,03:NEGATIVE CHANGE,05:> -250 to -200 ug,03:NEGATIVE CHANGE
NLA06608-0069,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-81.137597,28.6373595,FL,Region_4,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,REF,3,3080101,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0071,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-91.5091693,31.6668399,LA,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.8550434,LA,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0071,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-91.5091693,31.6668399,LA,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.8550434,LA,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0072,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-98.405152,32.2376622,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,12,12070201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0072,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-98.405152,32.2376622,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,12,12070201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0073,1,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-118.878391,39.5247703,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0073,2,YES,YES,683.62,265.47,418.15,Yes,3942.25,1841.16,2101.09,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-118.878391,39.5247703,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0076,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-94.4979306,39.4144129,MO,Region_7,>100,,NLALake,Panel_1,TPL_MO_>100,0.0452327,21.89507638,5.8251172,MO,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10240012,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0076,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-94.4979306,39.4144129,MO,Region_7,>100,,NLALake,Panel_1,TPL_MO_>100,0.0452327,21.89507638,5.8251172,MO,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10240012,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0077,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-74.5338826,40.9270469,NJ,Region_2,"(50,100]",,NLALake,Panel_1,"NAP_NJ_(50,100]",0.05045804,19.62766347,47.7967401,NJ,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2030103,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0077,2,NOT DONE,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-74.5338826,40.9270469,NJ,Region_2,"(50,100]",,NLALake,Panel_1,"NAP_NJ_(50,100]",0.05045804,19.62766347,47.7967401,NJ,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2030103,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0078,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-100.2942095,48.1778112,ND,Region_8,"(10,20]",,NLALake,Panel_1,"TPL_ND_(10,20]",0.00274667,360.5718727,324.9301387,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020202,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0078,2,YES (LOST SAMPLE),NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-100.2942095,48.1778112,ND,Region_8,"(10,20]",,NLALake,Panel_1,"TPL_ND_(10,20]",0.00274667,360.5718727,324.9301387,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020202,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0079,1,YES,YES,25.14,66.13,-40.99,Yes,282.97,500.82,-217.84,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-107.2317809,39.9858551,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,14,14050005,,,YES (Both),05:> -45 to -35 ug/L,03:NEGATIVE CHANGE,05:> -250 to -200 ug,03:NEGATIVE CHANGE
NLA06608-0079,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-107.2317809,39.9858551,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,14,14050005,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0080,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-91.561052,34.1200351,AR,Region_6,"(50,100]",,NLALake,Panel_1,"CPL_AR_(50,100]",0.0153186,64.65169053,31.3730904,AR,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020402,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0080,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-91.561052,34.1200351,AR,Region_6,"(50,100]",,NLALake,Panel_1,"CPL_AR_(50,100]",0.0153186,64.65169053,31.3730904,AR,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8020402,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0081,1,YES,YES,18.76,10.82,7.94,Yes,419.42,267.73,151.69,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-122.1241675,48.2261203,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110008,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,14:> 150 to 200 ug/L,05:POSITIVE CHANGE
NLA06608-0081,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-122.1241675,48.2261203,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110008,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0083,1,YES,YES,32.04,63.28,-31.24,Yes,2735.52,3391.3,-655.79,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-99.1364505,45.9509644,ND,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0083,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-99.1364505,45.9509644,ND,Region_8,"(20,50]",,NLALake,Panel_1,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
