PUBLICATION_DATE,TAXA_ID,ASSEMBLAGE_NAME,CLASS,FAMILY,FFG,GENUS,HABIT,NON_TARGET,ORDER,PHYLUM,PTV,SUBFAMILY,TARGET_TAXON,TRIBE
10/27/2015,4912,INVERTEBRATES,BIVALVIA,PISIDIIDAE,CF,EUPERA,BU,,VENEROIDA,MOLLUSCA,6.9,EUPERINAE,EUPERA,
10/27/2015,4913,INVERTEBRATES,INSECTA,PHRYGANEIDAE,,FABRIA,,,TRICHOPTERA,ARTHROPODA,,PHRYGANEINAE,FABRIA,
10/27/2015,4914,INVERTEBRATES,INSECTA,BAETIDAE,SH,FALLCEON,SW,,EPHEMEROPTERA,ARTHROPODA,3.2,,FALLCEON,
10/27/2015,4915,INVERTEBRATES,ARACHNIDA,FELTRIIDAE,PR,FELTRIA,,,TROMBIDIFORMES,ARTHROPODA,,,FELTRIA,
10/27/2015,4916,INVERTEBRATES,GASTROPODA,HYDROBIIDAE,,FLORIDOBIA,,,NEOTAENIOGLOSSA,MOLLUSCA,,,FLORIDOBIA,
10/27/2015,4917,INVERTEBRATES,INSECTA,GERRIDAE,PR,,SK,Y,HEMIPTERA,ARTHROPODA,,,GERRIDAE,
10/27/2015,4918,INVERTEBRATES,MALACOSTRACA,GRAPSIDAE,,,,,DECAPODA,ARTHROPODA,,,GRAPSIDAE,
10/27/2015,4919,INVERTEBRATES,INSECTA,CORIXIDAE,PR,GRAPTOCORIXA,SW,Y,HEMIPTERA,ARTHROPODA,8,CORIXINAE,GRAPTOCORIXA,GRAPTOCORIXINI
10/27/2015,4920,INVERTEBRATES,INSECTA,GYRINIDAE,PR,,SW,,COLEOPTERA,ARTHROPODA,5.2,,GYRINIDAE,
10/27/2015,4921,INVERTEBRATES,INSECTA,PERLIDAE,PR,HANSONOPERLA,CN,,PLECOPTERA,ARTHROPODA,,ACRONEURIINAE,HANSONOPERLA,ACRONEURIINI
10/27/2015,4922,INVERTEBRATES,CLITELLATA,,CG,,BU,,HAPLOTAXIDA,ANNELIDA,6,,HAPLOTAXIDA,
10/27/2015,4923,INVERTEBRATES,INSECTA,CORDULIIDAE,"PR,SH",HELOCORDULIA,SP,,ODONATA,ARTHROPODA,4.8,,HELOCORDULIA,
10/27/2015,4924,INVERTEBRATES,INSECTA,HELOPHORIDAE,SH,HELOPHORUS,SW,,COLEOPTERA,ARTHROPODA,7,,HELOPHORUS,
10/27/2015,4925,INVERTEBRATES,INSECTA,ELMIDAE,,HEXACYLLOEPUS,CN,,COLEOPTERA,ARTHROPODA,,,HEXACYLLOEPUS,
10/27/2015,4926,INVERTEBRATES,INSECTA,HYDRAENIDAE,PR,HYDRAENA,CN,,COLEOPTERA,ARTHROPODA,5,,HYDRAENA,
10/27/2015,4927,INVERTEBRATES,INSECTA,HYDROPTILIDAE,PR,ITHYTRICHIA,CN,,TRICHOPTERA,ARTHROPODA,,,ITHYTRICHIA,
10/27/2015,4928,INVERTEBRATES,ARACHNIDA,ATURIDAE,PR,KONGSBERGIA,CB,,TROMBIDIFORMES,ARTHROPODA,8,,KONGSBERGIA,
10/27/2015,4929,INVERTEBRATES,ARACHNIDA,KRENDOWSKIIDAE,PR,,CN,,TROMBIDIFORMES,ARTHROPODA,8,,KRENDOWSKIIDAE,
10/27/2015,4930,INVERTEBRATES,INSECTA,LEPTOHYPHIDAE,CG,,CN,,EPHEMEROPTERA,ARTHROPODA,,,LEPTOHYPHIDAE,
10/27/2015,4931,INVERTEBRATES,GASTROPODA,VIVIPARIDAE,SC,LIOPLAX,,,ARCHITAENIOGLOSSA,MOLLUSCA,,,LIOPLAX,
10/27/2015,4932,INVERTEBRATES,GASTROPODA,HYDROBIIDAE,,LITTORIDINOPS,,,NEOTAENIOGLOSSA,MOLLUSCA,,COCHLIOPINAE,LITTORIDINOPS,
10/27/2015,4933,INVERTEBRATES,BRANCHIOPODA,LYNCEIDAE,CF,LYNCEUS,SW,,DIPLOSTRACA,ARTHROPODA,8,,LYNCEUS,
10/27/2015,4934,INVERTEBRATES,INSECTA,PSYCHOMYIIDAE,SC,LYPE,BU,,TRICHOPTERA,ARTHROPODA,2.8,,LYPE,
10/27/2015,4935,INVERTEBRATES,CLITELLATA,GLOSSIPHONIIDAE,,MARVINMEYERIA,,,RHYNCHOBDELLIDA,ANNELIDA,,,MARVINMEYERIA,
10/27/2015,4936,INVERTEBRATES,INSECTA,BRACHYCENTRIDAE,SH,MICRASEMA,CN,,TRICHOPTERA,ARTHROPODA,0.9,,MICRASEMA,
10/27/2015,4937,INVERTEBRATES,INSECTA,CORIXIDAE,,MICRONECTA,,Y,HEMIPTERA,ARTHROPODA,,,MICRONECTA,
10/27/2015,4938,INVERTEBRATES,ARACHNIDA,MOMONIIDAE,PR,MOMONIA,,,TROMBIDIFORMES,ARTHROPODA,,,MOMONIA,
10/27/2015,4939,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,MONOPELOPIA,SP,,DIPTERA,ARTHROPODA,7,TANYPODINAE,MONOPELOPIA,PENTANEURINI
10/27/2015,4940,INVERTEBRATES,CLITELLATA,PISCICOLIDAE,PA,MYZOBDELLA,,,RHYNCHOBDELLIDA,ANNELIDA,,,MYZOBDELLA,
10/27/2015,4941,INVERTEBRATES,INSECTA,ELMIDAE,,NARPUS,CN,,COLEOPTERA,ARTHROPODA,3.8,,NARPUS,
10/27/2015,4942,INVERTEBRATES,ARACHNIDA,PIONIDAE,PR,NAUTARACHNA,,,TROMBIDIFORMES,ARTHROPODA,8,,NAUTARACHNA,
10/27/2015,4943,INVERTEBRATES,INSECTA,DYTISCIDAE,,NEBRIOPORUS,,,COLEOPTERA,ARTHROPODA,,,NEBRIOPORUS,
10/27/2015,4944,INVERTEBRATES,INSECTA,STRATIOMYIDAE,CG,NEMOTELUS,SP,,DIPTERA,ARTHROPODA,4,,NEMOTELUS,
10/27/2015,4945,INVERTEBRATES,INSECTA,ELMIDAE,,NEOELMIS,CN,,COLEOPTERA,ARTHROPODA,,,NEOELMIS,
10/27/2015,4946,INVERTEBRATES,INSECTA,NEPIDAE,,,,,HEMIPTERA,ARTHROPODA,,,NEPIDAE,
10/27/2015,4947,INVERTEBRATES,INSECTA,CHIRONOMIDAE,PR,NILOTANYPUS,SP,,DIPTERA,ARTHROPODA,4.6,TANYPODINAE,NILOTANYPUS,
10/27/2015,4948,INVERTEBRATES,GASTROPODA,HYDROBIIDAE,,NOTOGILLIA,,,NEOTAENIOGLOSSA,MOLLUSCA,,,NOTOGILLIA,
10/27/2015,4949,INVERTEBRATES,INSECTA,NOTERIDAE,,NOTOMICRUS,BU,,COLEOPTERA,ARTHROPODA,,NOTERINAE,NOTOMICRUS,
10/27/2015,4950,INVERTEBRATES,INSECTA,STRATIOMYIDAE,CG,ODONTOMYIA,SP,,DIPTERA,ARTHROPODA,,,ODONTOMYIA,
10/27/2015,4951,INVERTEBRATES,INSECTA,ELMIDAE,SC,OULIMNIUS,CN,,COLEOPTERA,ARTHROPODA,3.2,,OULIMNIUS,
10/27/2015,4952,INVERTEBRATES,INSECTA,STRATIOMYIDAE,,OXYCERA,SP,,DIPTERA,ARTHROPODA,7,,OXYCERA,
10/27/2015,4953,INVERTEBRATES,MALACOSTRACA,PALAEMONIDAE,CG,,SP,,DECAPODA,ARTHROPODA,6,,PALAEMONIDAE,
10/27/2015,4954,INVERTEBRATES,INSECTA,HYDROPHILIDAE,PR,PARACYMUS,CN,,COLEOPTERA,ARTHROPODA,1.9,,PARACYMUS,
10/27/2015,4955,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PARORTHOCLADIUS,SP,,DIPTERA,ARTHROPODA,2,ORTHOCLADIINAE,PARORTHOCLADIUS,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,4956,INVERTEBRATES,MALACOSTRACA,PENAEIDAE,,,,,DECAPODA,ARTHROPODA,,,PENAEIDAE,
10/27/2015,4957,INVERTEBRATES,MALACOSTRACA,OEDICEROTIDAE,,PERIOCULODES,,,AMPHIPODA,ARTHROPODA,,,PERIOCULODES,
10/27/2015,4958,INVERTEBRATES,INSECTA,PHILOPOTAMIDAE,CF,,CN,,TRICHOPTERA,ARTHROPODA,3.2,,PHILOPOTAMIDAE,
10/27/2015,4959,INVERTEBRATES,CLITELLATA,PISCICOLIDAE,,,,,RHYNCHOBDELLIDA,ANNELIDA,,,PISCICOLIDAE,
10/27/2015,4960,INVERTEBRATES,BIVALVIA,PISIDIIDAE,CF,,BU,,VENEROIDA,MOLLUSCA,8,,PISIDIIDAE,
10/27/2015,4961,INVERTEBRATES,TURBELLARIA,PLANARIIDAE,,POLYCELIS,SP,,TRICLADIDA,PLATYHELMINTHES,6.8,,POLYCELIS,
10/27/2015,4962,INVERTEBRATES,INSECTA,POLYMITARCYIDAE,CG,,BU,,EPHEMEROPTERA,ARTHROPODA,2,,POLYMITARCYIDAE,
10/27/2015,4963,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,PRODIAMESA,SP,,DIPTERA,ARTHROPODA,4.7,PRODIAMESINAE,PRODIAMESA,
10/27/2015,4964,INVERTEBRATES,INSECTA,BAETIDAE,CG,PSEUDOCENTROPTILOIDES,CN,,EPHEMEROPTERA,ARTHROPODA,2.8,,PSEUDOCENTROPTILOIDES,
10/27/2015,4965,INVERTEBRATES,ARACHNIDA,TORRENTICOLIDAE,PR,,CB,,TROMBIDIFORMES,ARTHROPODA,8,,TORRENTICOLIDAE,
10/27/2015,4966,INVERTEBRATES,INSECTA,BAETIDAE,"SC,SH,CG",PSEUDOCLOEON,SW,,EPHEMEROPTERA,ARTHROPODA,4,,PSEUDOCLOEON,
10/27/2015,4967,INVERTEBRATES,BIVALVIA,UNIONIDAE,CF,TOXOLASMA,BU,,UNIONOIDA,MOLLUSCA,,,TOXOLASMA,
10/27/2015,4968,INVERTEBRATES,INSECTA,TIPULIDAE,PR,PSEUDOLIMNOPHILA,BU,,DIPTERA,ARTHROPODA,7,,PSEUDOLIMNOPHILA,
10/27/2015,4969,INVERTEBRATES,CLITELLATA,TUBIFICIDAE,CG,TRASSERKIDRILUS,,,HAPLOTAXIDA,ANNELIDA,,,TRASSERKIDRILUS,
10/27/2015,4970,INVERTEBRATES,GASTROPODA,LYMNAEIDAE,"CG,SC",PSEUDOSUCCINEA,CB,,BASOMMATOPHORA,MOLLUSCA,7.2,LYMNAEINAE,PSEUDOSUCCINEA,
10/27/2015,4971,INVERTEBRATES,INSECTA,CHIRONOMIDAE,CG,TVETENIA,SP,,DIPTERA,ARTHROPODA,5,ORTHOCLADIINAE,TVETENIA,ORTHOCLADIINI/METRIOCNEMINI
10/27/2015,4972,INVERTEBRATES,INSECTA,PYRALIDAE,SH,,SP,,LEPIDOPTERA,ARTHROPODA,4.5,,PYRALIDAE,
10/27/2015,4973,INVERTEBRATES,INSECTA,DYTISCIDAE,"PR,SH",UVARUS,SW,,COLEOPTERA,ARTHROPODA,5,,UVARUS,
10/27/2015,4974,INVERTEBRATES,GASTROPODA,HYDROBIIDAE,,PYRGOPHORUS,,,NEOTAENIOGLOSSA,MOLLUSCA,,COCHLIOPINAE,PYRGOPHORUS,
10/27/2015,4975,INVERTEBRATES,INSECTA,LEPTOCERIDAE,SH,YLODES,SW,,TRICHOPTERA,ARTHROPODA,,LEPTOCERINAE,YLODES,TRIAENODINI
10/27/2015,4977,INVERTEBRATES,INSECTA,HEPTAGENIIDAE,"PR,SC",RHITHROGENA,CN,,EPHEMEROPTERA,ARTHROPODA,5.1,,RHITHROGENA,
10/27/2015,4978,INVERTEBRATES,INSECTA,RHYACOPHILIDAE,PR,RHYACOPHILA,CN,,TRICHOPTERA,ARTHROPODA,1.5,,RHYACOPHILA,
10/27/2015,4979,INVERTEBRATES,INSECTA,SCIRTIDAE,SH,SCIRTES,CB,,COLEOPTERA,ARTHROPODA,6,,SCIRTES,
10/27/2015,4980,INVERTEBRATES,INSECTA,SIMULIIDAE,CF,,CN,,DIPTERA,ARTHROPODA,5.9,,SIMULIIDAE,
10/27/2015,4981,INVERTEBRATES,INSECTA,METRETOPODIDAE,PR,SIPHLOPLECTON,"CN,SW",,EPHEMEROPTERA,ARTHROPODA,2,,SIPHLOPLECTON,
10/27/2015,4982,INVERTEBRATES,GASTROPODA,HYDROBIIDAE,,SOMATOGYRUS,,,NEOTAENIOGLOSSA,MOLLUSCA,,,SOMATOGYRUS,
10/27/2015,4983,INVERTEBRATES,ARACHNIDA,SPERCHONIDAE,PR,SPERCHONOPSIS,CB,,TROMBIDIFORMES,ARTHROPODA,8,,SPERCHONOPSIS,
10/27/2015,4984,INVERTEBRATES,INSECTA,CHLOROPERLIDAE,PR,SUWALLIA,CN,,PLECOPTERA,ARTHROPODA,,CHLOROPERLINAE,SUWALLIA,
10/27/2015,4985,INVERTEBRATES,MALACOSTRACA,CRANGONYCTIDAE,CG,SYNURELLA,SP,,AMPHIPODA,ARTHROPODA,4,,SYNURELLA,
10/27/2015,4986,INVERTEBRATES,INSECTA,COENAGRIONIDAE,PR,TELEBASIS,CB,,ODONATA,ARTHROPODA,,,TELEBASIS,
10/27/2015,4987,INVERTEBRATES,INSECTA,LEPTOPHLEBIIDAE,PR,THRAULODES,CN,,EPHEMEROPTERA,ARTHROPODA,,,THRAULODES,
10/27/2015,4988,INVERTEBRATES,ARACHNIDA,THYASIDAE,PR,THYOPSIS,,,TROMBIDIFORMES,ARTHROPODA,,,THYOPSIS,
10/27/2015,4989,INVERTEBRATES,ARACHNIDA,HYDRYPHANTIDAE,,THYOPSOIDES,,,TROMBIDIFORMES,ARTHROPODA,,,THYOPSOIDES,
10/27/2015,4990,INVERTEBRATES,INSECTA,NEMOURIDAE,SH,AMPHINEMURA,"CN,SP",,PLECOPTERA,ARTHROPODA,3.6,AMPHINEMURINAE,AMPHINEMURA,
10/27/2015,4991,INVERTEBRATES,INSECTA,,,,,,COLEOPTERA,ARTHROPODA,,,COLEOPTERA,
10/27/2015,4992,INVERTEBRATES,INSECTA,GOMPHIDAE,,STYLOGOMPHUS,,,ODONATA,ARTHROPODA,,,STYLOGOMPHUS,
10/27/2015,4993,INVERTEBRATES,INSECTA,CALOPTERYGIDAE,,HETAERINA,,,ODONATA,ARTHROPODA,,,HETAERINA,
10/27/2015,4994,INVERTEBRATES,INSECTA,POLYMITARCYIDAE,,EPHORON,,,EPHEMEROPTERA,ARTHROPODA,,,EPHORON,
10/27/2015,4995,INVERTEBRATES,CLITELLATA,NAIDIDAE,,TELMATODRILUS,,,HAPLOTAXIDA,ANNELIDA,,,TELMATODRILUS,
10/27/2015,4996,INVERTEBRATES,INSECTA,CHIRONOMIDAE,,PLATYSMITTIA,,,DIPTERA,ARTHROPODA,,ORTHOCLADIINAE,PLATYSMITTIA,
10/27/2015,4997,INVERTEBRATES,INSECTA,DRYOPIDAE,,HELICHUS,,,COLEOPTERA,ARTHROPODA,,,HELICHUS,
10/27/2015,4998,INVERTEBRATES,INSECTA,POLYCENTROPODIDAE,,NEURECLIPSIS,,,TRICHOPTERA,ARTHROPODA,,,NEURECLIPSIS,
10/27/2015,4999,INVERTEBRATES,CLITELLATA,NAIDIDAE,,PIGUETIELLA,,,HAPLOTAXIDA,ANNELIDA,,,PIGUETIELLA,
10/27/2015,5000,INVERTEBRATES,,,,,,,,ANNELIDA,,,ANNELIDA,
10/27/2015,5001,INVERTEBRATES,INSECTA,STRATIOMYIDAE,CG,,SP,,DIPTERA,ARTHROPODA,7.3,,STRATIOMYIDAE,
