UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG
6816,REGULAR,WRS,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,,,120627.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/25/2012,122,,1210217,0.01,,0.048,0.02,7/5/2012,10,,1210217,0.002,,0.242,0.004,6/27/2012,2,,1210217,,283.2,10/25/2012,122,,1210217,0.02,,4.388,0.04,6/28/2012,3,,1210217,0.03,,0.076,0.06,6/27/2012,2,,1210217,,,43,5,6/27/2012,2,,1210217,,,38,2,7/10/2012,15,,1210217,0.1,,11.53,0.2,10/25/2012,122,,1210217,0.01,,1.377,0.02,6/28/2012,3,<LRL (0.02),1210217,0.01,L,0.014,0.02,6/28/2012,3,,1210217,0.01,L,0.016,0.02,6/28/2012,3,<LRL (0.02),1210217,0.01,L,0.002,0.02,7/5/2012,10,,1210217,0.01,,1.055,0.02,6/27/2012,2,,1210217,,7.35,10/25/2012,122,,1210217,0.04,,0.333,0.08,7/5/2012,10,,1210217,2,,25,4,6/28/2012,3,,1210217,0.005,,2.943,0.01,10/25/2012,122,1210217,0.02,,1.179,0.04,6/28/2012,3,,1210217,0.09,,2.521,0.18,,,,,,,,,,6/27/2012,2,,1210217,,,1.42,2,,,,,,,,,,,,,,,,,,,633200,,633203,
6818,REGULAR,WRS,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,,,120628.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/25/2012,120,<LRL (0.02),1210226,0.01,L,0.011,0.02,7/5/2012,8,,1210226,0.002,,0.0072,0.004,6/28/2012,1,,1210226,,124.8,10/25/2012,120,,1210226,0.02,,1.731,0.04,6/28/2012,1,,1210226,0.03,,0.227,0.06,6/28/2012,1,,1210226,,,23,5,6/28/2012,1,,1210226,,,18.62,2,7/17/2012,20,,1210226,0.1,,2.86,0.2,10/25/2012,120,,1210226,0.01,,0.931,0.02,6/28/2012,1,<LRL (0.02),1210226,0.01,ND,0.002,0.02,6/28/2012,1,,1210226,0.01,ND,0.002,0.02,6/28/2012,1,<LRL (0.02),1210226,0.01,ND,0,0.02,7/5/2012,8,,1210226,0.01,,0.191,0.02,6/28/2012,1,,1210226,,7.19,10/25/2012,120,,1210226,0.04,,0.143,0.08,7/5/2012,8,,1210226,2,,9,4,6/28/2012,1,,1210226,0.005,,1.128,0.01,10/25/2012,120,1210226,0.02,,0.253,0.04,6/28/2012,1,,1210226,0.09,,2.329,0.18,,,,,,,,,,6/28/2012,1,,1210226,,L,0.86,2,,,,,,,,,,,,,,,,,,,623330,,623333,
6821,REGULAR,WRS,121026.1,120711.1,120914.3,121026.1,120703.1,120630.1,120702.1,120724.1,121026.1,120703.1,120703.1,120703.1,120705.1,120630.1,121026.1,120705.1,120703.1,121026.1,120703.1,,,120630.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/26/2012,121,<LRL (0.02),1210273,0.01,ND,0,0.02,7/11/2012,14,,1210273,0.002,,0.187,0.004,9/14/2012,79,>HT,1210273,H,136000,10/26/2012,121,,1210273,0.02,,5.134,0.04,7/3/2012,6,,1210273,0.03,,1149.902,0.06,6/30/2012,3,,1210273,,,34,5,7/2/2012,5,,1210273,,,50470,2,7/24/2012,27,,1210273,0.1,,105.31,0.2,10/26/2012,121,,1210273,0.01,,46.68,0.02,7/3/2012,6,<LRL (0.02),1210273,0.01,ND,0,0.02,7/3/2012,6,,1210273,0.01,ND,0,0.02,7/3/2012,6,<LRL (0.02),1210273,0.01,ND,0,0.02,7/5/2012,8,,1210273,0.01,,13.413,0.02,6/30/2012,3,,1210273,,9.61,10/26/2012,121,,1210273,0.04,,194.6,0.08,7/5/2012,8,,1210273,2,,3436,4,7/3/2012,6,,1210273,0.005,,17.988,0.01,10/26/2012,121,1210273,0.02,,19510,0.04,7/3/2012,6,,1210273,0.09,,30213.94,0.18,,,,,,,,,,6/30/2012,3,,1210273,,,97.97,2,,,,,,,,,,,,,,,,,,,621020,Ship Flag,621023,Ship Flag
6823,REGULAR,WRS,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.2,121025.1,120628.1,,,120627.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/25/2012,121,,1210222,0.01,,0.319,0.02,7/5/2012,9,,1210222,0.002,,0.021,0.004,6/27/2012,1,,1210222,,518,10/25/2012,121,,1210222,0.02,,5.548,0.04,6/28/2012,2,,1210222,0.03,,1.758,0.06,6/27/2012,1,,1210222,,,25,5,6/27/2012,1,,1210222,,,61.8,2,7/17/2012,21,,1210222,0.1,,3.83,0.2,10/25/2012,121,,1210222,0.01,,1.325,0.02,6/28/2012,2,<LRL (0.02),1210222,0.01,ND,0.004,0.02,6/28/2012,2,,1210222,0.01,ND,0.004,0.02,6/28/2012,2,<LRL (0.02),1210222,0.01,ND,0,0.02,7/5/2012,9,,1210222,0.01,,0.471,0.02,6/27/2012,1,,1210222,,8.1,10/25/2012,121,,1210222,0.04,,2.028,0.08,7/5/2012,9,,1210222,2,,93,4,6/28/2012,2,,1210222,0.005,,23.498,0.01,10/25/2012,121,1210222,0.02,,4.531,0.04,6/28/2012,2,,1210222,0.09,,1.27,0.18,,,,,,,,,,6/27/2012,1,,1210222,,,6.94,2,,,,,,,,,,,,,,,,,,,640100,,640103,
6825,REGULAR,WRS,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,,,120629.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/26/2012,121,<LRL (0.02),1210260,0.01,L,0.012,0.02,7/10/2012,13,,1210260,0.002,,0.0075,0.004,6/29/2012,2,,1210260,,3538,10/26/2012,121,,1210260,0.02,,49.72,0.04,6/29/2012,2,,1210260,0.03,,19.13,0.06,6/29/2012,2,,1210260,,,8,5,6/29/2012,2,,1210260,,,430,2,7/18/2012,21,,1210260,0.1,,2.29,0.2,10/26/2012,121,,1210260,0.01,,16.11,0.02,6/29/2012,2,<LRL (0.02),1210260,0.01,ND,0.002,0.02,6/29/2012,2,,1210260,0.01,ND,0.002,0.02,6/29/2012,2,<LRL (0.02),1210260,0.01,ND,0,0.02,7/5/2012,8,,1210260,0.01,,0.163,0.02,6/29/2012,2,,1210260,,8.5,10/26/2012,121,,1210260,0.04,,2.891,0.08,7/5/2012,8,,1210260,2,,36,4,7/3/2012,6,,1210260,0.005,,28.073,0.01,10/26/2012,121,1210260,0.02,,17.53,0.04,6/29/2012,2,,1210260,0.09,,27.63,0.18,,,,,,,,,,6/29/2012,2,,1210260,,,1.7,2,,,,,,,,,,,,,,,,,,,641570,,641573,
6826,REGULAR,WRS,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,,,120629.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/26/2012,121,,1210262,0.01,,0.066,0.02,7/11/2012,14,,1210262,0.002,,0.017,0.004,6/29/2012,2,,1210262,,329.1,10/26/2012,121,,1210262,0.02,,3.667,0.04,6/29/2012,2,,1210262,0.03,,0.534,0.06,6/29/2012,2,,1210262,,,23,5,6/29/2012,2,,1210262,,,35.1,2,7/18/2012,21,,1210262,0.1,,6.25,0.2,10/26/2012,121,,1210262,0.01,,1.215,0.02,6/29/2012,2,<LRL (0.02),1210262,0.01,ND,0.002,0.02,6/29/2012,2,,1210262,0.01,ND,0.002,0.02,6/29/2012,2,<LRL (0.02),1210262,0.01,ND,0,0.02,7/5/2012,8,,1210262,0.01,,0.641,0.02,6/29/2012,2,,1210262,,7.6,10/26/2012,121,,1210262,0.04,,1.144,0.08,7/5/2012,8,,1210262,2,,41,4,7/3/2012,6,,1210262,0.005,,0.211,0.01,10/26/2012,121,1210262,0.02,,0.99,0.04,6/29/2012,2,,1210262,0.09,,0.522,0.18,,,,,,,,,,6/29/2012,2,,1210262,,L,0.9,2,,,,,,,,,,,,,,,,,,,640820,,640823,
6827,REGULAR,WRS,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,,,120629.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/26/2012,121,<LRL (0.02),1210249,0.01,ND,0.01,0.02,7/10/2012,13,,1210249,0.002,,0.011,0.004,6/29/2012,2,,1210249,,2017,10/26/2012,121,,1210249,0.02,,18.05,0.04,6/29/2012,2,,1210249,0.03,,2.008,0.06,6/29/2012,2,,1210249,,,9,5,6/29/2012,2,,1210249,,,230,2,7/18/2012,21,,1210249,0.1,,2.76,0.2,10/26/2012,121,,1210249,0.01,,4.218,0.02,6/29/2012,2,<LRL (0.02),1210249,0.01,ND,0.002,0.02,6/29/2012,2,,1210249,0.01,ND,0.002,0.02,6/29/2012,2,<LRL (0.02),1210249,0.01,ND,0,0.02,7/5/2012,8,,1210249,0.01,,0.245,0.02,6/29/2012,2,,1210249,,8.35,10/26/2012,121,,1210249,0.04,,1.218,0.08,7/5/2012,8,,1210249,2,,11,4,7/3/2012,6,,1210249,0.005,,0.096,0.01,10/26/2012,121,1210249,0.02,,27.04,0.04,6/29/2012,2,,1210249,0.09,,17.584,0.18,,,,,,,,,,6/29/2012,2,,1210249,,,1.16,2,,,,,,,,,,,,,,,,,,,624110,,624113,
6829,REGULAR,WRS,121026.1,120710.2,120702.1,121026.1,120703.1,120629.1,120702.1,120724.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,,,120629.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/26/2012,121,<LRL (0.02),1210252,0.01,ND,0,0.02,7/10/2012,13,,1210252,0.002,,0.0098,0.004,7/2/2012,5,,1210252,,22163,10/26/2012,121,,1210252,0.02,,9.398,0.04,7/3/2012,6,,1210252,0.03,,1996.31,0.06,6/29/2012,2,,1210252,,L,4,5,7/2/2012,5,,1210252,,,8483,2,7/24/2012,27,,1210252,0.1,,9.5,0.2,10/26/2012,121,,1210252,0.01,,105.9,0.02,6/29/2012,2,<LRL (0.02),1210252,0.01,ND,0,0.02,6/29/2012,2,,1210252,0.01,ND,0,0.02,6/29/2012,2,<LRL (0.02),1210252,0.01,ND,0,0.02,7/5/2012,8,,1210252,0.01,,0.606,0.02,6/29/2012,2,,1210252,,9.18,10/26/2012,121,,1210252,0.04,,113.1,0.08,7/5/2012,8,,1210252,2,,83,4,7/3/2012,6,,1210252,0.005,,1.183,0.01,10/26/2012,121,1210252,0.02,,1731,0.04,6/29/2012,2,,1210252,0.09,,296.485,0.18,,,,,,,,,,6/29/2012,2,,1210252,,L,0.92,2,,,,,,,,,,,,,,,,,,,645680,,645683,
6830,REGULAR,WRS,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,,,120629.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/26/2012,121,<LRL (0.02),1210256,0.01,ND,0.006,0.02,7/10/2012,13,,1210256,0.002,,0.013,0.004,6/29/2012,2,,1210256,,1529,10/26/2012,121,,1210256,0.02,,17.47,0.04,6/29/2012,2,,1210256,0.03,,29.508,0.06,6/29/2012,2,,1210256,,,17,5,6/29/2012,2,,1210256,,,304,2,7/18/2012,21,,1210256,0.1,,4.06,0.2,10/26/2012,121,,1210256,0.01,,11.61,0.02,6/29/2012,2,<LRL (0.02),1210256,0.01,ND,0.002,0.02,6/29/2012,2,,1210256,0.01,ND,0.002,0.02,6/29/2012,2,<LRL (0.02),1210256,0.01,ND,0,0.02,7/5/2012,8,,1210256,0.01,,0.368,0.02,6/29/2012,2,,1210256,,9.24,10/26/2012,121,,1210256,0.04,,0.887,0.08,7/5/2012,8,,1210256,2,,28,4,7/3/2012,6,,1210256,0.005,,5.814,0.01,10/26/2012,121,1210256,0.02,,25.87,0.04,6/29/2012,2,,1210256,0.09,,31.082,0.18,,,,,,,,,,6/29/2012,2,,1210256,,,2.79,2,,,,,,,,,,,,,,,,,,,644450,,644453,
6831,REGULAR,WRS,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,,,120628.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/25/2012,120,,1210232,0.01,,0.09,0.02,7/5/2012,8,,1210232,0.002,,0.0082,0.004,6/28/2012,1,,1210232,,109.7,10/25/2012,120,,1210232,0.02,,2.678,0.04,6/28/2012,1,,1210232,0.03,,17.923,0.06,6/28/2012,1,,1210232,,,53,5,6/28/2012,1,,1210232,,,82,2,7/17/2012,20,,1210232,0.1,,6.33,0.2,10/25/2012,120,,1210232,0.01,,0.665,0.02,6/28/2012,1,<LRL (0.02),1210232,0.01,ND,0.003,0.02,6/28/2012,1,,1210232,0.01,ND,0.003,0.02,6/28/2012,1,<LRL (0.02),1210232,0.01,ND,0,0.02,7/5/2012,8,,1210232,0.01,,0.303,0.02,6/28/2012,1,,1210232,,6.85,10/25/2012,120,,1210232,0.04,,0.853,0.08,7/5/2012,8,,1210232,2,,20,4,6/28/2012,1,,1210232,0.005,,4.412,0.01,10/25/2012,120,1210232,0.02,,11.58,0.04,6/28/2012,1,,1210232,0.09,,2.792,0.18,,,,,,,,,,6/28/2012,1,,1210232,,,1.49,2,,,,,,,,,,,,,,,,,,,641660,,641663,
6832,REGULAR,PADEP,,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,0911-916,,0911-916,0911-916,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,1569757,0.00672,,0.05,0.02,,,,1569757,,262.6,,,,1569757,0.02237,,7.78,0.03,,,,1569757,0.04373,,6.03,0.5,,,,1569757,,,10,5,,,,1569757,N/A,,63.9,1,,,,1569757,0.03664,,3.02,0.5,,,,1569757,0.00307,,0.839,0.01,,,,1569757,0.01399,L,0.04,0.04,,,,1569757,0.0163,L,0.024,0.05,,,,,,,,,,,,1569757,0.02214,,0.3,0.25,,,,1569757,H,7.4,,,,1569757,0.08703,L,1,1,,,,1569757,3.05,,14,10,,,,1569757,0.06282,L,0.914,1.07,,,1569757,0.0322,,1.56,0.2,,,,1569757,0.07863,,4.89,1,,,,,1569757,N/A,L,0,5,,,,1569757,0.2045,Q,1.86,1,,,,,,,,LAB5,LAB6,,LAB4,LAB7,,LAB1,,,LAB2,LAB3,620360,,620363,
6833,REGULAR,PADEP,,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,0911-913,,0911-913,0911-913,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,NTU,,,,,,,,,,,,1569272,0.00672,,0.08,0.02,,,,1569272,,86.4,,,,1569272,0.02237,,3.076,0.03,,,,1569272,0.04373,,2.99,0.5,,,,1569272,,,20,5,,,,1569272,N/A,,31.8,1,,,,1569272,0.03664,S,3.83,0.5,,,,1569272,0.00307,,0.307,0.01,,,,1569272,0.01399,L,0.04,0.04,,,,1569272,0.0163,ND,0.016,0.05,,,,,,,,,,,,1569272,0.02214,,0.27,0.25,,,,1569272,H,7,,,,1569272,0.08703,L,1,1,,,,1569272,3.05,,10,10,,,,1569272,0.06282,L,0.745,1.07,,,1569272,0.0322,,2.106,0.2,,,,1569272,0.07863,,3.47,1,,,,,1569272,N/A,L,0,5,,,,1569272,0.2045,,1.6,1,,,,,,LAB1,,LAB5,LAB6,,LAB7,LAB2,,LAB3,,,LAB4,,620570,,620573,
6834,REGULAR,WRS,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,,,120628.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/25/2012,120,,1210238,0.01,,0.062,0.02,7/5/2012,8,,1210238,0.002,,0.024,0.004,6/28/2012,1,,1210238,,76.8,10/25/2012,120,,1210238,0.02,,2.325,0.04,6/28/2012,1,,1210238,0.03,,2.277,0.06,6/28/2012,1,,1210238,,,36,5,6/28/2012,1,,1210238,,,28.2,2,7/17/2012,20,,1210238,0.1,,5.07,0.2,10/25/2012,120,,1210238,0.01,,0.525,0.02,6/28/2012,1,,1210238,0.01,,0.135,0.02,6/28/2012,1,,1210238,0.01,,0.136,0.02,6/28/2012,1,<LRL (0.02),1210238,0.01,L,0.002,0.02,7/5/2012,8,,1210238,0.01,,0.396,0.02,6/28/2012,1,,1210238,,6.61,10/25/2012,120,,1210238,0.04,,0.31,0.08,7/5/2012,8,,1210238,2,,16,4,6/28/2012,1,,1210238,0.005,,5.281,0.01,10/25/2012,120,1210238,0.02,,2.153,0.04,6/28/2012,1,,1210238,0.09,,2.995,0.18,,,,,,,,,,6/28/2012,1,,1210238,,L,0.79,2,,,,,,,,,,,,,,,,,,,628190,,628193,
6837,REGULAR,WRS,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,,,120628.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,10/25/2012,120,<LRL (0.02),1210227,0.01,ND,0,0.02,7/5/2012,8,,1210227,0.002,,0.0057,0.004,6/28/2012,1,,1210227,,100.2,10/25/2012,120,,1210227,0.02,,2.492,0.04,6/28/2012,1,,1210227,0.03,,0.377,0.06,6/28/2012,1,,1210227,,,6,5,6/28/2012,1,,1210227,,,22,2,7/17/2012,20,,1210227,0.1,,1.91,0.2,10/25/2012,120,,1210227,0.01,,0.596,0.02,6/28/2012,1,<LRL (0.02),1210227,0.01,ND,0.002,0.02,6/28/2012,1,,1210227,0.01,ND,0.002,0.02,6/28/2012,1,<LRL (0.02),1210227,0.01,ND,0,0.02,7/5/2012,8,,1210227,0.01,,0.134,0.02,6/28/2012,1,,1210227,,6.87,10/25/2012,120,,1210227,0.04,,0.415,0.08,7/5/2012,8,,1210227,2,,7,4,6/28/2012,1,,1210227,0.005,,2.157,0.01,10/25/2012,120,1210227,0.02,,0.399,0.04,6/28/2012,1,,1210227,0.09,,3.626,0.18,,,,,,,,,,6/28/2012,1,,1210227,,L,0.69,2,,,,,,,,,,,,,,,,,,,636230,,636233,
