UID,SITE_ID,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,YEAR,VISIT_NO,DATE_COL,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SAMPLE_DEPTH,SECCHI,PUBLICATION_DATE
8192,NLA12_WI-179,PLNLOW,UMW,WI,UMW,2012,1,8/21/2012,,3.7,3.6,,3.65,8/23/2016
8193,NLA12_WI-109,PLNLOW,UMW,WI,UMW,2012,1,8/22/2012,,1.1,0.9,,1,8/23/2016
8194,NLA12_WI-115,PLNLOW,UMW,WI,UMW,2012,1,8/20/2012,,0.9,0.8,,0.85,8/23/2016
8198,NLA12_AZ-130,WMTNS,XER,AZ,WMTNS,2012,2,8/22/2012,,2.8,2.7,,2.75,8/23/2016
8199,NLA12_VT-112,EHIGH,NAP,VT,EHIGH,2012,2,8/24/2012,,2.3,2.1,,2.2,8/23/2016
8200,NLA12_MT-164,WMTNS,WMT,MT,WMTNS,2012,1,8/23/2012,,6.3,6,,6.15,8/23/2016
8201,NLA12_PA-111,EHIGH,SAP,PA,EHIGH,2012,1,8/23/2012,,1.1,1.1,,1.1,8/23/2016
8202,NLA12_PA-115,EHIGH,NAP,PA,EHIGH,2012,1,8/22/2012,,3.75,3.75,,3.75,8/23/2016
8203,NLA12_TX-218,PLNLOW,SPL,TX,PLAINS,2012,1,8/22/2012,,0.6,0.5,,0.55,8/23/2016
8207,NLA12_OH-115,EHIGH,SAP,OH,EHIGH,2012,1,8/23/2012,,3.75,3.82,,3.785,8/23/2016
8217,NLA12_AR-103,EHIGH,SAP,AR,EHIGH,2012,1,8/24/2012,,3.38,3.1,,3.24,8/23/2016
8218,NLA12_AZ-106,WMTNS,XER,AZ,WMTNS,2012,1,8/23/2012,,1.5,1.5,,1.5,8/23/2016
8219,NLA12_AZ-123,WMTNS,XER,AZ,WMTNS,2012,1,8/24/2012,,0.03,0.03,,0.03,8/23/2016
8220,NLA12_NE-154,PLNLOW,TPL,NE,PLAINS,2012,1,8/26/2012,,0.44,0.41,,0.425,8/23/2016
8221,NLA12_NE-156,PLNLOW,SPL,NE,PLAINS,2012,1,8/24/2012,,0.1,0.08,,0.09,8/23/2016
8229,NLA12_NE-101,PLNLOW,SPL,NE,PLAINS,2012,2,8/26/2012,,0.5,0.4,,0.45,8/23/2016
8238,NLA12_WA-103,WMTNS,WMT,WA,WMTNS,2012,1,8/27/2012,,5.05,4.9,,4.975,8/23/2016
8242,NLA12_NE-166,PLNLOW,SPL,NE,PLAINS,2012,1,8/25/2012,,1,0.9,,0.95,8/23/2016
8243,NLA12_NE-149,PLNLOW,SPL,NE,PLAINS,2012,1,8/24/2012,,0.2,0.1,,0.15,8/23/2016
8245,NLA12_SD-157,PLNLOW,NPL,SD,PLAINS,2012,1,8/27/2012,,1.2,1.1,,1.15,8/23/2016
8248,NLA12_NE-170,PLNLOW,TPL,NE,PLAINS,2012,1,8/27/2012,,0.15,0.14,,0.145,8/23/2016
8249,NLA12_SD-162,PLNLOW,TPL,SD,PLAINS,2012,1,8/27/2012,,0.35,0.3,,0.325,8/23/2016
8251,NLA12_AZ-157,WMTNS,WMT,AZ,WMTNS,2012,1,8/17/2012,,0.3,0.25,,0.275,8/23/2016
8253,NLA12_ME-126,EHIGH,NAP,ME,EHIGH,2012,2,8/27/2012,Y,4.7,4.65,,4.675,8/23/2016
8256,NLA12_OH-106,EHIGH,SAP,OH,EHIGH,2012,1,8/27/2012,,1.5,1.4,,1.45,8/23/2016
8258,NLA12_CO-R01,WMTNS,WMT,CO,WMTNS,2012,1,8/27/2012,,7.5,7.7,,7.6,8/23/2016
8264,NLA12_CA-102,WMTNS,WMT,CA,WMTNS,2012,1,8/28/2012,,0.5,0.28,,0.39,8/23/2016
8265,NLA12_CA-156,WMTNS,XER,CA,WMTNS,2012,1,8/27/2012,,0.48,0.38,,0.43,8/23/2016
8266,NLA12_SD-103,PLNLOW,TPL,SD,PLAINS,2012,1,8/28/2012,,1.25,1.15,,1.2,8/23/2016
8275,NLA12_SD-150,PLNLOW,NPL,SD,PLAINS,2012,1,8/28/2012,Y,1,1,,1,8/23/2016
8276,NLA12_SD-141,PLNLOW,NPL,SD,PLAINS,2012,1,8/28/2012,,2.1,2,,2.05,8/23/2016
8277,NLA12_GA-101,PLNLOW,CPL,GA,CPL,2012,2,8/28/2012,,0.6,0.5,,0.55,8/23/2016
8278,NLA12_MT-135,PLNLOW,NPL,MT,PLAINS,2012,1,8/28/2012,,0.35,0.3,,0.325,8/23/2016
8279,NLA12_NE-129,PLNLOW,TPL,NE,PLAINS,2012,2,8/28/2012,,0.26,0.24,,0.25,8/23/2016
8282,NLA12_CO-R10,WMTNS,WMT,CO,WMTNS,2012,1,8/28/2012,,2.5,2.6,,2.55,8/23/2016
8283,NLA12_MN-123,PLNLOW,TPL,MN,PLAINS,2012,2,8/28/2012,,2.5,2.4,,2.45,8/23/2016
8284,NLA12_MN-171,PLNLOW,TPL,MN,PLAINS,2012,1,8/28/2012,,0.9,0.8,,0.85,8/23/2016
8285,NLA12_MD-101,EHIGH,SAP,MD,EHIGH,2012,2,8/28/2012,,4.8,4.6,,4.7,8/23/2016
8289,NLA12_MO-122,PLNLOW,TPL,MO,PLAINS,2012,1,8/29/2012,,0.52,0.5,,0.51,8/23/2016
8290,NLA12_MO-126,PLNLOW,TPL,MO,PLAINS,2012,1,8/28/2012,,0.18,0.19,,0.185,8/23/2016
8291,NLA12_WA-146,WMTNS,WMT,WA,WMTNS,2012,1,8/28/2012,Y,,,,,8/23/2016
8293,NLA12_IN-142,PLNLOW,TPL,IN,PLAINS,2012,1,8/29/2012,,0.45,0.4,,0.425,8/23/2016
8295,NLA12_MN-144,PLNLOW,UMW,MN,UMW,2012,1,8/28/2012,Y,1.8,1.8,,1.8,8/23/2016
8297,NLA12_CO-107,WMTNS,WMT,CO,WMTNS,2012,1,8/29/2012,,7.5,7.28,,7.39,8/23/2016
8298,NLA12_CT-101,EHIGH,NAP,CT,EHIGH,2012,2,8/29/2012,,1.5,1.5,,1.5,8/23/2016
8299,NLA12_WV-101,EHIGH,SAP,WV,EHIGH,2012,2,8/28/2012,,3.5,3.3,,3.4,8/23/2016
8300,NLA12_TX-199,PLNLOW,CPL,TX,CPL,2012,1,8/29/2012,,0.15,0.15,,0.15,8/23/2016
8301,NLA12_NE-157,PLNLOW,TPL,NE,PLAINS,2012,1,8/29/2012,,1.35,1.3,,1.325,8/23/2016
8302,NLA12_MT-103,PLNLOW,NPL,MT,PLAINS,2012,1,8/29/2012,,1.3,1.25,,1.275,8/23/2016
8303,NLA12_IL-114,PLNLOW,TPL,IL,PLAINS,2012,1,8/29/2012,,3.01,3,,3.005,8/23/2016
8307,NLA12_IN-117,PLNLOW,TPL,IN,PLAINS,2012,1,8/29/2012,,1.7,1.6,,1.65,8/23/2016
8308,NLA12_MN-101,PLNLOW,UMW,MN,UMW,2012,2,8/29/2012,,,0.9,,,8/23/2016
8311,NLA12_SD-198,PLNLOW,TPL,SD,PLAINS,2012,1,8/29/2012,,0.65,0.6,,0.625,8/23/2016
8314,NLA12_ME-115,EHIGH,NAP,ME,EHIGH,2012,1,8/29/2012,,3.45,3.22,,3.335,8/23/2016
8316,NLA12_GA-114,PLNLOW,CPL,GA,CPL,2012,1,8/29/2012,,1.1,1,,1.05,8/23/2016
8318,NLA12_IN-191,PLNLOW,TPL,IN,PLAINS,2012,1,8/30/2012,,0.3,0.25,,0.275,8/23/2016
8319,NLA12_WA-114,WMTNS,WMT,WA,WMTNS,2012,1,8/30/2012,,2.46,2.37,,2.415,8/23/2016
8320,NLA12_AZ-143,WMTNS,WMT,AZ,WMTNS,2012,1,8/30/2012,,1.75,1.7,,1.725,8/23/2016
8321,NLA12_UT-374,WMTNS,XER,UT,WMTNS,2012,1,8/30/2012,,1.5,1.4,,1.45,8/23/2016
8324,NLA12_PA-103,EHIGH,NAP,PA,EHIGH,2012,1,8/28/2012,,1.3,1,,1.15,8/23/2016
8325,NLA12_CO-105,WMTNS,WMT,CO,WMTNS,2012,1,8/30/2012,,0.33,0.3,,0.315,8/23/2016
8326,NLA12_NE-158,PLNLOW,SPL,NE,PLAINS,2012,1,8/30/2012,,0.1,0.08,,0.09,8/23/2016
8327,NLA12_IL-103,PLNLOW,TPL,IL,PLAINS,2012,1,8/30/2012,,0.9,0.85,,0.875,8/23/2016
8328,NLA12_MT-119,PLNLOW,NPL,MT,PLAINS,2012,1,8/30/2012,,0.25,0.23,,0.24,8/23/2016
8329,NLA12_UT-122,WMTNS,WMT,UT,WMTNS,2012,1,8/29/2012,,5.4,5.32,,5.36,8/23/2016
8330,NLA12_TX-118,PLNLOW,CPL,TX,CPL,2012,1,8/30/2012,,0.24,0.25,,0.245,8/23/2016
8333,NLA12_CA-181,WMTNS,XER,CA,WMTNS,2012,1,8/29/2012,,2.38,2.14,,2.26,8/23/2016
8334,NLA12_CO-R07,WMTNS,WMT,CO,WMTNS,2012,1,8/30/2012,Y,3.05,3.05,,3.05,8/23/2016
8341,NLA12_IN-126,PLNLOW,TPL,IN,PLAINS,2012,1,8/31/2012,,0.5,0.4,,0.45,8/23/2016
8342,NLA12_TX-202,PLNLOW,SPL,TX,PLAINS,2012,1,8/30/2012,,0.57,0.55,,0.56,8/23/2016
8358,NLA12_OK-133,PLNLOW,SPL,OK,PLAINS,2012,1,9/4/2012,,0.29,0.29,,0.29,8/23/2016
8360,NLA12_UT-324,WMTNS,WMT,UT,WMTNS,2012,1,9/4/2012,,2.2,2,,2.1,8/23/2016
8363,NLA12_ME-135,EHIGH,NAP,ME,EHIGH,2012,1,9/4/2012,,3.35,3.45,,3.4,8/23/2016
8385,NLA12_MT-161,PLNLOW,NPL,MT,PLAINS,2012,1,9/5/2012,,0.95,0.93,,0.94,8/23/2016
8387,NLA12_OH-101,PLNLOW,TPL,OH,PLAINS,2012,2,9/5/2012,,0.43,0.44,,0.435,8/23/2016
8390,NLA12_UT-325,WMTNS,WMT,UT,WMTNS,2012,1,9/5/2012,,4.15,4,,4.075,8/23/2016
8391,NLA12_WA-115,WMTNS,WMT,WA,WMTNS,2012,1,9/5/2012,,5.76,5.65,,5.705,8/23/2016
8393,NLA12_OK-286,PLNLOW,SPL,OK,PLAINS,2012,1,9/5/2012,,0.14,0.13,,0.135,8/23/2016
8394,NLA12_WV-112,EHIGH,SAP,WV,EHIGH,2012,2,9/5/2012,,0.4,0.31,,0.355,8/23/2016
8395,NLA12_UT-229,WMTNS,WMT,UT,WMTNS,2012,1,9/5/2012,,3.8,3.7,,3.75,8/23/2016
8396,NLA12_MN-181,PLNLOW,UMW,MN,UMW,2012,1,9/5/2012,Y,1.7,1.7,,1.7,8/23/2016
8397,NLA12_MN-180,PLNLOW,UMW,MN,UMW,2012,1,9/5/2012,,1.2,1.2,,1.2,8/23/2016
8398,NLA12_CA-212,WMTNS,WMT,CA,WMTNS,2012,1,9/5/2012,,4.78,4.36,,4.57,8/23/2016
8403,NLA12_OH-R03,EHIGH,NAP,OH,EHIGH,2012,1,9/5/2012,,2.9,2.75,,2.825,8/23/2016
8404,NLA12_MN-162,PLNLOW,UMW,MN,UMW,2012,1,9/6/2012,,1.3,1.2,,1.25,8/23/2016
8405,NLA12_MN-170,PLNLOW,UMW,MN,UMW,2012,1,9/5/2012,,2.2,2,,2.1,8/23/2016
8407,NLA12_ME-108,EHIGH,NAP,ME,EHIGH,2012,1,9/5/2012,,3.35,3.15,,3.25,8/23/2016
8408,NLA12_IN-162,PLNLOW,TPL,IN,PLAINS,2012,1,9/6/2012,,0.95,0.9,,0.925,8/23/2016
8409,NLA12_IN-112,PLNLOW,TPL,IN,PLAINS,2012,1,9/5/2012,,0.8,0.7,,0.75,8/23/2016
8410,NLA12_IN-131,PLNLOW,TPL,IN,PLAINS,2012,1,9/5/2012,,8.6,8.4,,8.5,8/23/2016
8412,NLA12_CT-115,EHIGH,NAP,CT,EHIGH,2012,2,9/6/2012,,4.7,4.7,,4.7,8/23/2016
8413,NLA12_TX-137,PLNLOW,CPL,TX,CPL,2012,1,9/6/2012,,2.35,2.3,,2.325,8/23/2016
8414,NLA12_CO-127,PLNLOW,SPL,CO,PLAINS,2012,1,9/6/2012,,2.1,2.07,,2.085,8/23/2016
8416,NLA12_MO-120,PLNLOW,TPL,MO,PLAINS,2012,1,9/6/2012,,0.6,0.51,,0.555,8/23/2016
8422,NLA12_PA-119,EHIGH,SAP,PA,EHIGH,2012,1,9/6/2012,,7.1,6.7,,6.9,8/23/2016
8423,NLA12_OH-112,PLNLOW,TPL,OH,PLAINS,2012,1,9/6/2012,,1.68,1.65,,1.665,8/23/2016
8424,NLA12_CA-138,WMTNS,WMT,CA,WMTNS,2012,1,9/6/2012,Y,,,,,8/23/2016
8427,NLA12_WI-132,PLNLOW,UMW,WI,UMW,2012,1,9/6/2012,,0.4,0.2,,0.3,8/23/2016
8428,NLA12_WI-181,PLNLOW,TPL,WI,PLAINS,2012,1,9/4/2012,,1.6,1.4,,1.5,8/23/2016
8429,NLA12_WI-135,PLNLOW,UMW,WI,UMW,2012,1,8/29/2012,,2.2,2,,2.1,8/23/2016
8430,NLA12_WI-111,PLNLOW,UMW,WI,UMW,2012,1,9/6/2012,,4.2,4,,4.1,8/23/2016
8435,NLA12_MT-177,PLNLOW,NPL,MT,PLAINS,2012,1,9/6/2012,,0.65,0.63,,0.64,8/23/2016
8436,NLA12_MA-101,PLNLOW,CPL,MA,CPL,2012,1,9/7/2012,,1.8,1.7,,1.75,8/23/2016
8437,NLA12_MA-105,EHIGH,NAP,MA,EHIGH,2012,1,9/6/2012,,1.8,1.7,,1.75,8/23/2016
8438,NLA12_IN-183,PLNLOW,TPL,IN,PLAINS,2012,1,9/7/2012,,0.6,0.5,,0.55,8/23/2016
8442,NLA12_WA-124,WMTNS,XER,WA,WMTNS,2012,1,9/7/2012,,3.14,3.18,,3.16,8/23/2016
8443,NLA12_MA-111,PLNLOW,CPL,MA,CPL,2012,1,9/9/2012,,3.3,3.2,,3.25,8/23/2016
8444,NLA12_WA-120,WMTNS,WMT,WA,WMTNS,2012,1,9/6/2012,,6.42,6.33,,6.375,8/23/2016
8446,NLA12_UT-110,WMTNS,XER,UT,WMTNS,2012,2,9/6/2012,,3.1,3,,3.05,8/23/2016
8447,NLA12_UT-290,WMTNS,XER,UT,WMTNS,2012,1,9/7/2012,Y,1.8,1.8,,1.8,8/23/2016
8457,NLA12_MA-108,EHIGH,NAP,MA,EHIGH,2012,1,9/10/2012,,1,1.1,,1.05,8/23/2016
8458,NLA12_WY-125,WMTNS,WMT,WY,WMTNS,2012,1,9/6/2012,,3.4,3.3,,3.35,8/23/2016
8462,NLA12_OK-102,PLNLOW,SPL,OK,PLAINS,2012,1,9/4/2012,,0.47,0.47,,0.47,8/23/2016
8463,NLA12_OK-285,PLNLOW,SPL,OK,PLAINS,2012,1,9/10/2012,,0.8,0.72,,0.76,8/23/2016
8466,NLA12_CA-107,WMTNS,WMT,CA,WMTNS,2012,1,9/10/2012,,5.5,5.1,,5.3,8/23/2016
8469,NLA12_DE-121,PLNLOW,CPL,DE,CPL,2012,1,9/10/2012,,0.65,0.5,,0.575,8/23/2016
8470,NLA12_WV-105,EHIGH,SAP,WV,EHIGH,2012,1,9/10/2012,,0.55,0.45,,0.5,8/23/2016
8472,NLA12_MT-102,WMTNS,WMT,MT,WMTNS,2012,2,9/10/2012,,6.5,6.4,,6.45,8/23/2016
8473,NLA12_ME-101,EHIGH,NAP,ME,EHIGH,2012,2,9/10/2012,Y,3,3,,3,8/23/2016
8476,NLA12_MT-105,WMTNS,WMT,MT,WMTNS,2012,1,9/11/2012,,7.62,7.55,,7.585,8/23/2016
8477,NLA12_CO-111,PLNLOW,SPL,CO,PLAINS,2012,1,9/11/2012,,0.8,0.72,,0.76,8/23/2016
8478,NLA12_OR-126,WMTNS,WMT,OR,WMTNS,2012,1,9/10/2012,,4.6,4.6,,4.6,8/23/2016
8479,NLA12_OR-173,WMTNS,WMT,OR,WMTNS,2012,1,9/11/2012,Y,,,,,8/23/2016
8480,NLA12_TX-159,PLNLOW,SPL,TX,PLAINS,2012,1,9/11/2012,,0.98,0.97,,0.975,8/23/2016
8481,NLA12_OK-311,EHIGH,SAP,OK,EHIGH,2012,1,9/11/2012,,1.22,1.27,,1.245,8/23/2016
8482,NLA12_OK-101,PLNLOW,SPL,OK,PLAINS,2012,2,9/11/2012,,0.95,0.87,,0.91,8/23/2016
8483,NLA12_CA-104,WMTNS,WMT,CA,WMTNS,2012,1,9/11/2012,,8.91,8.65,,8.78,8/23/2016
8486,NLA12_MT-111,WMTNS,WMT,MT,WMTNS,2012,1,9/12/2012,,6.25,6.2,,6.225,8/23/2016
8487,NLA12_OH-122,PLNLOW,TPL,OH,PLAINS,2012,1,9/13/2012,,0.71,0.76,,0.735,8/23/2016
8489,NLA12_ME-137,EHIGH,NAP,ME,EHIGH,2012,1,9/12/2012,,1.8,1.67,,1.735,8/23/2016
8493,NLA12_IN-196,PLNLOW,UMW,IN,UMW,2012,1,9/12/2012,,4.1,4,,4.05,8/23/2016
8494,NLA12_MA-102,EHIGH,NAP,MA,EHIGH,2012,1,9/11/2012,Y,2,,,,8/23/2016
8495,NLA12_WA-116,WMTNS,XER,WA,WMTNS,2012,1,9/12/2012,,2.72,2.68,,2.7,8/23/2016
8496,NLA12_WA-104,WMTNS,XER,WA,WMTNS,2012,1,9/11/2012,,0.68,0.65,,0.665,8/23/2016
8497,NLA12_MA-104,EHIGH,NAP,MA,EHIGH,2012,1,9/12/2012,,0.9,0.8,,0.85,8/23/2016
8499,NLA12_IL-111,PLNLOW,TPL,IL,PLAINS,2012,1,9/12/2012,,0.9,0.85,,0.875,8/23/2016
8500,NLA12_CT-105,EHIGH,NAP,CT,EHIGH,2012,1,9/12/2012,,1.1,1.1,,1.1,8/23/2016
8502,NLA12_TN-106,PLNLOW,CPL,TN,CPL,2012,1,9/12/2012,,0.8,0.65,,0.725,8/23/2016
8503,NLA12_OK-299,EHIGH,SAP,OK,EHIGH,2012,2,9/12/2012,,1.8,1.75,,1.775,8/23/2016
8504,NLA12_UT-264,WMTNS,WMT,UT,WMTNS,2012,1,9/12/2012,Y,2.3,2.2,,2.25,8/23/2016
8505,NLA12_CO-103,PLNLOW,SPL,CO,PLAINS,2012,1,9/12/2012,,1,0.85,,0.925,8/23/2016
8507,NLA12_PA-101,EHIGH,SAP,PA,EHIGH,2012,2,9/12/2012,,5.4,5.2,,5.3,8/23/2016
8508,NLA12_UT-343,WMTNS,WMT,UT,WMTNS,2012,1,9/11/2012,,1.55,1.47,,1.51,8/23/2016
8509,NLA12_UT-359,WMTNS,XER,UT,WMTNS,2012,1,9/12/2012,,0.25,0.2,,0.225,8/23/2016
8514,NLA12_OR-103,WMTNS,WMT,OR,WMTNS,2012,2,9/12/2012,Y,,,,,8/23/2016
8532,NLA12_TX-R08,PLNLOW,CPL,TX,CPL,2012,1,9/12/2012,,0.4,0.4,,0.4,8/23/2016
8540,NLA12_IN-193,PLNLOW,TPL,IN,PLAINS,2012,1,9/12/2012,,3.2,3.1,,3.15,8/23/2016
8542,NLA12_OR-121,WMTNS,WMT,OR,WMTNS,2012,2,9/13/2012,,6.3,6.1,,6.2,8/23/2016
8543,NLA12_MT-164,WMTNS,WMT,MT,WMTNS,2012,2,9/13/2012,,5.63,5.57,,5.6,8/23/2016
8545,NLA12_NJ-105,EHIGH,NAP,NJ,EHIGH,2012,1,9/13/2012,Y,1.4,1.4,,1.4,8/23/2016
8546,NLA12_NY-0101,EHIGH,NAP,NY,EHIGH,2012,2,9/13/2012,,8.1,7.7,,7.9,8/23/2016
8547,NLA12_TX-101,PLNLOW,SPL,TX,PLAINS,2012,2,9/13/2012,,0.12,0.1,,0.11,8/23/2016
8549,NLA12_IN-199,PLNLOW,UMW,IN,UMW,2012,1,9/13/2012,,2.3,2.2,,2.25,8/23/2016
8552,NLA12_WA-159,WMTNS,XER,WA,WMTNS,2012,1,9/13/2012,,2.89,2.83,,2.86,8/23/2016
8553,NLA12_TN-122,PLNLOW,CPL,TN,CPL,2012,1,9/13/2012,,0.7,0.65,,0.675,8/23/2016
8554,NLA12_MO-106,EHIGH,SAP,MO,EHIGH,2012,1,9/13/2012,,0.48,0.52,,0.5,8/23/2016
8555,NLA12_MA-106,EHIGH,NAP,MA,EHIGH,2012,1,9/13/2012,,3.3,3.2,,3.25,8/23/2016
8556,NLA12_IL-105,PLNLOW,TPL,IL,PLAINS,2012,1,9/13/2012,,1.2,1.15,,1.175,8/23/2016
8590,NLA12_MA-109,EHIGH,NAP,MA,EHIGH,2012,1,9/14/2012,,6,5.9,,5.95,8/23/2016
8591,NLA12_NJ-106,EHIGH,NAP,NJ,EHIGH,2012,1,9/14/2012,,1.4,1.35,,1.375,8/23/2016
8592,NLA12_DE-107,PLNLOW,CPL,DE,CPL,2012,1,9/13/2012,Y,,,,,8/23/2016
8594,NLA12_WY-101,WMTNS,XER,WY,WMTNS,2012,2,9/13/2012,Y,1.15,1.15,,1.15,8/23/2016
8595,NLA12_WY-137,WMTNS,XER,WY,WMTNS,2012,1,9/14/2012,Y,,,,,8/23/2016
8596,NLA12_CO-104,PLNLOW,SPL,CO,PLAINS,2012,1,9/14/2012,,0.3,0.24,,0.27,8/23/2016
8597,NLA12_NY-0112,EHIGH,NAP,NY,EHIGH,2012,1,9/14/2012,,2.1,1.8,,1.95,8/23/2016
8598,NLA12_ME-113,EHIGH,NAP,ME,EHIGH,2012,1,9/13/2012,,1.55,1.4,,1.475,8/23/2016
8599,NLA12_MA-110,EHIGH,NAP,MA,EHIGH,2012,1,9/16/2012,,3,2.9,,2.95,8/23/2016
8600,NLA12_TN-119,EHIGH,SAP,TN,EHIGH,2012,1,9/16/2012,,0.7,0.6,,0.65,8/23/2016
8601,NLA12_TN-114,PLNLOW,CPL,TN,CPL,2012,2,9/14/2012,,1.1,1,,1.05,8/23/2016
8602,NLA12_TN-108,EHIGH,SAP,TN,EHIGH,2012,2,9/15/2012,,0.2,0.15,,0.175,8/23/2016
8613,NLA12_MA-103,EHIGH,NAP,MA,EHIGH,2012,1,9/17/2012,,1.9,1.8,,1.85,8/23/2016
8614,NLA12_TN-103,EHIGH,SAP,TN,EHIGH,2012,1,9/17/2012,,0.45,0.36,,0.405,8/23/2016
8620,NLA12_DE-105,PLNLOW,CPL,DE,CPL,2012,2,9/17/2012,Y,2.2,2.2,,2.2,8/23/2016
8624,NLA12_IL-109,PLNLOW,TPL,IL,PLAINS,2012,2,9/18/2012,,0.7,0.65,,0.675,8/23/2016
8625,NLA12_SD-146,PLNLOW,TPL,SD,PLAINS,2012,1,9/18/2012,Y,1,1,,1,8/23/2016
8626,NLA12_TN-101,EHIGH,SAP,TN,EHIGH,2012,2,9/18/2012,,0.3,0.28,,0.29,8/23/2016
8627,NLA12_WA-151,WMTNS,WMT,WA,WMTNS,2012,1,9/18/2012,,6.5,6.46,,6.48,8/23/2016
8629,NLA12_WY-147,WMTNS,XER,WY,WMTNS,2012,1,9/17/2012,,4,3.95,,3.975,8/23/2016
8633,NLA12_OR-163,WMTNS,WMT,OR,WMTNS,2012,1,9/17/2012,Y,,,,,8/23/2016
8634,NLA12_OR-158,WMTNS,WMT,OR,WMTNS,2012,1,9/18/2012,,0.75,0.6,,0.675,8/23/2016
8635,NLA12_OH-105,PLNLOW,TPL,OH,PLAINS,2012,1,9/18/2012,,0.24,0.22,,0.23,8/23/2016
8640,NLA12_NJ-131,PLNLOW,CPL,NJ,CPL,2012,2,9/18/2012,Y,0.75,0.65,,0.7,8/23/2016
8641,NLA12_MT-162,WMTNS,WMT,MT,WMTNS,2012,1,9/18/2012,,5.8,5.5,,5.65,8/23/2016
8642,NLA12_OH-113,EHIGH,SAP,OH,EHIGH,2012,1,9/19/2012,,0.75,0.7,,0.725,8/23/2016
8645,NLA12_IN-135,PLNLOW,TPL,IN,PLAINS,2012,1,9/18/2012,,1.8,1.6,,1.7,8/23/2016
8646,NLA12_TX-232,PLNLOW,CPL,TX,CPL,2012,1,9/18/2012,,1.3,1.35,,1.325,8/23/2016
8647,NLA12_NY-0103,EHIGH,NAP,CT,EHIGH,2012,1,9/19/2012,Y,,,,,8/23/2016
8648,NLA12_AZ-102,WMTNS,WMT,AZ,WMTNS,2012,1,9/19/2012,Y,,1.6,,,8/23/2016
8650,NLA12_IN-155,PLNLOW,TPL,IN,PLAINS,2012,1,9/19/2012,,6.5,6.4,,6.45,8/23/2016
8651,NLA12_IN-201,PLNLOW,TPL,IN,PLAINS,2012,1,9/19/2012,,0.6,0.5,,0.55,8/23/2016
8652,NLA12_MA-105,EHIGH,NAP,MA,EHIGH,2012,2,9/20/2012,,1.2,1.1,,1.15,8/23/2016
8654,NLA12_DE-101,PLNLOW,CPL,DE,CPL,2012,2,9/19/2012,,0.5,0.4,,0.45,8/23/2016
8655,NLA12_TX-161,PLNLOW,CPL,TX,CPL,2012,1,9/19/2012,,0.4,0.4,,0.4,8/23/2016
8657,NLA12_WA-133,WMTNS,WMT,WA,WMTNS,2012,2,9/19/2012,,1.96,1.95,,1.955,8/23/2016
8659,NLA12_NJ-101,EHIGH,NAP,NJ,EHIGH,2012,2,9/19/2012,,0.9,0.8,,0.85,8/23/2016
8660,NLA12_MO-101,PLNLOW,TPL,MO,PLAINS,2012,2,9/20/2012,,0.5,0.52,,0.51,8/23/2016
8661,NLA12_ND-R17,PLNLOW,NPL,ND,PLAINS,2012,1,9/20/2012,,2.2,2.1,,2.15,8/23/2016
8662,NLA12_ND-R18,PLNLOW,NPL,ND,PLAINS,2012,1,9/20/2012,,1.1,1,,1.05,8/23/2016
8663,NLA12_TN-104,EHIGH,SAP,TN,EHIGH,2012,1,9/21/2012,,3.25,3,,3.125,8/23/2016
8664,NLA12_TN-R01,EHIGH,SAP,TN,EHIGH,2012,1,9/19/2012,,5.1,4.9,,5,8/23/2016
8665,NLA12_TX-235,PLNLOW,CPL,TX,CPL,2012,1,9/20/2012,,0.85,0.75,,0.8,8/23/2016
8672,NLA12_MA-101,PLNLOW,CPL,MA,CPL,2012,2,9/21/2012,,1.1,1,,1.05,8/23/2016
8675,NLA12_NJ-R01,EHIGH,NAP,NJ,EHIGH,2012,1,9/20/2012,,0.8,0.7,,0.75,8/23/2016
8676,NLA12_NJ-103,EHIGH,SAP,NJ,EHIGH,2012,1,9/21/2012,,0.8,0.7,,0.75,8/23/2016
8728,NLA12_IN-202,PLNLOW,TPL,IN,PLAINS,2012,1,9/24/2012,,1.05,0.9,,0.975,8/23/2016
8759,NLA12_CA-101,WMTNS,XER,CA,WMTNS,2012,2,9/24/2012,,1.29,1,,1.145,8/23/2016
8761,NLA12_NJ-108,PLNLOW,CPL,NJ,CPL,2012,1,9/25/2012,,1.1,1,,1.05,8/23/2016
8762,NLA12_TX-129,PLNLOW,CPL,TX,CPL,2012,1,9/25/2012,,1.5,1.45,,1.475,8/23/2016
8764,NLA12_IL-123,PLNLOW,TPL,IL,PLAINS,2012,1,9/25/2012,,0.18,0.14,,0.16,8/23/2016
8765,NLA12_UT-397,WMTNS,WMT,UT,WMTNS,2012,1,9/25/2012,Y,1.7,1.7,,1.7,8/23/2016
8766,NLA12_UT-412,WMTNS,WMT,UT,WMTNS,2012,1,9/25/2012,,1.6,1.5,,1.55,8/23/2016
8773,NLA12_TX-R09,PLNLOW,CPL,TX,CPL,2012,1,9/25/2012,,0.9,0.85,,0.875,8/23/2016
8776,NLA12_UT-424,WMTNS,WMT,UT,WMTNS,2012,1,9/26/2012,,1.2,1.1,,1.15,8/23/2016
8777,NLA12_UT-392,WMTNS,XER,UT,WMTNS,2012,1,9/26/2012,,1.2,1.15,,1.175,8/23/2016
