UID,SITE_ID,VISIT_NO,DATE_COL,ECO_BIO,AGGR_ECO3_2015,AGGR_ECO9_2015,ZOOP_COND,MMI_ZOOP_NLA6,ABUN_PT,CLAD_PT,COPE_PT,ROTI_PT,RICH_PT,TROP_PT,PUBLICATION_DATE
7940,NLA12_SD-115,2,8/14/2012,PLAINS,PLNLOW,TPL,Good,43.3,7,0.53,0.05,2.86,5.56,9.98,8/19/2016
7941,NLA12_ME-R07,1,8/14/2012,EHIGH,EHIGH,NAP,Fair,69.75,9.64,9.61,9.38,2.19,2.68,8.35,8/19/2016
7942,NLA12_MN-112,1,8/14/2012,UMW,PLNLOW,UMW,Poor,49.8,10,4.7,0,5.52,3.1,6.56,8/19/2016
7943,NLA12_WI-161,1,8/14/2012,UMW,PLNLOW,UMW,Good,69.2,10,4,8.98,9.3,4.23,5.01,8/19/2016
7945,NLA12_MN-135,1,8/14/2012,PLAINS,PLNLOW,TPL,Good,55.13,1.54,7.81,0,9.29,4.44,10,8/19/2016
7949,NLA12_OR-128,1,8/14/2012,WMTNS,WMTNS,WMT,Good,74.07,8.22,3.29,9.56,7.54,5.83,10,8/19/2016
7953,NLA12_CT-108,1,8/15/2012,EHIGH,EHIGH,NAP,Good,76.25,8.97,9.98,1.72,9.08,10,6,8/19/2016
7954,NLA12_NY-0104,2,8/15/2012,EHIGH,EHIGH,NAP,Poor,55.03,7.95,8.04,3.19,4.93,4.24,4.67,8/19/2016
7955,NLA12_MD-104,1,8/15/2012,CPL,PLNLOW,CPL,Good,58.47,0.25,7.36,8.54,10,7,1.93,8/19/2016
7956,NLA12_WA-133,1,8/15/2012,WMTNS,WMTNS,WMT,Poor,49.17,8.81,2.2,0,7.13,4.17,7.19,8/19/2016
7957,NLA12_CO-130,1,8/15/2012,WMTNS,WMTNS,WMT,Good,68.68,5.06,9.4,8.99,3.93,8.33,5.5,8/19/2016
7958,NLA12_UT-126,1,8/14/2012,WMTNS,WMTNS,WMT,Poor,45.02,9.96,3.66,0.85,3.22,7.5,1.82,8/19/2016
7959,NLA12_OK-107,1,8/14/2012,EHIGH,EHIGH,SAP,Poor,59.97,9.99,9.99,9.88,0,2.23,3.89,8/19/2016
7960,NLA12_NE-121,1,8/15/2012,PLAINS,PLNLOW,SPL,Good,53.5,2.18,7.77,0.02,5.71,6.67,9.75,8/19/2016
7963,NLA12_VA-127,1,8/15/2012,CPL,PLNLOW,CPL,Good,68.2,8.11,9.47,8.3,0,9,6.04,8/19/2016
7964,NLA12_VA-130,1,8/15/2012,EHIGH,EHIGH,SAP,Poor,54.67,8.56,9.32,0,7.94,2.12,4.86,8/19/2016
7971,NLA12_MN-114,1,8/15/2012,UMW,PLNLOW,UMW,Poor,55.72,10,5.34,2.27,8.24,3.83,3.75,8/19/2016
7972,NLA12_DE-103,1,8/15/2012,CPL,PLNLOW,CPL,Fair,52.62,0,9.74,10,0,7,4.83,8/19/2016
7973,NLA12_IL-116,1,8/16/2012,PLAINS,PLNLOW,TPL,Fair,39.02,10,0.04,0.12,2.14,1.11,10,8/19/2016
7974,NLA12_MO-108,2,8/15/2012,EHIGH,EHIGH,SAP,Poor,46.68,2.87,0,6.98,9.48,2.68,6,8/19/2016
7982,NLA12_PA-113,1,8/15/2012,EHIGH,EHIGH,NAP,Good,75.57,8.49,9.92,6.06,9.85,4.55,6.47,8/19/2016
7983,NLA12_MD-105,2,8/16/2012,CPL,PLNLOW,CPL,Good,73.42,9.71,9.91,10,0.2,5,9.23,8/19/2016
7984,NLA12_IN-185,1,8/16/2012,UMW,PLNLOW,UMW,Good,68.35,10,4.45,8.61,3.38,6.49,8.08,8/19/2016
7988,NLA12_CA-135,1,8/15/2012,WMTNS,WMTNS,WMT,Good,66.48,9.24,4.7,9.91,7.87,4.17,4,8/19/2016
7989,NLA12_CA-123,1,8/15/2012,WMTNS,WMTNS,WMT,Fair,60.9,8.58,5.06,9.69,4.67,4.17,4.37,8/19/2016
7990,NLA12_SD-101,2,8/16/2012,PLAINS,PLNLOW,NPL,Poor,26.43,0.66,0,0.02,3.57,2.22,9.39,8/19/2016
7993,NLA12_GA-112,2,8/15/2012,EHIGH,EHIGH,SAP,Fair,68.33,10,9.9,9.88,0,4.84,6.38,8/19/2016
7994,NLA12_TX-128,1,8/16/2012,PLAINS,PLNLOW,SPL,Good,61.03,5.49,6.72,0.07,7.86,6.67,9.81,8/19/2016
7995,NLA12_OR-144,1,8/15/2012,WMTNS,WMTNS,WMT,Poor,53.92,6.53,0,8.58,4.5,9.17,3.57,8/19/2016
7996,NLA12_UT-159,1,8/15/2012,WMTNS,WMTNS,WMT,Fair,64.27,9.63,2.74,9.82,2.62,7.5,6.25,8/19/2016
7998,NLA12_UT-147,1,8/14/2012,WMTNS,WMTNS,WMT,Good,71.97,9.79,8.23,8.04,4.5,5.83,6.79,8/19/2016
8000,NLA12_SC-127,1,8/15/2012,CPL,PLNLOW,CPL,Good,59.55,6.05,9.9,8.37,0,4,7.41,8/19/2016
8007,NLA12_WY-R01,1,8/16/2012,WMTNS,WMTNS,WMT,Good,68.43,8.87,2.53,9.79,10,3.33,6.54,8/19/2016
8008,NLA12_MT-144,1,8/16/2012,PLAINS,PLNLOW,NPL,Poor,24.03,1.05,0.44,0,0.71,2.22,10,8/19/2016
8010,NLA12_SD-143,1,8/16/2012,PLAINS,PLNLOW,NPL,Poor,21.92,0.59,5.28,0.12,2.86,1.11,3.19,8/19/2016
8011,NLA12_SC-104,2,8/16/2012,EHIGH,EHIGH,SAP,Fair,69.23,2.9,10,7.44,10,10,1.2,8/19/2016
8012,NLA12_IN-103,1,8/15/2012,PLAINS,PLNLOW,TPL,Poor,32.37,2,0.49,0.05,3.57,4.44,8.87,8/19/2016
8013,NLA12_ME-129,1,8/17/2012,EHIGH,EHIGH,NAP,Good,75.1,5.02,8.4,5.97,9.62,8.91,7.14,8/19/2016
8014,NLA12_IN-163,1,8/17/2012,PLAINS,PLNLOW,TPL,Fair,36.13,2.65,0.08,0.16,6.43,5.56,6.8,8/19/2016
8015,NLA12_ME-118,1,8/15/2012,EHIGH,EHIGH,NAP,Good,71.8,7.57,9.9,8.06,8.12,0,9.43,8/19/2016
8016,NLA12_AZ-145,1,8/14/2012,WMTNS,WMTNS,WMT,Poor,54.3,1.54,2.53,9.79,9.68,2.5,6.54,8/19/2016
8021,NLA12_AR-101,2,8/17/2012,CPL,PLNLOW,CPL,Fair,56.82,7.53,10,8.39,0,4,4.17,8/19/2016
8022,NLA12_AR-105,2,8/16/2012,CPL,PLNLOW,CPL,Good,59.98,9.16,10,10,0,2,4.83,8/19/2016
8023,NLA12_OH-101,1,8/16/2012,PLAINS,PLNLOW,TPL,Fair,40.38,6.09,0,0.42,5,3.33,9.39,8/19/2016
8026,NLA12_FL-141,1,8/17/2012,CPL,PLNLOW,CPL,Good,66.52,10,10,10,0,2,7.91,8/19/2016
8027,NLA12_GA-R11,1,8/16/2012,CPL,PLNLOW,CPL,Good,72.65,10,9.5,4.09,0,10,10,8/19/2016
8028,NLA12_NE-105,1,8/17/2012,PLAINS,PLNLOW,SPL,Good,49.57,4.36,4.93,0.4,6.43,4.44,9.18,8/19/2016
8029,NLA12_NE-108,1,8/17/2012,PLAINS,PLNLOW,SPL,Good,54.63,1.32,10,0,7.14,4.44,9.88,8/19/2016
8044,NLA12_NC-116,2,8/18/2012,EHIGH,EHIGH,SAP,Poor,42.08,7.31,7.9,0,3.73,3.6,2.71,8/19/2016
8045,NLA12_NC-101,2,8/17/2012,EHIGH,EHIGH,SAP,Good,70.15,9.98,9.96,10,0,4.55,7.6,8/19/2016
8048,NLA12_NM-161,1,8/16/2012,WMTNS,WMTNS,WMT,Good,67.82,8.27,5.49,8.73,6.66,5,6.54,8/19/2016
8051,NLA12_IN-128,2,8/17/2012,UMW,PLNLOW,UMW,Fair,63.18,7.11,6.15,9.61,4.88,3.1,7.06,8/19/2016
8052,NLA12_NM-104,2,8/15/2012,WMTNS,WMTNS,XER,Good,65.1,9.15,5.2,9.63,7.45,0,7.63,8/19/2016
8053,NLA12_NM-162,1,8/17/2012,WMTNS,WMTNS,WMT,Poor,45.65,9.98,4.11,0.16,4.81,8.33,0,8/19/2016
8060,NLA12_FL-132,1,8/19/2012,CPL,PLNLOW,CPL,Poor,44.9,2.4,9.96,9.65,0,3,1.93,8/19/2016
8061,NLA12_FL-123,2,8/18/2012,CPL,PLNLOW,CPL,Good,72.35,9.41,10,10,0,4,10,8/19/2016
8062,NLA12_FL-101,2,8/19/2012,CPL,PLNLOW,CPL,Poor,45.47,9.61,2.54,7.67,0,3,4.46,8/19/2016
8066,NLA12_NE-113,1,8/19/2012,PLAINS,PLNLOW,SPL,Fair,40.13,1.44,4.9,0.12,3.57,5.56,8.49,8/19/2016
8067,NLA12_NE-102,1,8/18/2012,PLAINS,PLNLOW,SPL,Good,53.73,0.8,8.75,0.06,5.71,7.78,9.14,8/19/2016
8069,NLA12_MT-102,1,8/20/2012,WMTNS,WMTNS,WMT,Fair,60.8,9.9,4.11,8.78,6.48,2.5,4.71,8/19/2016
8070,NLA12_IN-174,1,8/20/2012,PLAINS,PLNLOW,TPL,Good,60.68,1.64,6.29,0.01,8.57,10,9.9,8/19/2016
8071,NLA12_SD-109,1,8/20/2012,PLAINS,PLNLOW,TPL,Poor,31.45,1.27,1.23,0.24,2.86,4.44,8.83,8/19/2016
8073,NLA12_NM-117,2,8/19/2012,WMTNS,WMTNS,WMT,Fair,61.37,7.34,3.29,9.39,6.8,0,10,8/19/2016
8074,NLA12_OR-121,1,8/20/2012,WMTNS,WMTNS,WMT,Good,64.8,9.2,5.06,9.54,5.25,5.83,4,8/19/2016
8075,NLA12_OH-107,1,8/20/2012,EHIGH,EHIGH,NAP,Good,76.12,9.68,10,8.74,6.14,6.52,4.59,8/19/2016
8076,NLA12_CA-206,1,8/20/2012,WMTNS,WMTNS,WMT,Fair,57.5,0,0,10,7,7.5,10,8/19/2016
8086,NLA12_IN-171,1,8/20/2012,EHIGH,EHIGH,SAP,Fair,67.58,10,10,9.42,2.73,0.8,7.6,8/19/2016
8087,NLA12_MN-127,1,8/21/2012,PLAINS,PLNLOW,TPL,Good,47.88,7.39,1.47,0.05,5,5.56,9.26,8/19/2016
8100,NLA12_IN-186,1,8/16/2012,UMW,PLNLOW,UMW,Poor,43.25,10,0,7.97,3.63,2.37,1.98,8/19/2016
8115,NLA12_DE-104,1,8/20/2012,CPL,PLNLOW,CPL,Poor,40.32,0,10,4.51,0,4,5.68,8/19/2016
8116,NLA12_IN-180,1,8/21/2012,PLAINS,PLNLOW,TPL,Good,48.68,10,0.06,0.34,2.14,6.67,10,8/19/2016
8118,NLA12_MO-123,1,8/21/2012,PLAINS,PLNLOW,TPL,Fair,38.9,10,0.08,0.01,2.14,1.11,10,8/19/2016
8119,NLA12_WY-R08,1,8/21/2012,WMTNS,WMTNS,WMT,Fair,61.57,10,6.58,7.79,5.9,6.67,0,8/19/2016
8121,NLA12_AR-106,1,8/20/2012,EHIGH,EHIGH,SAP,Fair,63.78,9.15,9.98,5.05,7.09,7,0,8/19/2016
8122,NLA12_GA-103,1,8/21/2012,CPL,PLNLOW,CPL,Good,66.1,8.88,9.9,8.28,0.19,5,7.41,8/19/2016
8123,NLA12_NC-114,1,8/20/2012,EHIGH,EHIGH,SAP,Poor,59.15,9.39,9.95,5.3,2.08,3.66,5.11,8/19/2016
8124,NLA12_NE-135,1,8/21/2012,PLAINS,PLNLOW,SPL,Fair,36.13,10,0.19,0.38,0,1.11,10,8/19/2016
8125,NLA12_SC-103,2,8/21/2012,EHIGH,EHIGH,SAP,Good,72.32,9.63,10,9.74,8.44,0,5.58,8/19/2016
8126,NLA12_SD-170,1,8/21/2012,PLAINS,PLNLOW,TPL,Good,45.28,10,0.1,0.89,2.86,3.33,9.99,8/19/2016
8127,NLA12_ND-113,1,8/20/2012,PLAINS,PLNLOW,TPL,Fair,39.07,8.77,1.29,0,1.43,2.22,9.73,8/19/2016
8128,NLA12_ME-104,1,8/20/2012,EHIGH,EHIGH,NAP,Good,75.35,9.61,8.5,7.71,8.46,5.35,5.58,8/19/2016
8129,NLA12_CO-101,2,8/21/2012,PLAINS,PLNLOW,SPL,Fair,34.95,10,0,0.26,0.71,0,10,8/19/2016
8130,NLA12_MT-136,1,8/21/2012,WMTNS,WMTNS,WMT,Good,65.9,9.86,4.7,8.12,5.9,4.17,6.79,8/19/2016
8135,NLA12_MN-136,1,8/21/2012,UMW,PLNLOW,UMW,Good,74.4,10,3.2,10,7.85,6.92,6.67,8/19/2016
8141,NLA12_MN-158,1,8/22/2012,PLAINS,PLNLOW,TPL,Good,53.73,8.59,0.23,0.63,6.43,6.67,9.69,8/19/2016
8142,NLA12_ME-105,1,8/21/2012,EHIGH,EHIGH,NAP,Good,72.32,7.89,9.95,5.04,9.96,3.66,6.89,8/19/2016
8144,NLA12_AR-102,1,8/21/2012,CPL,PLNLOW,CPL,Poor,39.88,8.22,4.09,6.27,0,3,2.35,8/19/2016
8145,NLA12_AR-111,1,8/22/2012,CPL,PLNLOW,CPL,Poor,28.98,0,8.73,2.05,0,5,1.61,8/19/2016
8148,NLA12_CA-141,1,8/22/2012,WMTNS,WMTNS,XER,Fair,63.58,9.19,6.58,6.4,1.69,7.5,6.79,8/19/2016
8149,NLA12_CA-208,1,8/21/2012,WMTNS,WMTNS,WMT,Good,70.72,9.27,2.53,8.24,6.56,5.83,10,8/19/2016
8150,NLA12_ND-199,1,8/22/2012,PLAINS,PLNLOW,TPL,Poor,27.88,2.09,7.97,0.12,2.14,1.11,3.3,8/19/2016
8151,NLA12_OH-104,1,8/22/2012,PLAINS,PLNLOW,TPL,Poor,28.57,4.25,0.02,0.14,1.43,3.33,7.97,8/19/2016
8153,NLA12_AZ-R02,1,8/21/2012,WMTNS,WMTNS,WMT,Poor,40.92,8.13,0,0,5.9,3.33,7.19,8/19/2016
8154,NLA12_ME-122,1,8/22/2012,EHIGH,EHIGH,NAP,Good,80.83,10,9.94,8.29,7.45,3.18,9.64,8/19/2016
8155,NLA12_MT-120,1,8/22/2012,WMTNS,WMTNS,WMT,Poor,54.23,2.14,3.29,9.65,3.22,8.33,5.91,8/19/2016
8156,NLA12_ND-105,1,8/22/2012,PLAINS,PLNLOW,TPL,Poor,10.33,0.11,0.17,0.11,0,3.33,2.48,8/19/2016
8157,NLA12_WA-101,2,8/21/2012,WMTNS,WMTNS,WMT,Good,68.1,9.33,3.29,7.4,5.01,5.83,10,8/19/2016
8159,NLA12_NE-127,1,8/22/2012,PLAINS,PLNLOW,SPL,Poor,16.63,1.04,2.7,0.56,2.14,1.11,2.43,8/19/2016
8164,NLA12_OR-160,1,8/21/2012,WMTNS,WMTNS,WMT,Good,72.08,9.83,8.23,9.05,3.44,8.33,4.37,8/19/2016
8165,NLA12_OR-103,1,8/22/2012,WMTNS,WMTNS,WMT,Good,74.57,7.55,6.58,10,0.61,10,10,8/19/2016
8167,NLA12_IN-104,1,8/22/2012,PLAINS,PLNLOW,TPL,Good,47.18,0.25,9.21,0.01,4.29,5.56,8.99,8/19/2016
8168,NLA12_IN-115,1,8/22/2012,EHIGH,EHIGH,SAP,Fair,63.33,6.73,9.25,8.26,9.7,2.06,2,8/19/2016
8169,NLA12_OH-118,2,8/21/2012,PLAINS,PLNLOW,TPL,Good,57.42,10,0.5,0.15,7.14,6.67,9.99,8/19/2016
8171,NLA12_NC-134,1,8/22/2012,EHIGH,EHIGH,SAP,Good,70.25,7.69,9.11,7.17,9.2,5.09,3.89,8/19/2016
8176,NLA12_SD-154,1,8/22/2012,PLAINS,PLNLOW,TPL,Poor,17.03,0.16,0,0.08,1.43,2.22,6.33,8/19/2016
8178,NLA12_GA-127,1,8/22/2012,CPL,PLNLOW,CPL,Fair,51.63,5.53,8.7,4.62,0.05,8,4.08,8/19/2016
8182,NLA12_WA-125,1,8/23/2012,WMTNS,WMTNS,WMT,Fair,60.8,9.2,0,9.64,9.44,0,8.2,8/19/2016
8183,NLA12_AZ-R01,1,8/22/2012,WMTNS,WMTNS,WMT,Fair,60.35,5.34,4.11,9.6,6.48,3.33,7.35,8/19/2016
8184,NLA12_CO-109,1,8/23/2012,WMTNS,WMTNS,WMT,Good,79.7,8.64,9.87,9.66,5.9,7.5,6.25,8/19/2016
8185,NLA12_ME-107,1,8/23/2012,EHIGH,EHIGH,NAP,Good,78.38,8.73,9.77,9.22,8.2,6.52,4.59,8/19/2016
8186,NLA12_NE-160,1,8/23/2012,PLAINS,PLNLOW,SPL,Good,43.27,10,0.07,0.02,1.43,4.44,10,8/19/2016
8192,NLA12_WI-179,1,8/21/2012,UMW,PLNLOW,UMW,Good,71.68,10,3.34,9.9,5.8,6.21,7.76,8/19/2016
8193,NLA12_WI-109,1,8/22/2012,UMW,PLNLOW,UMW,Good,71.9,10,0,9.85,10,5.4,7.89,8/19/2016
8194,NLA12_WI-115,1,8/20/2012,UMW,PLNLOW,UMW,Good,70.73,10,5,9.98,4.07,6.76,6.63,8/19/2016
8198,NLA12_AZ-130,2,8/22/2012,WMTNS,WMTNS,XER,Poor,51.98,0,0,9.99,7.87,3.33,10,8/19/2016
8199,NLA12_VT-112,2,8/24/2012,EHIGH,EHIGH,NAP,Poor,38.68,0,5.95,0,9.89,6.17,1.2,8/19/2016
8200,NLA12_MT-164,1,8/23/2012,WMTNS,WMTNS,WMT,Fair,58.3,10,0,2.44,7.54,5,10,8/19/2016
8201,NLA12_PA-111,1,8/23/2012,EHIGH,EHIGH,SAP,Good,72.03,7.86,9.51,6.57,8.97,5.91,4.4,8/19/2016
8202,NLA12_PA-115,1,8/22/2012,EHIGH,EHIGH,NAP,Poor,58.8,6.47,7.18,3.79,8.6,4.38,4.86,8/19/2016
8203,NLA12_TX-218,1,8/22/2012,PLAINS,PLNLOW,SPL,Good,49.43,10,1.95,0.01,2.14,5.56,10,8/19/2016
8207,NLA12_OH-115,1,8/23/2012,EHIGH,EHIGH,SAP,Good,74.33,9.77,10,8.05,8.87,5.7,2.21,8/19/2016
8217,NLA12_AR-103,1,8/24/2012,EHIGH,EHIGH,SAP,Fair,61.7,9.78,7.84,9.46,0.99,0,8.95,8/19/2016
8218,NLA12_AZ-106,1,8/23/2012,WMTNS,WMTNS,XER,Poor,48.67,0.39,2.53,9.73,3.09,6.67,6.79,8/19/2016
8219,NLA12_AZ-123,1,8/24/2012,WMTNS,WMTNS,XER,Fair,62.42,4.74,5.98,9.98,5.01,5.83,5.91,8/19/2016
8220,NLA12_NE-154,1,8/26/2012,PLAINS,PLNLOW,TPL,Fair,41.5,9.35,0,0.23,4.29,1.11,9.92,8/19/2016
8221,NLA12_NE-156,1,8/24/2012,PLAINS,PLNLOW,SPL,Fair,37.8,2.27,0,10,2.14,0,8.27,8/19/2016
8229,NLA12_NE-101,2,8/26/2012,PLAINS,PLNLOW,SPL,Poor,7.77,0.27,0.06,0.68,1.43,2.22,0,8/19/2016
8238,NLA12_WA-103,1,8/27/2012,WMTNS,WMTNS,WMT,Fair,63.98,9.16,3.47,9.45,6.89,1.67,7.75,8/19/2016
8242,NLA12_NE-166,1,8/25/2012,PLAINS,PLNLOW,SPL,Good,49.17,8,0.11,1.9,2.86,6.67,9.96,8/19/2016
8243,NLA12_NE-149,1,8/24/2012,PLAINS,PLNLOW,SPL,Fair,40.35,5.6,0.28,0,5,3.33,10,8/19/2016
8245,NLA12_SD-157,1,8/27/2012,PLAINS,PLNLOW,NPL,Fair,35.13,7.88,0.83,0.15,1.43,3.33,7.46,8/19/2016
8248,NLA12_NE-170,1,8/27/2012,PLAINS,PLNLOW,TPL,Fair,39.25,0.83,7.26,0,2.14,3.33,9.99,8/19/2016
8249,NLA12_SD-162,1,8/27/2012,PLAINS,PLNLOW,TPL,Poor,26.07,1.05,1.17,0,2.86,1.11,9.45,8/19/2016
8250,NLA12_MT-151,1,8/27/2012,PLAINS,PLNLOW,NPL,Good,66.62,3.22,7.48,0,9.29,10,9.98,8/19/2016
8251,NLA12_AZ-157,1,8/17/2012,WMTNS,WMTNS,WMT,Good,69.67,7.57,8.23,9.02,3.44,9.17,4.37,8/19/2016
8253,NLA12_ME-126,2,8/27/2012,EHIGH,EHIGH,NAP,Good,82.7,9.1,9.92,8.49,9.43,2.68,10,8/19/2016
8256,NLA12_OH-106,1,8/27/2012,EHIGH,EHIGH,SAP,Fair,60.35,6.91,7.39,7.83,7.31,4.77,2,8/19/2016
8258,NLA12_CO-R01,1,8/27/2012,WMTNS,WMTNS,WMT,Good,83.5,9.96,5.49,9.01,7.31,8.33,10,8/19/2016
8264,NLA12_CA-102,1,8/28/2012,WMTNS,WMTNS,WMT,Poor,41.6,7.84,3.47,0,5.9,0,7.75,8/19/2016
8265,NLA12_CA-156,1,8/27/2012,WMTNS,WMTNS,XER,Poor,49.12,0,0,9.97,7,7.5,5,8/19/2016
8266,NLA12_SD-103,1,8/28/2012,PLAINS,PLNLOW,TPL,Poor,26.65,2.58,0,0.05,1.43,2.22,9.71,8/19/2016
8275,NLA12_SD-150,1,8/28/2012,PLAINS,PLNLOW,NPL,Fair,42.48,10,1.07,0.06,2.14,2.22,10,8/19/2016
8276,NLA12_SD-141,1,8/28/2012,PLAINS,PLNLOW,NPL,Poor,14.77,0.23,2.48,0.16,1.43,2.22,2.34,8/19/2016
8277,NLA12_GA-101,2,8/28/2012,CPL,PLNLOW,CPL,Fair,52.53,8.2,10,3.86,0,0,9.46,8/19/2016
8278,NLA12_MT-135,1,8/28/2012,PLAINS,PLNLOW,NPL,Good,43.63,4.08,4.82,0,2.86,4.44,9.98,8/19/2016
8279,NLA12_NE-129,2,8/28/2012,PLAINS,PLNLOW,TPL,Poor,32.45,1.68,0.17,0,4.29,3.33,10,8/19/2016
8282,NLA12_CO-R10,1,8/28/2012,WMTNS,WMTNS,WMT,Fair,59.08,4.92,2.74,8.08,8.17,5,6.54,8/19/2016
8283,NLA12_MN-123,2,8/28/2012,PLAINS,PLNLOW,TPL,Good,43.03,3.04,6.88,0.28,3.57,3.33,8.72,8/19/2016
8284,NLA12_MN-171,1,8/28/2012,PLAINS,PLNLOW,TPL,Good,46.82,6.38,1,0,5.71,5.56,9.44,8/19/2016
8285,NLA12_MD-101,2,8/28/2012,EHIGH,EHIGH,SAP,Good,79.1,9.63,10,9.5,9.41,0.25,8.67,8/19/2016
8289,NLA12_MO-122,1,8/29/2012,PLAINS,PLNLOW,TPL,Fair,37.55,8.96,0,0,3.57,0,10,8/19/2016
8290,NLA12_MO-126,1,8/28/2012,PLAINS,PLNLOW,TPL,Good,76.53,10,5.92,0,10,10,10,8/19/2016
8291,NLA12_WA-146,1,8/28/2012,WMTNS,WMTNS,WMT,Good,75.22,9.34,4.11,9.98,7.87,8.33,5.5,8/19/2016
8293,NLA12_IN-142,1,8/29/2012,PLAINS,PLNLOW,TPL,Poor,29.27,3.58,5.96,0.4,4.29,3.33,0,8/19/2016
8295,NLA12_MN-144,1,8/28/2012,UMW,PLNLOW,UMW,Poor,41.8,9.72,4.45,0,4.85,6.06,0,8/19/2016
8297,NLA12_CO-107,1,8/29/2012,WMTNS,WMTNS,WMT,Good,70.6,9.02,4.11,9.83,8.36,6.67,4.37,8/19/2016
8298,NLA12_CT-101,2,8/29/2012,EHIGH,EHIGH,NAP,Fair,64.92,9.34,9.87,2.03,7.2,3.18,7.33,8/19/2016
8299,NLA12_WV-101,2,8/28/2012,EHIGH,EHIGH,SAP,Good,76.07,9.18,9.93,8.73,8.06,3.74,6,8/19/2016
8300,NLA12_TX-199,1,8/29/2012,CPL,PLNLOW,CPL,Poor,34.13,0,9.79,5.69,0,5,0,8/19/2016
8301,NLA12_NE-157,1,8/29/2012,PLAINS,PLNLOW,TPL,Fair,42.47,2.94,7.86,0,3.57,1.11,10,8/19/2016
8302,NLA12_MT-103,1,8/29/2012,PLAINS,PLNLOW,NPL,Poor,26.43,0.77,4.69,0.26,2.86,4.44,2.84,8/19/2016
8303,NLA12_IL-114,1,8/29/2012,PLAINS,PLNLOW,TPL,Poor,22.85,1.28,3.41,0.19,0.71,3.33,4.79,8/19/2016
8307,NLA12_IN-117,1,8/29/2012,PLAINS,PLNLOW,TPL,Poor,32.02,1.09,0.02,0.06,4.29,4.44,9.31,8/19/2016
8308,NLA12_MN-101,2,8/29/2012,UMW,PLNLOW,UMW,Good,67.12,10,0,7.22,9.03,5.97,8.05,8/19/2016
8311,NLA12_SD-198,1,8/29/2012,PLAINS,PLNLOW,TPL,Poor,1.7,0,0.29,0.02,0.71,0,0,8/19/2016
8314,NLA12_ME-115,1,8/29/2012,EHIGH,EHIGH,NAP,Good,76.48,8.54,9.99,8.52,9.73,7.11,2,8/19/2016
8316,NLA12_GA-114,1,8/29/2012,CPL,PLNLOW,CPL,Fair,51.03,9.41,9.73,0.26,0,6,5.22,8/19/2016
8318,NLA12_IN-191,1,8/30/2012,PLAINS,PLNLOW,TPL,Good,49.13,0.26,8.01,0,5,6.67,9.54,8/19/2016
8319,NLA12_WA-114,1,8/30/2012,WMTNS,WMTNS,WMT,Poor,51.48,1.96,2.63,9.95,7.75,0,8.6,8/19/2016
8320,NLA12_AZ-143,1,8/30/2012,WMTNS,WMTNS,WMT,Good,68.78,9.56,3.66,8.32,5.9,8.33,5.5,8/19/2016
8321,NLA12_UT-374,1,8/30/2012,WMTNS,WMTNS,XER,Good,69.17,9.76,5.06,7.58,7.31,5,6.79,8/19/2016
8324,NLA12_PA-103,1,8/28/2012,EHIGH,EHIGH,NAP,Poor,43.8,9.56,9.29,5.37,1.15,0,0.91,8/19/2016
8325,NLA12_CO-105,1,8/30/2012,WMTNS,WMTNS,WMT,Fair,63.23,9.41,0,7.56,5.14,5.83,10,8/19/2016
8326,NLA12_NE-158,1,8/30/2012,PLAINS,PLNLOW,SPL,Poor,28.03,7.83,0.26,0.41,1.43,3.33,3.56,8/19/2016
8327,NLA12_IL-103,1,8/30/2012,PLAINS,PLNLOW,TPL,Fair,37.73,4.05,0.01,0.04,5,4.44,9.1,8/19/2016
8328,NLA12_MT-119,1,8/30/2012,PLAINS,PLNLOW,NPL,Poor,18.93,0.1,0,0,1.43,0,9.83,8/19/2016
8329,NLA12_UT-122,1,8/29/2012,WMTNS,WMTNS,WMT,Good,69.8,9.26,6.58,8.47,5.9,9.17,2.5,8/19/2016
8330,NLA12_TX-118,1,8/30/2012,CPL,PLNLOW,CPL,Poor,40.27,9.29,1.87,10,0,3,0,8/19/2016
8333,NLA12_CA-181,1,8/29/2012,WMTNS,WMTNS,XER,Fair,55.52,1.65,6.17,8.31,5.38,4.17,7.63,8/19/2016
8334,NLA12_CO-R07,1,8/30/2012,WMTNS,WMTNS,WMT,Good,70.42,9.69,2.99,7.89,5.01,6.67,10,8/19/2016
8341,NLA12_IN-126,1,8/31/2012,PLAINS,PLNLOW,TPL,Poor,24.17,1.87,0.06,0.32,1.43,2.22,8.6,8/19/2016
8342,NLA12_TX-202,1,8/30/2012,PLAINS,PLNLOW,SPL,Good,60.93,0.98,8.05,0.02,10,7.78,9.73,8/19/2016
8358,NLA12_OK-133,1,9/4/2012,PLAINS,PLNLOW,SPL,Good,44.83,10,0,0,3.57,3.33,10,8/19/2016
8360,NLA12_UT-324,1,9/4/2012,WMTNS,WMTNS,WMT,Good,65.17,4.48,6.58,9.59,2.62,5.83,10,8/19/2016
8363,NLA12_ME-135,1,9/4/2012,EHIGH,EHIGH,NAP,Good,84.55,8.48,9.77,7.72,9.54,7.96,7.26,8/19/2016
8385,NLA12_MT-161,1,9/5/2012,PLAINS,PLNLOW,NPL,Good,53.37,10,4.67,0.18,3.57,4.44,9.16,8/19/2016
