SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,INDEX_NLA,INDXSAMP_BENT,INDXSAMP_CHEM,INDXSAMP_CHLA,INDXSAMP_CORE,INDXSAMP_ENTE,INDXSAMP_MICR,INDXSAMP_PHAB,INDXSAMP_SDHG,INDXSAMP_ZOOP,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,SAMPLED_BENT,SAMPLED_CORE,SAMPLED_ENTE,SAMPLED_MICR,SAMPLED_PHAB,SAMPLED_PHYT,SAMPLED_PROFILE,SAMPLED_SDHG,SAMPLED_ZOCN,SAMPLED_ZOCR,SAMPLED_ZOFN,SAMPLED_ZOFR,SAMPLED_ZOOP,PUBLICATION_DATE
NLA12_AR-108,1,1000182,8/28/2012,PLNLOW,CPL,6.393528636,,No,NLA12NEW,NLA12_BASE,Include,549.2845394,CHICOT,19301587,19301587,19301587,Lake/Pond: Hydrographic Category = Perennial,Included,30.42,Region_6,,Nontarget-MapError,149,,PLNLOW,CPL,,,8,8050002,,,33.1461337,-91.25357855,8,"(4,10]",Yes,8,8.5,8.5.2,,,,,Non Federal,Non-Federal,NLA12NAT,1.231512011,8.05E+12,,,N,PROB,"(4,10]",,,,NLA12_AR-108,AR_NLA12NEW,0,,0,AR,AR,100,5017,Not_Lake,,AR_NLA12NEW,NonTarget,,Yes,73,73,73d,73d,549.2845394,AR_>4,144.3,439798.1204,-476196.5356,CPL,EVALSTAT changed (Nontarget-Vegetated).  Drained.  No waterbody present on topo,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AR-109,1,7811,8/8/2012,PLNLOW,CPL,4.149225261,B:4-10,No,NLA12NEW,NLA12_BASE,Include,549.2845394,SEVIER,3748090,3748090,3748090,Lake/Pond: Hydrographic Category = Perennial,Included,107.3,Region_6,Lake Hospitality,TargetSampleable,145,,PLNLOW,CPL,80685,Lake Hospitality,11,11140109,MAN_MADE,MAN_MADE,33.81796398,-94.05998348,11,"(4,10]",Yes,8,8.3,8.3.7,Lake Hospitality,,,,Non Federal,Non-Federal,NLA12ST,1.003458503,1.11401E+13,S,,Y,PROB,"(4,10]",,,,NLA12_AR-109,AR_NLA12NEW,0,,0,AR,AR,100,5133,Target_Sampled,,AR_NLA12NEW,Target,,No,35,35,35h,35h,549.2845394,AR_>4,144.3,178290.4669,-410331.5417,CPL,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AR-110,1,1000183,8/28/2012,PLNLOW,CPL,68.09260195,,No,NLA12NEW,NLA12_BASE,Include,154.1650994,LONOKE,15331440,15331440,15331440,Lake/Pond: Hydrographic Category = Perennial,Included,64.95,Region_6,,Nontarget-MapError,149,,PLNLOW,CPL,,,8,8020401,MAN_MADE,MAN_MADE,34.49339339,-91.93537803,8,>50,Yes,8,8.5,8.5.2,,,,,Non Federal,Non-Federal,NLA12ST,3.338314228,8.0204E+12,,,N,PROB,>50,,,,NLA12_AR-110,AR_NLA12NEW,0,,0,AR,AR,100,5085,Not_Lake,,AR_NLA12NEW,NonTarget,,Yes,73,73,73i,73i,154.1650994,AR_>4,40.5,370228.8433,-328733.6761,CPL,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AR-111,1,8145,8/22/2012,PLNLOW,CPL,2.061803018,A:1-4,No,NLA12NEW,NLA12_BASE,Exclude,2762,SALINE,22845785,22845785,22845785,Lake/Pond: Hydrographic Category = Perennial,Included,120,Region_6,Boswell Lake,TargetSampleable,145,,PLNLOW,CPL,,,8,8040203,MAN_MADE,MAN_MADE,34.60033557,-92.50069818,8,"(1,4]",Yes,8,8.3,8.3.7,,,,,Non Federal,Non-Federal,NLA12ST,0.594248561,8.0402E+12,T,,Y,PROB,"(1,4]",,,,NLA12_AR-111,AR_NLA12NEW,0,,0,AR,AR,100,5125,Target_Sampled,,AR_NLA12NEW,Target,,Yes,35,35,35a,35a,2762,"AR_(1,4]",212.4615385,318321.1587,-318831.5723,CPL,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-101,1,6187,5/8/2012,WMTNS,XER,373.4884097,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.156067619,MARICOPA,20476542,20476542,20476542,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,459,Region_9,Saguaro Lake,TargetSampleable,131,West,WMTNS,XER,33945,Saguaro Lake,15,15060106,MAN_MADE,RESERVOIR,33.5692971,-111.5241427,15,NonREF07,No,10,10.2,10.2.2,Saguaro Lake,,,,Forest Service,Bureau of Reclamation BOR,NLA07RVT2,24.14730294,1.50601E+13,S,NLA06608-0834,Y,PROB,>50,,,,NLA12_AZ-101,AZ_NLA07RVT,0,,0,AZ,AZ,100,4013,Target_Sampled,,AZ_NLA07RVT,Target,,No,81,81,81k,81k,7.156067619,AZ_>4,3,-1424971.998,-323283.2067,WMTNS,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-101,2,6612,6/14/2012,WMTNS,XER,373.4884097,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.156067619,MARICOPA,20476542,20476542,20476542,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,459,Region_9,Saguaro Lake,TargetSampleable,131,West,WMTNS,XER,33945,Saguaro Lake,15,15060106,MAN_MADE,RESERVOIR,33.5692971,-111.5241427,15,NonREF07,No,10,10.2,10.2.2,Saguaro Lake,,,,Forest Service,Bureau of Reclamation BOR,NLA07RVT2,24.14730294,1.50601E+13,S,NLA06608-0834,Y,PROB,>50,,,,NLA12_AZ-101,AZ_NLA07RVT,0,,0,AZ,AZ,100,4013,Target_Sampled,,AZ_NLA07RVT,Target,,No,81,81,81k,81k,7.156067619,AZ_>4,3,-1424971.998,-323283.2067,WMTNS,,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-102,1,8648,9/19/2012,WMTNS,WMT,119.179815,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.156067619,YAVAPAI,20451100,20451100,20451100,Lake/Pond: Hydrographic Category = Perennial; Stage = Normal Pool,Included,1567,Region_9,Willow Creek Reservoir,TargetSampleable,131,,WMTNS,WMT,36238,Willow Creek Reservoir,15,15060202,MAN_MADE,RESERVOIR,34.60431345,-112.4386225,15,NonREF07,No,13,13.1,13.1.1,Willow Creek Reservoir,,,,Non Federal,Non-Federal,NLA07RVT,9.13022933,1.50602E+13,T,NLA06608-0569,Y,PROB,>50,,,,NLA12_AZ-102,AZ_NLA07RVT,0,,0,AZ,AZ,100,4025,Target_Sampled,,AZ_NLA07RVT,Target,,Yes,23,23,23b,23b,7.156067619,AZ_>4,3,-1488186.587,-195214.5186,WMTNS,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-103,1,7821,8/9/2012,WMTNS,WMT,81.45252873,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,6.498899383,COCONINO,20524727,20524727,20524727,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,2168,Region_9,Ashurst Lake,TargetSampleable,130,West,WMTNS,WMT,25812,Ashurst Lake,15,15020015,MAN_MADE,RESERVOIR,35.02357175,-111.4006586,15,NonREF07,No,13,13.1,13.1.1,Ashurst Lake,,,,Forest Service,National Forest FS,NLA07RVT,4.683705075,1.502E+13,T,NLA06608-1641,Y,PROB,>50,,,,NLA12_AZ-103,AZ_NLA07RVT,0,,0,AZ,AZ,100,4005,Target_Sampled,,AZ_NLA07RVT,Target,,No,23,23,23e,23e,6.498899383,AZ_>4,3,-1387504.841,-164674.9641,WMTNS,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-104,,,,WMTNS,WMT,105.1885899,,No,NLA07RVT,NLA07_RVT12,Include,6.637624753,APACHE,1408811,1408811,1408811,Lake/Pond: Hydrographic Category = Perennial,Included,2142.7,Region_9,Tsaile Lake,TargetOther,130,,WMTNS,WMT,21854,Tsaile Lake,14,14080204,MAN_MADE,RESERVOIR,36.27620301,-109.2032708,14,NonREF07,No,13,13.1,13.1.1,Tsaile Lake,,,,Tribal Land - US Census,National Monument NPS,NLA07RVT,7.881710586,1.40802E+13,,NLA06608-2372,N,PROB,>50,,,,NLA12_AZ-104,AZ_NLA07RVT,0,,0,AZ,AZ,100,4001,Target_Other,,AZ_NLA07RVT,Target_Presumed,,No,23,23,23j,23j,6.637624753,AZ_>4,3,-1171496.03,-55604.64907,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed (missing, NonTarget, Nontarget-Other). Lake is being drained in 2012",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-105,,,,WMTNS,WMT,49.38286557,,No,NLA07RVT,NLA07_RVT12,Include,17.6001161,COCONINO,21745261,21745261,21745261,Lake/Pond: Hydrographic Category = Perennial,Included,2066,Region_9,Soldier Annex Lake,Inaccessible-Barrier/Safety,130,West,WMTNS,WMT,34609,Soldier Annex Lake,15,15020008,MAN_MADE,RESERVOIR,34.78637532,-111.2304201,15,NonREF07,No,13,13.1,13.1.1,Soldier Annex Lake,,,,Forest Service,National Forest FS,NLA07RVT,3.404529751,1.502E+13,,NLA06608-0873,N,PROB,"(20,50]",,,,NLA12_AZ-105,AZ_NLA07RVT,0,,0,AZ,AZ,100,4005,Target_Inacc,,AZ_NLA07RVT,Target_Presumed,,No,23,23,23e,23e,17.6001161,AZ_>4,3,-1376534.313,-193343.0694,WMTNS,EVALSTAT changed (TargetSampleable). Presumed inaccessible due to truck/boat hazards,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-106,1,8218,8/23/2012,WMTNS,XER,55.00641968,D:50-100,Yes,NLA07RVT,NLA07_RVT12,Include,6.028067123,LA PAZ,10001770,10001770,10001770,Lake/Pond: Hydrographic Category = Perennial,Included,69.11,Region_9,Oxbow lake,TargetSampleable,130,,WMTNS,XER,,,15,15030104,MAN_MADE,MAN_MADE,33.40602291,-114.7138943,15,NonREF07,No,10,10.2,10.2.2,,,,,Non Federal,Non-Federal,NLA07RVT,10.5125494,1.50301E+13,S,NLA06608-0877,Y,PROB,>50,,,,NLA12_AZ-106,AZ_NLA07RVT,0,,0,AZ,CA:AZ,51,4012,Target_Sampled,,AZ_NLA07RVT,Target,,No,81,81,81g,81g,6.028067123,AZ_>4,3,-1717863.086,-288476.4616,WMTNS,LAKE_ORIGIN changed. (RESERVOIR). Oxbow to Colorado R. Used TetraTech evaluation,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-107,1,7475,7/26/2012,WMTNS,XER,529.2331386,F:500+,No,NLA07RVT,NLA07_RVT12,Include,11.19040339,APACHE,20584396,20584396,20584396,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1822,Region_9,Lyman Lake,TargetSampleable,130,,WMTNS,XER,7555,Lyman Lake,15,15020001,MAN_MADE,RESERVOIR,34.3606808,-109.363087,15,NonREF07,No,10,10.1,10.1.7,Lyman Lake,NESLake,405,405,Non Federal,Non-Federal,NLA07RVT,25.91177862,1.502E+13,T,NLA06608-0895,Y,PROB,>50,,,,NLA12_AZ-107,AZ_NLA07RVT,0,,0,AZ,AZ,100,4001,Target_Sampled,,AZ_NLA07RVT,Target,,No,22,22,22j,22j,11.19040339,AZ_>4,3,-1215628.377,-265882.8836,WMTNS,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-108,,,,WMTNS,XER,10.14637002,,No,NLA12NEW,NLA12_BASE,Include,4.379421579,NAVAJO,1405961,1405961,1405961,Lake/Pond: Hydrographic Category = Perennial,Included,1756.67,Region_9,Unnamed,Nontarget-Ephemeral,130,,WMTNS,XER,,,14,14080204,,,36.7262949,-110.2795479,14,"(10,20]",No,10,10.1,10.1.6,,,,,Tribal Land - US Census,Indian Reservation,NLA12RVT,2.321353363,1.40802E+13,,,N,PROB,"(10,20]",,,,NLA12_AZ-108,AZ_NLA12NEW,0,,0,AZ,AZ,100,4017,Non_Target,,AZ_NLA12NEW,NonTarget,,Yes,20,20,20d,20d,4.379421579,AZ_>4,6.375,-1258751.822,8050.929453,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-109,,,,WMTNS,WMT,2.524544732,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,APACHE,20586586,20586586,20586586,Lake/Pond: Hydrographic Category = Perennial,Included,2822.09,Region_9,Unnamed,Nontarget-Ephemeral,130,West,WMTNS,WMT,,,15,15020001,,,33.97999027,-109.313073,15,"(1,4]",No,13,13.1,13.1.1,,,,,Forest Service,National Forest FS,NLA12NAT,0.590002864,1.502E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-109,AZ_NLA12NEW,0,,0,AZ,AZ,100,4001,Non_Target,,AZ_NLA12NEW,NonTarget,,No,23,23,23d,23d,17.375,"AZ_(1,4]",21.30769231,-1217050.393,-308658.8444,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-110,,,,WMTNS,WMT,10.90748612,,No,NLA12NEW,NLA12_BASE,Include,4.379421579,GILA,20492469,20492469,20492469,Lake/Pond: Hydrographic Category = Perennial,Included,1723.06,Region_9,Phillips Park Tank,Nontarget-NoRecAquatUse,131,,WMTNS,WMT,9369,Phillips Park Tank,15,15060101,MAN_MADE,MAN_MADE,33.62503157,-110.227374,15,"(10,20]",No,13,13.1,13.1.1,Phillips Park Tank,,,,Tribal Land - US Census,Indian Reservation,NLA12NAT,1.483531096,1.50601E+13,,,N,PROB,"(10,20]",,,,NLA12_AZ-110,AZ_NLA12NEW,0,,0,AZ,AZ,100,4007,Lake_Special_Purpose,,AZ_NLA12NEW,NonTarget,,No,23,23,23b,23b,4.379421579,AZ_>4,6.375,-1305943.818,-335766.2554,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed (missing, Uncertain, missing).  San Carlos Res. Appesars to be stock pond.",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-111,,,,WMTNS,WMT,1.901674064,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,COCONINO,20449988,20449988,20449988,Lake/Pond: Hydrographic Category = Perennial,Included,2157.43,Region_9,Reservoir Number 1,Nontarget-NoRecAquatUse,131,,WMTNS,WMT,33585,Reservoir Number One,15,15060202,MAN_MADE,MAN_MADE,35.21799283,-111.8357564,15,"(1,4]",No,13,13.1,13.1.1,Reservoir Number One,,,,Non Federal,Army DOD,NLA12NAT,0.592703922,1.50602E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-111,AZ_NLA12NEW,0,,0,AZ,AZ,100,4005,Lake_Special_Purpose,,AZ_NLA12NEW,NonTarget,,No,23,23,23c,23c,17.375,"AZ_(1,4]",21.30769231,-1422737.6,-136779.3633,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed (missing). Storage pond",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-112,,,,WMTNS,XER,1.639144554,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,GRAHAM,21327667,21327667,21327667,Lake/Pond: Hydrographic Category = Perennial,Included,978.52,Region_9,Dankworth Pond,TargetOther,131,,WMTNS,XER,,,15,15040005,MAN_MADE,MAN_MADE,32.72025402,-109.704908,15,"(1,4]",No,10,10.2,10.2.4,,,,,Non Federal,Non-Federal,NLA12NAT,0.520145826,1.504E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-112,AZ_NLA12NEW,0,,0,AZ,AZ,100,4009,Target_Other,,AZ_NLA12NEW,Target_Presumed,,No,24,24,24a,24a,17.375,"AZ_(1,4]",21.30769231,-1272840.525,-442767.0477,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed (missing). May have been closed in 2012 due to restoration project",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-113,,,,WMTNS,WMT,4.284180263,,No,NLA12NEW,NLA12_BASE,Include,8.518404325,APACHE,20584572,20584572,20584572,Lake/Pond: Hydrographic Category = Perennial,Included,2792.49,Region_9,Water Canyon Reservoir,Nontarget-TooSmall,130,West,WMTNS,WMT,35920,Water Canyon Reservoir,15,15020001,,,34.00425647,-109.3354542,15,"(4,10]",No,13,13.1,13.1.1,Water Canyon Reservoir,,,,Forest Service,National Forest FS,NLA12NAT,1.215046703,1.502E+13,,,N,PROB,"(4,10]",,,,NLA12_AZ-113,AZ_NLA12NEW,0,,0,AZ,AZ,100,4001,Lake_LT_1ha,,AZ_NLA12NEW,NonTarget,,Yes,23,23,23c,23c,8.518404325,AZ_>4,12.4,-1218703.693,-305686.7149,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-114,,,,WMTNS,XER,3.561658573,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,GILA,22443804,22443804,22443804,Lake/Pond: Hydrographic Category = Perennial,Included,873.56,Region_9,Unnamed,Nontarget-Ephemeral,131,,WMTNS,XER,,,15,15040007,,,33.37842471,-110.521809,15,"(1,4]",No,10,10.2,10.2.2,,,,,Tribal Land - US Census,Indian Reservation,NLA12ST,0.755524371,1.504E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-114,AZ_NLA12NEW,0,,0,AZ,AZ,100,4007,Non_Target,,AZ_NLA12NEW,NonTarget,,Yes,81,81,81l,81l,17.375,"AZ_(1,4]",21.30769231,-1336954.019,-358899.6675,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-115,,,,WMTNS,XER,5.358829274,,No,NLA12NEW,NLA12_BASE,Include,8.518404325,YAVAPAI,20451076,20451076,20451076,Lake/Pond: Hydrographic Category = Perennial,Included,1373,Region_9,Unnamed,Nontarget-Ephemeral,131,,WMTNS,XER,,,15,15060202,,,34.81490774,-112.4670894,15,"(4,10]",No,10,10.1,10.1.7,,,,,Non Federal,Non-Federal,NLA12ST,1.084518125,1.50602E+13,,,N,PROB,"(4,10]",,,,NLA12_AZ-115,AZ_NLA12NEW,0,,0,AZ,AZ,100,4025,Non_Target,,AZ_NLA12NEW,NonTarget,,Yes,22,22,22z,22z,8.518404325,AZ_>4,12.4,-1486676.676,-171565.7972,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-116,,,,WMTNS,XER,8.796521678,,No,NLA12NEW,NLA12_BASE,Include,8.518404325,PINAL,15885918,15885918,15885918,Lake/Pond: Hydrographic Category = Perennial,Included,428.23,Region_9,Lake in the Desert,Nontarget-Ephemeral,131,,WMTNS,XER,24270,Lake in the Desert,15,15050303,,,32.93340836,-111.6471482,15,"(4,10]",No,10,10.2,10.2.2,Lake in the Desert,,,,Non Federal,Non-Federal,NLA12ST,1.659962444,1.50503E+13,,,N,PROB,"(4,10]",,,,NLA12_AZ-116,AZ_NLA12NEW,0,,0,AZ,AZ,100,4021,Non_Target,,AZ_NLA12NEW,NonTarget,,No,81,81,81n,81n,8.518404325,AZ_>4,12.4,-1447797.128,-391464.2893,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-117,,,,WMTNS,WMT,7.294011812,,No,NLA12NEW,NLA12_BASE,Include,8.518404325,APACHE,20485908,20485908,20485908,Lake/Pond: Hydrographic Category = Perennial,Included,2696.49,Region_9,A 1 Lake,AccessDenied,131,,WMTNS,WMT,25510,A One Lake,15,15060102,MAN_MADE,RESERVOIR,34.02942949,-109.6210623,15,"(4,10]",No,13,13.1,13.1.1,A One Lake,,,,Tribal Land - US Census,Indian Reservation,NLA12ST,1.162041853,1.50601E+13,,,N,PROB,"(4,10]",,,,NLA12_AZ-117,AZ_NLA12NEW,0,,0,AZ,AZ,100,4001,Target_Denied,,AZ_NLA12NEW,Target_Presumed,,No,23,23,23c,23c,8.518404325,AZ_>4,12.4,-1244225.978,-299200.6202,WMTNS,TNT EVALSTAT changed (missing). Fort Apache Res.,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-118,1,6192,5/9/2012,WMTNS,XER,8.007210087,B:4-10,No,NLA12NEW,NLA12_BASE,Include,8.518404325,MARICOPA,20479908,20479908,20479908,Lake/Pond: Hydrographic Category = Perennial,Included,365.97,Region_9,Dobson Lake,TargetSampleable,131,,WMTNS,XER,,,15,15060106,MAN_MADE,MAN_MADE,33.38131121,-111.883581,15,"(4,10]",No,10,10.2,10.2.2,,,,,Non Federal,Non-Federal,NLA12ST,2.713057747,1.50601E+13,S,,Y,PROB,"(4,10]",,,,NLA12_AZ-118,AZ_NLA12NEW,0,,0,AZ,AZ,100,4013,Target_Sampled,,AZ_NLA12NEW,Target,,Yes,81,81,81n,81n,8.518404325,AZ_>4,12.4,-1461153.429,-338533.4622,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed. Appears to be old streambed within subdivision",Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_AZ-119,,,,WMTNS,XER,1.897439226,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,MOHAVE,21436981,21436981,21436981,Lake/Pond: Hydrographic Category = Perennial,Included,139.33,Region_9,Unnamed,Nontarget-NotLake,130,,WMTNS,XER,,,15,15030101,NATURAL,NATURAL,34.76270414,-114.5202856,15,"(1,4]",No,10,10.2,10.2.1,,,,,US FWS,National Wildlife Refuge FWS,NLA12ST,0.633792907,1.50301E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-119,AZ_NLA12NEW,0,,0,AZ,AZ,100,4015,Not_Lake,,AZ_NLA12NEW,NonTarget,,No,14,14,14e,14e,17.375,"AZ_(1,4]",21.30769231,-1670953.37,-143195.3356,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed (missing). Wetland",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-120,,,,WMTNS,XER,1.550913005,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,COCHISE,21308965,21308965,21308965,Lake/Pond: Hydrographic Category = Perennial,Included,1385.46,Region_9,Natural Tanks,Nontarget-Ephemeral,131,,WMTNS,XER,8523,Natural Tanks,15,15040006,,,31.63576083,-109.082647,15,"(1,4]",No,12,12.1,12.1.1,Natural Tanks,,,,Non Federal,Non-Federal,NLA12ST,0.475900445,1.504E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-120,AZ_NLA12NEW,0,,0,AZ,AZ,100,4003,Non_Target,,AZ_NLA12NEW,NonTarget,,No,79,79,79a,79a,17.375,"AZ_(1,4]",21.30769231,-1232009.214,-570638.4447,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-121,,,,WMTNS,WMT,2.052100389,,No,NLA12NEW,NLA12_BASE,Exclude,17.375,GRAHAM,20496949,20496949,20496949,Lake/Pond: Hydrographic Category = Perennial,Included,1900.03,Region_9,Double Circle Tank,Nontarget-NoRecAquatUse,131,,WMTNS,WMT,4049,Double Circle Tank,15,15060101,MAN_MADE,MAN_MADE,33.48233976,-109.9496887,15,"(1,4]",No,13,13.1,13.1.1,Double Circle Tank,,,,Tribal Land - US Census,Indian Reservation,NLA12ST,0.589620217,1.50601E+13,,,N,PROB,"(1,4]",,,,NLA12_AZ-121,AZ_NLA12NEW,0,,0,AZ,AZ,100,4009,Lake_Special_Purpose,,AZ_NLA12NEW,NonTarget,,No,23,23,23b,23b,17.375,"AZ_(1,4]",21.30769231,-1282971.043,-355311.3734,WMTNS,"LAKE_ORIGIN, TNT, EVALSTAT changed (missing, Uncertain, missing).  San Carlos Res. Appears to be stock pond",Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-122,,,,WMTNS,XER,35.92895576,,No,NLA12NEW,NLA12_BASE,Include,3.72925535,COCONINO,21744119,21744119,21744119,Lake/Pond: Hydrographic Category = Perennial,Included,1445.68,Region_9,,Nontarget-NotLake,130,,WMTNS,XER,,,15,15020008,,,35.26957784,-110.8631424,15,"(20,50]",No,10,10.1,10.1.7,,,,,Tribal Land - US Census,Indian Reservation,NLA12ST,3.102828195,1.502E+13,,,N,PROB,"(20,50]",,,,NLA12_AZ-122,AZ_NLA12NEW,0,,0,AZ,AZ,100,4005,Not_Lake,,AZ_NLA12NEW,NonTarget,,No,22,22,22p,22p,3.72925535,AZ_>4,5.428571429,-1335192.757,-145194.5359,WMTNS,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_AZ-123,1,8219,8/24/2012,WMTNS,XER,18.87422654,C:10-50,No,NLA12NEW,NLA12_BASE,Include,4.379421579,YUMA,10001834,10001834,10001834,Lake/Pond: Hydrographic Category = Perennial,Included,57.69,Region_9,Butler Lake,TargetSampleable,130,,WMTNS,XER,,,15,15030104,NATURAL,NATURAL_ENH,33.0266436,-114.5090632,15,"(10,20]",No,10,10.2,10.2.2,,,,,US FWS,National Wildlife Refuge FWS,NLA12ST,3.259236986,1.50301E+13,T,,Y,PROB,"(10,20]",,,,NLA12_AZ-123,AZ_NLA12NEW,0,,0,AZ,AZ,100,4012,Target_Sampled,,AZ_NLA12NEW,Target,,No,81,81,81g,81g,4.379421579,AZ_>4,6.375,-1707496.905,-333711.4927,WMTNS,,Y,,,,,,,,,,,T,T,"Y, <100 organisms",,,,,,,,Y,,Y,,,8/23/2016
